
3 Mot inconnu : rEFInd => ====== rEFInd ====== | refind
16 Mot inconnu : rEFInd => Un gestionnaire de démarrage graphique pour les ordinateurs EFI et UEFI, tels que tous les Mac Intel et les PC récents (la plupart de 2011 et plus récents). rEFInd présente un menu de démarrage affichant tous les chargeurs de démarrage EFI sur les partitions accessibles par EFI, et éventuellement les partitions de démarrage BIOS sur les Mac et les entrées de démarrage du BIOS sur les PC UEFI avec CSM. Les systèmes d'exploitation compatibles EFI, y compris Linux, fournissent des chargeurs de démarrage que rEFInd peut détecter et lancer. rEFInd peut lancer des chargeurs de démarrage Linux EFI tels que les noyaux ELILO, GRUB Legacy, GRUB 2 et 3.3.0 et versions ultérieures avec prise en charge de stub EFI. Les pilotes de système de fichiers EFI pour ext2 / 3 / 4fs, ReiserFS, Btrfs, NTFS, HFS + et ISO-9660 permettent également à rEFInd de lire les chargeurs de démarrage à partir de ces systèmes de fichiers. La capacité de rEFInd à détecter les chargeurs de démarrage au moment de l'exécution le rend très facile à utiliser, en particulier lorsqu'il est associé à des noyaux Linux prenant en charge les stub EFI. | refind
16 Mot inconnu : rEFInd => Un gestionnaire de démarrage graphique pour les ordinateurs EFI et UEFI, tels que tous les Mac Intel et les PC récents (la plupart de 2011 et plus récents). rEFInd présente un menu de démarrage affichant tous les chargeurs de démarrage EFI sur les partitions accessibles par EFI, et éventuellement les partitions de démarrage BIOS sur les Mac et les entrées de démarrage du BIOS sur les PC UEFI avec CSM. Les systèmes d'exploitation compatibles EFI, y compris Linux, fournissent des chargeurs de démarrage que rEFInd peut détecter et lancer. rEFInd peut lancer des chargeurs de démarrage Linux EFI tels que les noyaux ELILO, GRUB Legacy, GRUB 2 et 3.3.0 et versions ultérieures avec prise en charge de stub EFI. Les pilotes de système de fichiers EFI pour ext2 / 3 / 4fs, ReiserFS, Btrfs, NTFS, HFS + et ISO-9660 permettent également à rEFInd de lire les chargeurs de démarrage à partir de ces systèmes de fichiers. La capacité de rEFInd à détecter les chargeurs de démarrage au moment de l'exécution le rend très facile à utiliser, en particulier lorsqu'il est associé à des noyaux Linux prenant en charge les stub EFI. | refind
16 Mot inconnu : stub => Un gestionnaire de démarrage graphique pour les ordinateurs EFI et UEFI, tels que tous les Mac Intel et les PC récents (la plupart de 2011 et plus récents). rEFInd présente un menu de démarrage affichant tous les chargeurs de démarrage EFI sur les partitions accessibles par EFI, et éventuellement les partitions de démarrage BIOS sur les Mac et les entrées de démarrage du BIOS sur les PC UEFI avec CSM. Les systèmes d'exploitation compatibles EFI, y compris Linux, fournissent des chargeurs de démarrage que rEFInd peut détecter et lancer. rEFInd peut lancer des chargeurs de démarrage Linux EFI tels que les noyaux ELILO, GRUB Legacy, GRUB 2 et 3.3.0 et versions ultérieures avec prise en charge de stub EFI. Les pilotes de système de fichiers EFI pour ext2 / 3 / 4fs, ReiserFS, Btrfs, NTFS, HFS + et ISO-9660 permettent également à rEFInd de lire les chargeurs de démarrage à partir de ces systèmes de fichiers. La capacité de rEFInd à détecter les chargeurs de démarrage au moment de l'exécution le rend très facile à utiliser, en particulier lorsqu'il est associé à des noyaux Linux prenant en charge les stub EFI. | stub
16 Mot inconnu : EFI => Un gestionnaire de démarrage graphique pour les ordinateurs EFI et UEFI, tels que tous les Mac Intel et les PC récents (la plupart de 2011 et plus récents). rEFInd présente un menu de démarrage affichant tous les chargeurs de démarrage EFI sur les partitions accessibles par EFI, et éventuellement les partitions de démarrage BIOS sur les Mac et les entrées de démarrage du BIOS sur les PC UEFI avec CSM. Les systèmes d'exploitation compatibles EFI, y compris Linux, fournissent des chargeurs de démarrage que rEFInd peut détecter et lancer. rEFInd peut lancer des chargeurs de démarrage Linux EFI tels que les noyaux ELILO, GRUB Legacy, GRUB 2 et 3.3.0 et versions ultérieures avec prise en charge de stub EFI. Les pilotes de système de fichiers EFI pour ext2 / 3 / 4fs, ReiserFS, Btrfs, NTFS, HFS + et ISO-9660 permettent également à rEFInd de lire les chargeurs de démarrage à partir de ces systèmes de fichiers. La capacité de rEFInd à détecter les chargeurs de démarrage au moment de l'exécution le rend très facile à utiliser, en particulier lorsqu'il est associé à des noyaux Linux prenant en charge les stub EFI. | efi

20 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

22 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'une connexion à Internet configurée et active. |    => suggestions : ['']

23 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'un ordinateur équipé d'un firmware de type %%EFI%%. |    => suggestions : ['']
23 Il manque un espace. =>   * Disposer d'un ordinateur équipé d'un firmware de type %%EFI%%. | efi => suggestions : [' EFI']
23 Mot inconnu : EFI =>   * Disposer d'un ordinateur équipé d'un firmware de type %%EFI%%. | efi

24 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[#faire_un_peu_de_menage|Désactiver GRUB (ou de le supprimer)]] après avoir installé rEFInd. |    => suggestions : ['']
24 Mot inconnu : GRUB =>   * [[#faire_un_peu_de_menage|Désactiver GRUB (ou de le supprimer)]] après avoir installé rEFInd. | grub
24 Mot inconnu : rEFInd =>   * [[#faire_un_peu_de_menage|Désactiver GRUB (ou de le supprimer)]] après avoir installé rEFInd. | refind

25 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * une distribution Ubuntu 18.04 ou plus. |    => suggestions : ['']

27 Mot inconnu : secure => ===== Installation (avec secure boot désactivé) ===== | secure
27 Mot inconnu : boot => ===== Installation (avec secure boot désactivé) ===== | boot

28 Mot inconnu : FIXME => <note important>FIXME réécrire sérieusement ce truc, avec autre chose que des successions d'approximations ("La commande est du style...")</note> | fixme
28 Guillemets typographiques ouvrants. => <note important>FIXME réécrire sérieusement ce truc, avec autre chose que des successions d'approximations ("La commande est du style...")</note> | " => suggestions : ['«\xa0', '“']
28 Typographie : points de suspension. Utilisez le caractère dédié. => <note important>FIXME réécrire sérieusement ce truc, avec autre chose que des successions d'approximations ("La commande est du style...")</note> | ... => suggestions : ['…']
28 Guillemets typographiques fermants. => <note important>FIXME réécrire sérieusement ce truc, avec autre chose que des successions d'approximations ("La commande est du style...")</note> | " => suggestions : ['\xa0»', '”']

31 Mot inconnu : boot => === Lorsque le boot se fait sans problème === | boot

32 Mot inconnu : grub => Le remplacement de grub par rEFInd est une solution qui apportera une présentation graphique avec la possibilité d'un choix tactile pour certains écrans. | grub
32 Mot inconnu : rEFInd => Le remplacement de grub par rEFInd est une solution qui apportera une présentation graphique avec la possibilité d'un choix tactile pour certains écrans. | refind

33 Mot inconnu : rEFInd => Cette installation va installer rEFInd et l'activer avant Grub qui sera toujours installé mais inactif. | refind
33 Mot inconnu : Grub => Cette installation va installer rEFInd et l'activer avant Grub qui sera toujours installé mais inactif. | grub

37 Mot inconnu : boot => === Lorsque le boot ne peut pas se faire === | boot

38 Mot inconnu : grub => L'installateur a parfaitement installé Ubuntu, mais il a lamentablement échoué à installer le grub EFI signé. | grub
38 Mot inconnu : EFI => L'installateur a parfaitement installé Ubuntu, mais il a lamentablement échoué à installer le grub EFI signé. | efi

39 Mot inconnu : REFIND => L'installation de REFIND peut alors être une alternative pratique pour booter de façon plus aisée que les  autres techniques. | refind
39 Mot inconnu : booter => L'installation de REFIND peut alors être une alternative pratique pour booter de façon plus aisée que les  autres techniques. | booter
39 Espace(s) surnuméraire(s) à supprimer. => L'installation de REFIND peut alors être une alternative pratique pour booter de façon plus aisée que les  autres techniques. |    => suggestions : [' ']

40 Mot inconnu : refind => Voici comment installer refind en complément du grub dans ce contexte particulier. | refind
40 Mot inconnu : grub => Voici comment installer refind en complément du grub dans ce contexte particulier. | grub

42 Mot inconnu : Booter => Booter avec le support d'installation, choisir d'essayer avant d'installer, ouvrir une session, mettre le clavier en français et frapper quelques commandes pour télécharger le logiciel non présent dans le support d'installation: | booter

45 Mot inconnu : sudo => sudo apt install refind</code> | sudo
45 Mot inconnu : install => sudo apt install refind</code> | install
45 Mot inconnu : refind => sudo apt install refind</code> | refind

46 Mot inconnu : efibootmgr => Accepter l'installation des paquets efibootmgr et refind. | efibootmgr
46 Mot inconnu : refind => Accepter l'installation des paquets efibootmgr et refind. | refind

50 Mot inconnu : boot => Installer manuellement le logiciel dans la structure de boot standard avec ces commandes: | boot

56 Mot inconnu : chroot => <note tip>Si le lancement de cette instance n'est pas possible de façon standard, pensez à la technique [[https://doc.ubuntu-fr.org/chroot|chroot.]]</note> | chroot

58 Mot inconnu : refind => ==== Installer directement refind sur clé USB ==== | refind

60 Mot inconnu : rEFInd => Il peut être intéressant de disposer de rEFInd sur une clé USB. Cette clé USB pourra alors aller inspecter les ordinateurs EFI à la recherche d'OS déjà installés mais incapable de démarrer. C'est une solution alternative à [[https://www.supergrubdisk.org/super-grub2-disk|SG2D]]  pour les cas simples. | refind
60 Mot inconnu : EFI => Il peut être intéressant de disposer de rEFInd sur une clé USB. Cette clé USB pourra alors aller inspecter les ordinateurs EFI à la recherche d'OS déjà installés mais incapable de démarrer. C'est une solution alternative à [[https://www.supergrubdisk.org/super-grub2-disk|SG2D]]  pour les cas simples. | efi

62 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  ** Sur un ordinateur de travail sachant démarrer sans rEFInd qui peut être celui de l'installation, faire le travail de préparation de l'installation.**  |   => suggestions : ['']
62 Mot inconnu : rEFInd =>  ** Sur un ordinateur de travail sachant démarrer sans rEFInd qui peut être celui de l'installation, faire le travail de préparation de l'installation.**  | refind
62 Espace(s) en fin de ligne à supprimer. =>  ** Sur un ordinateur de travail sachant démarrer sans rEFInd qui peut être celui de l'installation, faire le travail de préparation de l'installation.**  |   => suggestions : ['']

64 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Booter avec la clé et choisir "essayer avant d'installer". |    => suggestions : ['']
64 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Booter avec la clé et choisir "essayer avant d'installer". |  -  => suggestions : [' – ', ' — ', ' − ']
64 Mot inconnu : Booter =>   - Booter avec la clé et choisir "essayer avant d'installer". | booter
64 Guillemets typographiques ouvrants. =>   - Booter avec la clé et choisir "essayer avant d'installer". | " => suggestions : ['«\xa0', '“']
64 Guillemets typographiques fermants. =>   - Booter avec la clé et choisir "essayer avant d'installer". | " => suggestions : ['\xa0»', '”']

65 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Ouvrir un terminal. |    => suggestions : ['']
65 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Ouvrir un terminal. |  -  => suggestions : [' – ', ' — ', ' − ']

66 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Si besoin, mettre le clavier en français avec la commande **setxkbmap fr**. |    => suggestions : ['']
66 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Si besoin, mettre le clavier en français avec la commande **setxkbmap fr**. |  -  => suggestions : [' – ', ' — ', ' − ']
66 Mot inconnu : setxkbmap =>   - Si besoin, mettre le clavier en français avec la commande **setxkbmap fr**. | setxkbmap

69 Mot inconnu : sudo => sudo apt-get update  </code><code bash>## De la version 18.04.1 à la version 19.04 | sudo
69 Mot inconnu : apt-get => sudo apt-get update  </code><code bash>## De la version 18.04.1 à la version 19.04 | apt-get
69 Mot inconnu : update => sudo apt-get update  </code><code bash>## De la version 18.04.1 à la version 19.04 | update
69 Espace(s) surnuméraire(s) à supprimer. => sudo apt-get update  </code><code bash>## De la version 18.04.1 à la version 19.04 |    => suggestions : [' ']

70 Mot inconnu : sudo => sudo add-apt-repository "deb http://archive.ubuntu.com/ubuntu $(lsb_release -sc) universe" | sudo
70 Mot inconnu : add-apt-repository => sudo add-apt-repository "deb http://archive.ubuntu.com/ubuntu $(lsb_release -sc) universe" | add-apt-repository
