1 Mot inconnu : Driv3r => ====== Driv3r (Driver 3) ====== | driv3r
95 Mot inconnu : Control =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | control
95 Guillemets typographiques ouvrants. =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | " => suggestions : ['«\xa0', '“']
95 Mot inconnu : DllOverrides =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | dlloverrides
95 Guillemets typographiques fermants. =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | " => suggestions : ['\xa0»', '”']
95 Mot inconnu : Wine =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | wine
95 Mot inconnu : DllOverrides =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | dlloverrides
95 Mot inconnu : wine_directx =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | wine_directx

96 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Dans **".PlayOnLinux/wineprefix/driv3r/drive_c/windows/system32"** déposer les **trois .dll** |    => suggestions : ['']
96 Mot inconnu : PlayOnLinux =>   * Dans **".PlayOnLinux/wineprefix/driv3r/drive_c/windows/system32"** déposer les **trois .dll** | playonlinux
96 Mot inconnu : wineprefix =>   * Dans **".PlayOnLinux/wineprefix/driv3r/drive_c/windows/system32"** déposer les **trois .dll** | wineprefix
96 Mot inconnu : driv3r =>   * Dans **".PlayOnLinux/wineprefix/driv3r/drive_c/windows/system32"** déposer les **trois .dll** | driv3r
96 Mot inconnu : drive_c =>   * Dans **".PlayOnLinux/wineprefix/driv3r/drive_c/windows/system32"** déposer les **trois .dll** | drive_c
96 Mot inconnu : system32 =>   * Dans **".PlayOnLinux/wineprefix/driv3r/drive_c/windows/system32"** déposer les **trois .dll** | system32
96 Guillemets typographiques fermants. =>   * Dans **".PlayOnLinux/wineprefix/driv3r/drive_c/windows/system32"** déposer les **trois .dll** | " => suggestions : ['\xa0»', '”']
96 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>   * Dans **".PlayOnLinux/wineprefix/driv3r/drive_c/windows/system32"** déposer les **trois .dll** |  . => suggestions : ['. ', '.']
96 Mot inconnu : dll =>   * Dans **".PlayOnLinux/wineprefix/driv3r/drive_c/windows/system32"** déposer les **trois .dll** | dll

97 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** |    => suggestions : ['']
97 Mot inconnu : playonlinux =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | playonlinux
97 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['«\xa0', '“']
97 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['\xa0»', '”']
97 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['«\xa0', '“']
97 Typographie : points de suspension. Utilisez le caractère dédié. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | ... => suggestions : ['…']
97 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['\xa0»', '”']
97 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['«\xa0', '“']
97 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['\xa0»', '”']
97 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['«\xa0', '“']
97 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['\xa0»', '”']
97 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['«\xa0', '“']
97 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['\xa0»', '”']
97 Mot inconnu : __ =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | __
97 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['«\xa0', '“']
97 Accord de genre erroné : « une application » est féminin, « installé » est masculin. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | installé => suggestions : ['installée']
97 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['\xa0»', '”']
97 Mot inconnu : __ =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | __
97 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['«\xa0', '“']
97 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['\xa0»', '”']
97 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['«\xa0', '“']
97 Mot inconnu : driv3r =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | driv3r
97 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['\xa0»', '”']
97 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['«\xa0', '“']
97 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "driv3r" "Suivant"** | " => suggestions : ['\xa0»', '”']

98 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** |    => suggestions : ['']
98 Mot inconnu : wine =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | wine
98 Guillemets typographiques ouvrants. =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | " => suggestions : ['«\xa0', '“']
98 Guillemets typographiques fermants. =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | " => suggestions : ['\xa0»', '”']
98 Guillemets typographiques ouvrants. =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | " => suggestions : ['«\xa0', '“']
98 Guillemets typographiques fermants. =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | " => suggestions : ['\xa0»', '”']
98 Guillemets typographiques ouvrants. =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | " => suggestions : ['«\xa0', '“']
98 Guillemets typographiques fermants. =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | " => suggestions : ['\xa0»', '”']

99 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** |    => suggestions : ['']
99 Mot inconnu : playonlinux =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | playonlinux
99 Guillemets typographiques ouvrants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['«\xa0', '“']
99 Guillemets typographiques fermants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['\xa0»', '”']
99 Guillemets typographiques ouvrants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['«\xa0', '“']
99 Mot inconnu : dx =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | dx
99 Guillemets typographiques fermants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['\xa0»', '”']
99 Incohérence probable avec “avez” : “décompresser” n’est pas un participe passé. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | décompresser => suggestions : ['décompressé']
99 Mot inconnu : DirectX =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | directx
99 Guillemets typographiques ouvrants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['«\xa0', '“']
99 Mot inconnu : DXSETUP =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | dxsetup
99 Mot inconnu : exe =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | exe
99 Guillemets typographiques fermants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['\xa0»', '”']
99 Guillemets typographiques ouvrants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['«\xa0', '“']
99 Guillemets typographiques fermants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['\xa0»', '”']
99 Guillemets typographiques ouvrants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['«\xa0', '“']
99 Guillemets typographiques fermants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['\xa0»', '”']

100 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **accepter tout** et terminer dans la fenêtre playonlinux par **"Non"** |    => suggestions : ['']
100 Mot inconnu : playonlinux =>   * **accepter tout** et terminer dans la fenêtre playonlinux par **"Non"** | playonlinux
100 Guillemets typographiques ouvrants. =>   * **accepter tout** et terminer dans la fenêtre playonlinux par **"Non"** | " => suggestions : ['«\xa0', '“']
100 Guillemets typographiques fermants. =>   * **accepter tout** et terminer dans la fenêtre playonlinux par **"Non"** | " => suggestions : ['\xa0»', '”']

102 Mot inconnu : dxdiag => <note important>Vérifier bien la présence du fichier **dxdiag.exe** dans **/home/votrecompte/.PlayOnLinux/wineprefix/driv3r/drive_c/windows/system32**. Si absent, c'est que vous n'avez pas réussis votre installation de DirectX. Retourner à la [[wine_directx|page]] concernée pour plus d'informations</note> | dxdiag
102 Mot inconnu : exe => <note important>Vérifier bien la présence du fichier **dxdiag.exe** dans **/home/votrecompte/.PlayOnLinux/wineprefix/driv3r/drive_c/windows/system32**. Si absent, c'est que vous n'avez pas réussis votre installation de DirectX. Retourner à la [[wine_directx|page]] concernée pour plus d'informations</note> | exe
102 Mot inconnu : DirectX => <note important>Vérifier bien la présence du fichier **dxdiag.exe** dans **/home/votrecompte/.PlayOnLinux/wineprefix/driv3r/drive_c/windows/system32**. Si absent, c'est que vous n'avez pas réussis votre installation de DirectX. Retourner à la [[wine_directx|page]] concernée pour plus d'informations</note> | directx
102 Mot inconnu : wine_directx => <note important>Vérifier bien la présence du fichier **dxdiag.exe** dans **/home/votrecompte/.PlayOnLinux/wineprefix/driv3r/drive_c/windows/system32**. Si absent, c'est que vous n'avez pas réussis votre installation de DirectX. Retourner à la [[wine_directx|page]] concernée pour plus d'informations</note> | wine_directx

103 Mot inconnu : dx => <note tip>Vous n'avez plus besoin du **dossier dx** où vous avez décompressez l'archive, mais vous pouvez le conserver tel quel pour l'installation d'un autre jeu.</note> | dx
103 Ce verbe devrait être un participe passé au masculin singulier. => <note tip>Vous n'avez plus besoin du **dossier dx** où vous avez décompressez l'archive, mais vous pouvez le conserver tel quel pour l'installation d'un autre jeu.</note> | décompressez => suggestions : ['décompressé']
106 Une de ces ponctuations est superflue. => //Contribution : [[utilisateurs:.amalric.]]// | :. => suggestions : [':', '.']
106 Mot inconnu : amalric => //Contribution : [[utilisateurs:.amalric.]]// | amalric
