
5 Mot inconnu : World => ====== World of Warcraft  ====== | world
107 Mot inconnu : clubic => Nombreux sont ceux qui trouvent le téléchargement depuis le Blizzard Downloader extrêmement lent. C'est pourquoi le site clubic.com propose en téléchargement depuis leurs serveurs le client de WoW. Ce téléchargement se fait beaucoup plus rapidement. [[http://www.clubic.com/lancer-le-telechargement-47656-0-world-of-warcraft-client-complet-v2-0-0-windows-mac.html|Page de téléchargement du client sur Clubic]]. | clubic
107 Mot inconnu : WoW => Nombreux sont ceux qui trouvent le téléchargement depuis le Blizzard Downloader extrêmement lent. C'est pourquoi le site clubic.com propose en téléchargement depuis leurs serveurs le client de WoW. Ce téléchargement se fait beaucoup plus rapidement. [[http://www.clubic.com/lancer-le-telechargement-47656-0-world-of-warcraft-client-complet-v2-0-0-windows-mac.html|Page de téléchargement du client sur Clubic]]. | wow
107 Mot inconnu : Clubic => Nombreux sont ceux qui trouvent le téléchargement depuis le Blizzard Downloader extrêmement lent. C'est pourquoi le site clubic.com propose en téléchargement depuis leurs serveurs le client de WoW. Ce téléchargement se fait beaucoup plus rapidement. [[http://www.clubic.com/lancer-le-telechargement-47656-0-world-of-warcraft-client-complet-v2-0-0-windows-mac.html|Page de téléchargement du client sur Clubic]]. | clubic

109 Mot inconnu : Downloader => On ne saurait trop vous conseiller de suivre la même procédure pour patcher le jeu à sa version actuelle, plutôt que d'utiliser le Blizzard Downloader. Pour voir la liste des patchs dans leur ordre chronologique (de bas en haut), rendez-vous sur [[http://www.clubic.com/patch-jeux-video-451-0-world-of-warcraft.html|cette page]] | downloader

113 Confusion probable : “a” est la conjugaison du verbe “avoir”. Utilisez la préposition “à”. => Si vous n'arrivez pas a installer le jeu, que c'est trop complexe, trop long, ou qu'il se produit des erreurs, vous pouvez utiliser une installation existante sous Windows en passant directement à l'étape 4 de la méthode suivante. | a => suggestions : ['à']
113 Incohérence probable avec “a” : “installer” n’est pas un participe passé. => Si vous n'arrivez pas a installer le jeu, que c'est trop complexe, trop long, ou qu'il se produit des erreurs, vous pouvez utiliser une installation existante sous Windows en passant directement à l'étape 4 de la méthode suivante. | installer => suggestions : ['installé']

116 Mot inconnu : WoW => Pour plus de sécurité, vous pouvez aussi copier le répertoire de WoW à un autre emplacement, pour éviter d'endommager votre installation existante. | wow
123 Mot inconnu : World => == Étape 2.1 : World of Warcraft == | world
123 Mot inconnu : of => == Étape 2.1 : World of Warcraft == | of
123 Mot inconnu : Warcraft => == Étape 2.1 : World of Warcraft == | warcraft

131 Mot inconnu : WoW => Remplacez ''<chemin-vers-le-dossier>'' par le chemin vers votre dossier WoW (''/home/utilisateur/wow_install'' par exemple) \\ | wow

137 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Cliquez sur "**Installer World of Warcraft**". \\ |    => suggestions : ['']
137 Mot inconnu : World =>   * Cliquez sur "**Installer World of Warcraft**". \\ | world
137 Mot inconnu : of =>   * Cliquez sur "**Installer World of Warcraft**". \\ | of
137 Mot inconnu : Warcraft =>   * Cliquez sur "**Installer World of Warcraft**". \\ | warcraft

138 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Un message vous invite à insérer le CD 1. Cliquez sur **Annuler** \\ |    => suggestions : ['']

139 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Un autre vous annonce que DirectX est introuvable. Poursuivez quand-même en cliquant sur **Installer**. \\ |    => suggestions : ['']
139 Mot inconnu : DirectX =>   * Un autre vous annonce que DirectX est introuvable. Poursuivez quand-même en cliquant sur **Installer**. \\ | directx

140 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Décochez la case **Créer un raccourci sur le bureau** car celui-ci ne fonctionne pas sur tous les Linux. \\ |    => suggestions : ['']

141 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Enfin, cliquez une dernière fois sur **OK** pour lancer l'installation. \\ |    => suggestions : ['']

142 Typographie : points de suspension. Utilisez le caractère dédié. => Il ne reste plus qu'à attendre... ;-) | ... => suggestions : ['…']
145 Mot inconnu : The => == Étape 2.2 : The Burning Crusade == | the
145 Mot inconnu : Burning => == Étape 2.2 : The Burning Crusade == | burning
145 Mot inconnu : Crusade => == Étape 2.2 : The Burning Crusade == | crusade

147 Mot inconnu : Burning => L'installation de //Burning Crusade// est similaire à celle du jeu de base, aussi les indications seront ici moins détaillées. Il vaut mieux l'installer avant les patchs, car il mettra en même temps à jour l'installation de base de //World of Warcraft// (il est vrai qu'il est dur de voir que vous avez patché durant 10 minutes pour rien ^_^). | burning
147 Mot inconnu : Crusade => L'installation de //Burning Crusade// est similaire à celle du jeu de base, aussi les indications seront ici moins détaillées. Il vaut mieux l'installer avant les patchs, car il mettra en même temps à jour l'installation de base de //World of Warcraft// (il est vrai qu'il est dur de voir que vous avez patché durant 10 minutes pour rien ^_^). | crusade
147 Mot inconnu : World => L'installation de //Burning Crusade// est similaire à celle du jeu de base, aussi les indications seront ici moins détaillées. Il vaut mieux l'installer avant les patchs, car il mettra en même temps à jour l'installation de base de //World of Warcraft// (il est vrai qu'il est dur de voir que vous avez patché durant 10 minutes pour rien ^_^). | world
147 Mot inconnu : of => L'installation de //Burning Crusade// est similaire à celle du jeu de base, aussi les indications seront ici moins détaillées. Il vaut mieux l'installer avant les patchs, car il mettra en même temps à jour l'installation de base de //World of Warcraft// (il est vrai qu'il est dur de voir que vous avez patché durant 10 minutes pour rien ^_^). | of
147 Mot inconnu : Warcraft => L'installation de //Burning Crusade// est similaire à celle du jeu de base, aussi les indications seront ici moins détaillées. Il vaut mieux l'installer avant les patchs, car il mettra en même temps à jour l'installation de base de //World of Warcraft// (il est vrai qu'il est dur de voir que vous avez patché durant 10 minutes pour rien ^_^). | warcraft

149 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Créez un dossier dans votre répertoire personnel différent du précédent (''/home/utilisateur/bc_install'' par exemple) |    => suggestions : ['']

150 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Il faut alors copier les fichiers suivants : |    => suggestions : ['']

151 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Installer.exe |      => suggestions : ['']
151 Mot inconnu : exe =>     * Installer.exe | exe

152 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Installer.ico |      => suggestions : ['']
152 Mot inconnu : ico =>     * Installer.ico | ico

153 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Installer Tome.mpq, Installer Tome2.mpq, Installer Tome3.mpq, Installer Tome4.mpq |      => suggestions : ['']
153 Mot inconnu : mpq =>     * Installer Tome.mpq, Installer Tome2.mpq, Installer Tome3.mpq, Installer Tome4.mpq | mpq
153 Mot inconnu : Tome2 =>     * Installer Tome.mpq, Installer Tome2.mpq, Installer Tome3.mpq, Installer Tome4.mpq | tome2
153 Mot inconnu : mpq =>     * Installer Tome.mpq, Installer Tome2.mpq, Installer Tome3.mpq, Installer Tome4.mpq | mpq
153 Mot inconnu : Tome3 =>     * Installer Tome.mpq, Installer Tome2.mpq, Installer Tome3.mpq, Installer Tome4.mpq | tome3
153 Mot inconnu : mpq =>     * Installer Tome.mpq, Installer Tome2.mpq, Installer Tome3.mpq, Installer Tome4.mpq | mpq
153 Mot inconnu : Tome4 =>     * Installer Tome.mpq, Installer Tome2.mpq, Installer Tome3.mpq, Installer Tome4.mpq | tome4
153 Mot inconnu : mpq =>     * Installer Tome.mpq, Installer Tome2.mpq, Installer Tome3.mpq, Installer Tome4.mpq | mpq

164 Mot inconnu : WoW => Remplacez ''<chemin-vers-le-dossier>'' par le chemin vers votre dossier WoW BC (''/home/utilisateur/bc_install'' par exemple). | wow
164 Mot inconnu : BC => Remplacez ''<chemin-vers-le-dossier>'' par le chemin vers votre dossier WoW BC (''/home/utilisateur/bc_install'' par exemple). | bc

166 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Un écran vous propose d'installer le jeu. |    => suggestions : ['']

167 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Lancez l'installation. |    => suggestions : ['']

168 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * L'installateur vous propose de **mettre à niveau** votre compte pour que vous puissiez accéder au contenu de l'extension. Si vous venez tout juste d'acquérir Burning Crusade, faites cette mise à niveau si ce n'est déjà fait. |    => suggestions : ['']
168 Mot inconnu : Burning =>   * L'installateur vous propose de **mettre à niveau** votre compte pour que vous puissiez accéder au contenu de l'extension. Si vous venez tout juste d'acquérir Burning Crusade, faites cette mise à niveau si ce n'est déjà fait. | burning
168 Mot inconnu : Crusade =>   * L'installateur vous propose de **mettre à niveau** votre compte pour que vous puissiez accéder au contenu de l'extension. Si vous venez tout juste d'acquérir Burning Crusade, faites cette mise à niveau si ce n'est déjà fait. | crusade
170 Mot inconnu : The => == Étape 2.3 : The Wrath Of The Lich King == | the
170 Mot inconnu : Wrath => == Étape 2.3 : The Wrath Of The Lich King == | wrath
170 Mot inconnu : Of => == Étape 2.3 : The Wrath Of The Lich King == | of
170 Mot inconnu : The => == Étape 2.3 : The Wrath Of The Lich King == | the
170 Mot inconnu : Lich => == Étape 2.3 : The Wrath Of The Lich King == | lich

171 Mot inconnu : wotlk => Le DVD de wotlk est un peu particulier car il s'agit d'un DVD hybride PC/MAC. | wotlk
171 Si « car » est la conjonction de coordination, une virgule est peut-être souhaitable. => Le DVD de wotlk est un peu particulier car il s'agit d'un DVD hybride PC/MAC. |  car => suggestions : [', car']

173 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Démonter le CD sans l'éjecter (clik droit -> démonter) |    => suggestions : ['']
173 Mot inconnu : clik =>   * Démonter le CD sans l'éjecter (clik droit -> démonter) | clik

174 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Dans un terminal faire la commande suivante : |    => suggestions : ['']

178 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Si la commande précédente ne permet pas l'installation, démonter de nouveau le DVD (cf. umount plus bas) pas essayer celle-ci : |    => suggestions : ['']
178 Mot inconnu : umount =>   * Si la commande précédente ne permet pas l'installation, démonter de nouveau le DVD (cf. umount plus bas) pas essayer celle-ci : | umount

181 Mot inconnu : uid => où <IdUtilisateur> et <IdGroup> sont les valeurs de votre uid et gid (souvent 1000 pour les 2, si vous n'avez qu'un seul login) donnés par la commande  : | uid
181 Mot inconnu : gid => où <IdUtilisateur> et <IdGroup> sont les valeurs de votre uid et gid (souvent 1000 pour les 2, si vous n'avez qu'un seul login) donnés par la commande  : | gid
181 Espace(s) surnuméraire(s) à supprimer. => où <IdUtilisateur> et <IdGroup> sont les valeurs de votre uid et gid (souvent 1000 pour les 2, si vous n'avez qu'un seul login) donnés par la commande  : |    => suggestions : [' ']

183 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * Après l'installation pour démonter le CD, rebootez ou faites dans un terminal : |     => suggestions : ['']
183 Mot inconnu : rebootez =>    * Après l'installation pour démonter le CD, rebootez ou faites dans un terminal : | rebootez

188 Mot inconnu : iso => Par contre si vous possédez l'iso du DVD, vous pouvez le monter en rajoutant l'option loop ainsi : | iso
188 Mot inconnu : loop => Par contre si vous possédez l'iso du DVD, vous pouvez le monter en rajoutant l'option loop ainsi : | loop

191 Guillemets typographiques ouvrants. => Et ainsi vous pourrez lancer la mise à jour en lançant depuis la racine du CD le fichier 'Installer.exe' par Wine. Bienvenue en Norfendre!!! | ' => suggestions : ['“', '‘', '‹']
