1 Mot inconnu : SubRip => ====== SubRip ====== | subrip
293 Guillemets typographiques ouvrants. => if __name__ == "__main__": | " => suggestions : ['«\xa0', '“']
293 Mot inconnu : __main__ => if __name__ == "__main__": | __main__
293 Guillemets typographiques fermants. => if __name__ == "__main__": | " => suggestions : ['\xa0»', '”']

295 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   parser = argparse.ArgumentParser(description='Convert SubRip (srt) files to Advanced Sub Station Alpha (ass) files.') |    => suggestions : ['']
295 Mot inconnu : argparse =>   parser = argparse.ArgumentParser(description='Convert SubRip (srt) files to Advanced Sub Station Alpha (ass) files.') | argparse
295 Mot inconnu : ArgumentParser =>   parser = argparse.ArgumentParser(description='Convert SubRip (srt) files to Advanced Sub Station Alpha (ass) files.') | argumentparser
295 Il manque un espace avant la parenthèse. =>   parser = argparse.ArgumentParser(description='Convert SubRip (srt) files to Advanced Sub Station Alpha (ass) files.') | ( => suggestions : [' (']
295 Mot inconnu : Convert =>   parser = argparse.ArgumentParser(description='Convert SubRip (srt) files to Advanced Sub Station Alpha (ass) files.') | convert
295 Mot inconnu : SubRip =>   parser = argparse.ArgumentParser(description='Convert SubRip (srt) files to Advanced Sub Station Alpha (ass) files.') | subrip
295 Mot inconnu : srt =>   parser = argparse.ArgumentParser(description='Convert SubRip (srt) files to Advanced Sub Station Alpha (ass) files.') | srt
295 Mot inconnu : to =>   parser = argparse.ArgumentParser(description='Convert SubRip (srt) files to Advanced Sub Station Alpha (ass) files.') | to
295 Mot inconnu : Advanced =>   parser = argparse.ArgumentParser(description='Convert SubRip (srt) files to Advanced Sub Station Alpha (ass) files.') | advanced
295 Mot inconnu : Sub =>   parser = argparse.ArgumentParser(description='Convert SubRip (srt) files to Advanced Sub Station Alpha (ass) files.') | sub
295 Mot inconnu : ass =>   parser = argparse.ArgumentParser(description='Convert SubRip (srt) files to Advanced Sub Station Alpha (ass) files.') | ass

296 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   parser.add_argument('file', metavar='file', nargs='*', help='the SubRip (srt) file') |    => suggestions : ['']
296 Mot inconnu : add_argument =>   parser.add_argument('file', metavar='file', nargs='*', help='the SubRip (srt) file') | add_argument
296 Il manque un espace avant la parenthèse. =>   parser.add_argument('file', metavar='file', nargs='*', help='the SubRip (srt) file') | ( => suggestions : [' (']
296 Mot inconnu : metavar =>   parser.add_argument('file', metavar='file', nargs='*', help='the SubRip (srt) file') | metavar
296 Mot inconnu : nargs =>   parser.add_argument('file', metavar='file', nargs='*', help='the SubRip (srt) file') | nargs
296 Mot inconnu : help =>   parser.add_argument('file', metavar='file', nargs='*', help='the SubRip (srt) file') | help
296 Mot inconnu : the =>   parser.add_argument('file', metavar='file', nargs='*', help='the SubRip (srt) file') | the
296 Mot inconnu : SubRip =>   parser.add_argument('file', metavar='file', nargs='*', help='the SubRip (srt) file') | subrip
296 Mot inconnu : srt =>   parser.add_argument('file', metavar='file', nargs='*', help='the SubRip (srt) file') | srt

297 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") |    => suggestions : ['']
297 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | parser => suggestions : ['Parser']
297 Mot inconnu : add_argument =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | add_argument
297 Il manque un espace avant la parenthèse. =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | ( => suggestions : [' (']
297 Mot inconnu : font-regular =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | font-regular
297 Mot inconnu : metavar =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | metavar
297 Mot inconnu : fontr =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | fontr
297 Mot inconnu : nargs =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | nargs
297 Mot inconnu : help =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | help
297 Mot inconnu : Name =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | name
297 Mot inconnu : of =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | of
297 Mot inconnu : the =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | the
297 Mot inconnu : to =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | to
297 Mot inconnu : regular =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | regular
297 Mot inconnu : text =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | text
297 Mot inconnu : Default =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | default
297 Mot inconnu : is =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | is
297 Guillemets typographiques ouvrants. =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | " => suggestions : ['«\xa0', '“']
297 Mot inconnu : Cronos =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | cronos
297 Guillemets typographiques fermants. =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | " => suggestions : ['\xa0»', '”']
297 Mot inconnu : default =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | default
297 Guillemets typographiques ouvrants. =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | " => suggestions : ['«\xa0', '“']
297 Mot inconnu : Cronos =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | cronos
297 Guillemets typographiques fermants. =>   parser.add_argument('--font-regular', metavar='fontr', nargs='?', help='Name of the font to use for regular text. Default is "Cronos Pro".', default="Cronos Pro") | " => suggestions : ['\xa0»', '”']

298 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") |    => suggestions : ['']
298 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | parser => suggestions : ['Parser']
298 Mot inconnu : add_argument =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | add_argument
298 Il manque un espace avant la parenthèse. =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | ( => suggestions : [' (']
298 Mot inconnu : font-size =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | font-size
298 Mot inconnu : metavar =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | metavar
298 Mot inconnu : nargs =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | nargs
298 Mot inconnu : help =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | help
298 Mot inconnu : size =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | size
298 Mot inconnu : both =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | both
298 Mot inconnu : regular =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | regular
298 Mot inconnu : and =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | and
298 Mot inconnu : italic =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | italic
298 Mot inconnu : Default =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | default
298 Mot inconnu : is =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | is
298 Mot inconnu : default =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | default
298 Guillemets typographiques ouvrants. =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | " => suggestions : ['«\xa0', '“']
298 Guillemets typographiques fermants. =>   parser.add_argument('--font-size', metavar='fonts', nargs='?', help='Font\'s size for both regular and italic fonts. Default is 24.', default="24") | " => suggestions : ['\xa0»', '”']

299 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   parser.add_argument('--delete', '-d', action='store_true', help='delete the original SubRip (srt) file') |    => suggestions : ['']
299 Mot inconnu : add_argument =>   parser.add_argument('--delete', '-d', action='store_true', help='delete the original SubRip (srt) file') | add_argument
299 Il manque un espace avant la parenthèse. =>   parser.add_argument('--delete', '-d', action='store_true', help='delete the original SubRip (srt) file') | ( => suggestions : [' (']
299 Mot inconnu : delete =>   parser.add_argument('--delete', '-d', action='store_true', help='delete the original SubRip (srt) file') | delete
299 Mot inconnu : store_true =>   parser.add_argument('--delete', '-d', action='store_true', help='delete the original SubRip (srt) file') | store_true
299 Mot inconnu : help =>   parser.add_argument('--delete', '-d', action='store_true', help='delete the original SubRip (srt) file') | help
299 Mot inconnu : delete =>   parser.add_argument('--delete', '-d', action='store_true', help='delete the original SubRip (srt) file') | delete
299 Mot inconnu : the =>   parser.add_argument('--delete', '-d', action='store_true', help='delete the original SubRip (srt) file') | the
299 Mot inconnu : SubRip =>   parser.add_argument('--delete', '-d', action='store_true', help='delete the original SubRip (srt) file') | subrip
299 Mot inconnu : srt =>   parser.add_argument('--delete', '-d', action='store_true', help='delete the original SubRip (srt) file') | srt

300 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   parser.add_argument('--verbose', '-v', action='store_true', help='print information about the process') |    => suggestions : ['']
300 Mot inconnu : add_argument =>   parser.add_argument('--verbose', '-v', action='store_true', help='print information about the process') | add_argument
300 Il manque un espace avant la parenthèse. =>   parser.add_argument('--verbose', '-v', action='store_true', help='print information about the process') | ( => suggestions : [' (']
300 Mot inconnu : verbose =>   parser.add_argument('--verbose', '-v', action='store_true', help='print information about the process') | verbose
300 Mot inconnu : store_true =>   parser.add_argument('--verbose', '-v', action='store_true', help='print information about the process') | store_true
300 Mot inconnu : help =>   parser.add_argument('--verbose', '-v', action='store_true', help='print information about the process') | help
300 Mot inconnu : print =>   parser.add_argument('--verbose', '-v', action='store_true', help='print information about the process') | print
300 Mot inconnu : the =>   parser.add_argument('--verbose', '-v', action='store_true', help='print information about the process') | the

301 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   args = parser.parse_args() |    => suggestions : ['']
301 Mot inconnu : args =>   args = parser.parse_args() | args
301 Mot inconnu : parse_args =>   args = parser.parse_args() | parse_args

302 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

303 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   Console.verbose = args.verbose |    => suggestions : ['']
303 Mot inconnu : verbose =>   Console.verbose = args.verbose | verbose
303 Mot inconnu : args =>   Console.verbose = args.verbose | args
303 Mot inconnu : verbose =>   Console.verbose = args.verbose | verbose

304 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

305 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   srtfiles = [] |    => suggestions : ['']
305 Mot inconnu : srtfiles =>   srtfiles = [] | srtfiles

306 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   if len(args.file) == 0: |    => suggestions : ['']
306 Mot inconnu : len =>   if len(args.file) == 0: | len
306 Il manque un espace avant la parenthèse. =>   if len(args.file) == 0: | ( => suggestions : [' (']
306 Mot inconnu : args =>   if len(args.file) == 0: | args
306 Il manque un espace. =>   if len(args.file) == 0: | file => suggestions : [' file']

307 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     os.chdir(".") |      => suggestions : ['']
307 Mot inconnu : chdir =>     os.chdir(".") | chdir
307 Il manque un espace avant la parenthèse. =>     os.chdir(".") | ( => suggestions : [' (']
307 Guillemets typographiques fermants. =>     os.chdir(".") | " => suggestions : ['\xa0»', '”']

308 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     srtfiles = glob.glob("*.srt") |      => suggestions : ['']
308 Mot inconnu : srtfiles =>     srtfiles = glob.glob("*.srt") | srtfiles
308 Mot inconnu : glob =>     srtfiles = glob.glob("*.srt") | glob
308 Mot inconnu : glob =>     srtfiles = glob.glob("*.srt") | glob
308 Il manque un espace avant la parenthèse. =>     srtfiles = glob.glob("*.srt") | ( => suggestions : [' (']
308 Mot inconnu : srt =>     srtfiles = glob.glob("*.srt") | srt
308 Guillemets typographiques fermants. =>     srtfiles = glob.glob("*.srt") | " => suggestions : ['\xa0»', '”']

309 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   elif len(args.file) == 1: |    => suggestions : ['']
309 Mot inconnu : elif =>   elif len(args.file) == 1: | elif
309 Mot inconnu : len =>   elif len(args.file) == 1: | len
309 Il manque un espace avant la parenthèse. =>   elif len(args.file) == 1: | ( => suggestions : [' (']
309 Mot inconnu : args =>   elif len(args.file) == 1: | args
309 Il manque un espace. =>   elif len(args.file) == 1: | file => suggestions : [' file']

310 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     os.chdir(".") |      => suggestions : ['']
310 Mot inconnu : chdir =>     os.chdir(".") | chdir
310 Il manque un espace avant la parenthèse. =>     os.chdir(".") | ( => suggestions : [' (']
310 Guillemets typographiques fermants. =>     os.chdir(".") | " => suggestions : ['\xa0»', '”']

311 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     srtfiles = glob.glob(args.file[0]) |      => suggestions : ['']
311 Mot inconnu : srtfiles =>     srtfiles = glob.glob(args.file[0]) | srtfiles
311 Mot inconnu : glob =>     srtfiles = glob.glob(args.file[0]) | glob
311 Mot inconnu : glob =>     srtfiles = glob.glob(args.file[0]) | glob
311 Il manque un espace avant la parenthèse. =>     srtfiles = glob.glob(args.file[0]) | ( => suggestions : [' (']
311 Mot inconnu : args =>     srtfiles = glob.glob(args.file[0]) | args
311 Il manque un espace. =>     srtfiles = glob.glob(args.file[0]) | file => suggestions : [' file']

312 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   else: |    => suggestions : ['']
312 Mot inconnu : else =>   else: | else

313 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     srtfiles = args.file |      => suggestions : ['']
313 Mot inconnu : srtfiles =>     srtfiles = args.file | srtfiles
313 Mot inconnu : args =>     srtfiles = args.file | args
313 Il manque un espace. =>     srtfiles = args.file | file => suggestions : [' file']

314 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

315 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   for srt in srtfiles: |    => suggestions : ['']
315 Mot inconnu : srt =>   for srt in srtfiles: | srt
315 Mot inconnu : srtfiles =>   for srt in srtfiles: | srtfiles

316 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     Srt2Ass(srt, args.font_regular, args.font_size, args.delete) |      => suggestions : ['']
316 Mot inconnu : Srt2Ass =>     Srt2Ass(srt, args.font_regular, args.font_size, args.delete) | srt2ass
316 Il manque un espace avant la parenthèse. =>     Srt2Ass(srt, args.font_regular, args.font_size, args.delete) | ( => suggestions : [' (']
316 Mot inconnu : srt =>     Srt2Ass(srt, args.font_regular, args.font_size, args.delete) | srt
316 Mot inconnu : args =>     Srt2Ass(srt, args.font_regular, args.font_size, args.delete) | args
316 Mot inconnu : font_regular =>     Srt2Ass(srt, args.font_regular, args.font_size, args.delete) | font_regular
316 Mot inconnu : args =>     Srt2Ass(srt, args.font_regular, args.font_size, args.delete) | args
316 Mot inconnu : font_size =>     Srt2Ass(srt, args.font_regular, args.font_size, args.delete) | font_size
316 Mot inconnu : args =>     Srt2Ass(srt, args.font_regular, args.font_size, args.delete) | args
316 Mot inconnu : delete =>     Srt2Ass(srt, args.font_regular, args.font_size, args.delete) | delete

320 Mot inconnu : SRT => <note>Les erreurs d'encodage du fichier SRT ne sont pas gérées par ce script. En cas de problème de conversion, ouvrez le fichier SRT avec Subtitle Editor et faites Enregistrer. La conversion fonctionnera alors parfaitement.</note> | srt
320 Mot inconnu : SRT => <note>Les erreurs d'encodage du fichier SRT ne sont pas gérées par ce script. En cas de problème de conversion, ouvrez le fichier SRT avec Subtitle Editor et faites Enregistrer. La conversion fonctionnera alors parfaitement.</note> | srt
320 Mot inconnu : Subtitle => <note>Les erreurs d'encodage du fichier SRT ne sont pas gérées par ce script. En cas de problème de conversion, ouvrez le fichier SRT avec Subtitle Editor et faites Enregistrer. La conversion fonctionnera alors parfaitement.</note> | subtitle
320 Mot inconnu : Editor => <note>Les erreurs d'encodage du fichier SRT ne sont pas gérées par ce script. En cas de problème de conversion, ouvrez le fichier SRT avec Subtitle Editor et faites Enregistrer. La conversion fonctionnera alors parfaitement.</note> | editor
