
6 Mot inconnu : UDEV => ======UDEV : Comment ça marche ?====== | udev
65 Guillemets fermants. => Pour décider comment nommer un périphérique et quelles actions a faire, //udev// utilise une série de fichiers de règles. Ces fichiers se trouvent dans le répertoire ''/etc/udev/rules.d'', et doivent tous avoir l'extension ''.rules''.  |  '' => suggestions : ['\xa0»', '”']
65 Mot inconnu : rules => Pour décider comment nommer un périphérique et quelles actions a faire, //udev// utilise une série de fichiers de règles. Ces fichiers se trouvent dans le répertoire ''/etc/udev/rules.d'', et doivent tous avoir l'extension ''.rules''.  | rules
65 Guillemets typographiques fermants. => Pour décider comment nommer un périphérique et quelles actions a faire, //udev// utilise une série de fichiers de règles. Ces fichiers se trouvent dans le répertoire ''/etc/udev/rules.d'', et doivent tous avoir l'extension ''.rules''.  | '' => suggestions : ['\xa0»', '”']
65 Espace(s) en fin de ligne à supprimer. => Pour décider comment nommer un périphérique et quelles actions a faire, //udev// utilise une série de fichiers de règles. Ces fichiers se trouvent dans le répertoire ''/etc/udev/rules.d'', et doivent tous avoir l'extension ''.rules''.  |   => suggestions : ['']

66 Mot inconnu : udev => Les règles //udev// créées par défaut sont dans le fichier ''/lib/udev/rules.d/50-udev-default.rules''. Il pourrait être intéressant d'y jeter un œil – il contient quelques exemples -, et certaines règles contiennent un exemple de sortie de //devfs// que vous trouverez dans ''/dev'' par défaut. Cependant, il est conseillé de ne pas écrire de règle directement dedans. | udev
66 Guillemets typographiques fermants. => Les règles //udev// créées par défaut sont dans le fichier ''/lib/udev/rules.d/50-udev-default.rules''. Il pourrait être intéressant d'y jeter un œil – il contient quelques exemples -, et certaines règles contiennent un exemple de sortie de //devfs// que vous trouverez dans ''/dev'' par défaut. Cependant, il est conseillé de ne pas écrire de règle directement dedans. | '' => suggestions : ['\xa0»', '”']
68 Guillemets typographiques fermants. => Les fichiers de ''/lib/udev/rules.d/'' sont triés par ordre **alphabétique**, et dans certaines circonstances, l'ordre dans lequel ils sont analysés est important. En général, vous voulez que vos propres règles soient prises en compte avant les règles créées par défaut, donc créez votre fichier comme ceci: ''/etc/udev/rules.d/10-local.rules'' (le nombre 10 influe sur l'ordre de prise en compte) et écrivez vos propres règles dans ce fichier.  | '' => suggestions : ['\xa0»', '”']
68 Espace(s) en fin de ligne à supprimer. => Les fichiers de ''/lib/udev/rules.d/'' sont triés par ordre **alphabétique**, et dans certaines circonstances, l'ordre dans lequel ils sont analysés est important. En général, vous voulez que vos propres règles soient prises en compte avant les règles créées par défaut, donc créez votre fichier comme ceci: ''/etc/udev/rules.d/10-local.rules'' (le nombre 10 influe sur l'ordre de prise en compte) et écrivez vos propres règles dans ce fichier.  |   => suggestions : ['']

72 Mot inconnu : udev => Un périphérique peut être contrôlé par plusieurs règles. Ceci peut être avantageux lorsque par exemple, nous écrivons deux règles pour un périphérique, qui donnent un nom différent pour le même périphérique. Les deux règles seront appliquées même si ces règles sont dans des fichiers séparés. Il est important de comprendre que //udev// ne s'interrompt pas quand il trouve une règle, il continue sa recherche et tente d'appliquer chaque règle trouvée. | udev

76 Espace(s) en fin de ligne à supprimer. => Chaque règle est faite d'un ensemble de //clefs de correspondances// et de //clefs d'assignation//, séparées par des virgules. Les //clefs de correspondances// sont les conditions utilisées pour identifier le périphérique sur lequel la règle agit. **Quand toute la série de ces clefs de correspondance correspond bien au périphérique, alors la règle est appliquée et les actions des clefs d'assignation sont appliquées**. Chaque règle doit se composer d'au moins une clef de correspondance et d'une clef d'assignation.  |   => suggestions : ['']

81 Mot inconnu : KERNEL => Cette règle inclut une clef de correspondance (''KERNEL'') et une clef d'assignation (''NAME''). La sémantique de ces clefs et leurs propriétés seront détaillées par la suite. Il est important de noter que la clef de correspondance est liée à sa valeur par un double égal (''==''), alors que la clef d'assignation est liée à sa valeur par un simple égal (''='').  | kernel
81 Guillemets typographiques fermants. => Cette règle inclut une clef de correspondance (''KERNEL'') et une clef d'assignation (''NAME''). La sémantique de ces clefs et leurs propriétés seront détaillées par la suite. Il est important de noter que la clef de correspondance est liée à sa valeur par un double égal (''==''), alors que la clef d'assignation est liée à sa valeur par un simple égal (''='').  | '' => suggestions : ['\xa0»', '”']
81 Mot inconnu : NAME => Cette règle inclut une clef de correspondance (''KERNEL'') et une clef d'assignation (''NAME''). La sémantique de ces clefs et leurs propriétés seront détaillées par la suite. Il est important de noter que la clef de correspondance est liée à sa valeur par un double égal (''==''), alors que la clef d'assignation est liée à sa valeur par un simple égal (''='').  | name
81 Guillemets typographiques fermants. => Cette règle inclut une clef de correspondance (''KERNEL'') et une clef d'assignation (''NAME''). La sémantique de ces clefs et leurs propriétés seront détaillées par la suite. Il est important de noter que la clef de correspondance est liée à sa valeur par un double égal (''==''), alors que la clef d'assignation est liée à sa valeur par un simple égal (''='').  | '' => suggestions : ['\xa0»', '”']
81 Espace(s) en fin de ligne à supprimer. => Cette règle inclut une clef de correspondance (''KERNEL'') et une clef d'assignation (''NAME''). La sémantique de ces clefs et leurs propriétés seront détaillées par la suite. Il est important de noter que la clef de correspondance est liée à sa valeur par un double égal (''==''), alors que la clef d'assignation est liée à sa valeur par un simple égal (''='').  |   => suggestions : ['']

85 Mot inconnu : Udev => Dans une règle, //Udev// peut utiliser plusieurs clefs pour identifier un périphérique de manière très précise. Les clefs les plus communes sont présentées ci-dessous, les autres seront traitées plus loin. Pour la liste complète, consultez l'aide de //udev// avec la commande ''man udev''.  | udev
85 Mot inconnu : udev => Dans une règle, //Udev// peut utiliser plusieurs clefs pour identifier un périphérique de manière très précise. Les clefs les plus communes sont présentées ci-dessous, les autres seront traitées plus loin. Pour la liste complète, consultez l'aide de //udev// avec la commande ''man udev''.  | udev
85 Guillemets typographiques ouvrants. => Dans une règle, //Udev// peut utiliser plusieurs clefs pour identifier un périphérique de manière très précise. Les clefs les plus communes sont présentées ci-dessous, les autres seront traitées plus loin. Pour la liste complète, consultez l'aide de //udev// avec la commande ''man udev''.  | '' => suggestions : ['«\xa0', '“']
85 Mot inconnu : udev => Dans une règle, //Udev// peut utiliser plusieurs clefs pour identifier un périphérique de manière très précise. Les clefs les plus communes sont présentées ci-dessous, les autres seront traitées plus loin. Pour la liste complète, consultez l'aide de //udev// avec la commande ''man udev''.  | udev
85 Guillemets typographiques fermants. => Dans une règle, //Udev// peut utiliser plusieurs clefs pour identifier un périphérique de manière très précise. Les clefs les plus communes sont présentées ci-dessous, les autres seront traitées plus loin. Pour la liste complète, consultez l'aide de //udev// avec la commande ''man udev''.  | '' => suggestions : ['\xa0»', '”']
85 Espace(s) en fin de ligne à supprimer. => Dans une règle, //Udev// peut utiliser plusieurs clefs pour identifier un périphérique de manière très précise. Les clefs les plus communes sont présentées ci-dessous, les autres seront traitées plus loin. Pour la liste complète, consultez l'aide de //udev// avec la commande ''man udev''.  |   => suggestions : ['']

87 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * ''KERNEL'' – le nom du périphérique donné par le noyau; |     => suggestions : ['']
87 Guillemets typographiques ouvrants. =>    * ''KERNEL'' – le nom du périphérique donné par le noyau; | '' => suggestions : ['«\xa0', '“']
87 Mot inconnu : KERNEL =>    * ''KERNEL'' – le nom du périphérique donné par le noyau; | kernel
87 Guillemets typographiques fermants. =>    * ''KERNEL'' – le nom du périphérique donné par le noyau; | '' => suggestions : ['\xa0»', '”']

88 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * ''SUBSYSTEM'' - le nom du sous système contenant le périphérique; |     => suggestions : ['']
88 Guillemets typographiques ouvrants. =>    * ''SUBSYSTEM'' - le nom du sous système contenant le périphérique; | '' => suggestions : ['«\xa0', '“']
88 Mot inconnu : SUBSYSTEM =>    * ''SUBSYSTEM'' - le nom du sous système contenant le périphérique; | subsystem
88 Guillemets typographiques fermants. =>    * ''SUBSYSTEM'' - le nom du sous système contenant le périphérique; | '' => suggestions : ['\xa0»', '”']
88 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>    * ''SUBSYSTEM'' - le nom du sous système contenant le périphérique; |  -  => suggestions : [' – ', ' — ', ' − ']
88 Il manque probablement un trait d’union. =>    * ''SUBSYSTEM'' - le nom du sous système contenant le périphérique; | sous système => suggestions : ['sous-système']

89 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * ''DRIVER'' - le nom du pilote du périphérique. |     => suggestions : ['']
89 Guillemets typographiques ouvrants. =>    * ''DRIVER'' - le nom du pilote du périphérique. | '' => suggestions : ['«\xa0', '“']
89 Guillemets typographiques fermants. =>    * ''DRIVER'' - le nom du pilote du périphérique. | '' => suggestions : ['\xa0»', '”']
89 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>    * ''DRIVER'' - le nom du pilote du périphérique. |  -  => suggestions : [' – ', ' — ', ' − ']

91 Mot inconnu : udev => Après avoir utilisé une série de clefs pour définir précisément le périphérique, //udev// vous donne le contrôle, grâce aux clefs d'assignation. Pour la liste complète de ces clefs, consultez l'aide de //udev// avec la commande ''man udev''. Les clefs d'assignation les plus fréquentes se trouvent ci-dessous, les autres seront traités plus loin.  | udev
