
4 Mot inconnu : Clancy's => ====== Tom Clancy's Splinter Cell 2 : Pandora Tomorrow ====== | clancy's
108 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
108 Mot inconnu : playonlinux =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | playonlinux
108 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
108 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
108 Mot inconnu : playonlinux =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | playonlinux

109 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** |    => suggestions : ['']
109 Mot inconnu : PlayOnLinux =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | playonlinux
109 Mot inconnu : wineprefix =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | wineprefix
109 Mot inconnu : splintercell-2 =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | splintercell-2
109 Guillemets typographiques fermants. =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | " => suggestions : ['\xa0»', '”']
109 Guillemets typographiques ouvrants. =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | " => suggestions : ['«\xa0', '“']
109 Il manque un espace. =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | reg => suggestions : [' reg']
109 Guillemets typographiques fermants. =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | " => suggestions : ['\xa0»', '”']
109 Mot inconnu : Control =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | control
109 Guillemets typographiques ouvrants. =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | " => suggestions : ['«\xa0', '“']
109 Mot inconnu : DllOverrides =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | dlloverrides
109 Guillemets typographiques fermants. =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | " => suggestions : ['\xa0»', '”']
109 Mot inconnu : Wine =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | wine
109 Mot inconnu : DllOverrides =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | dlloverrides
109 Mot inconnu : wine_directx =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | wine_directx

110 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32"** déposer les **trois .dll** |    => suggestions : ['']
110 Mot inconnu : PlayOnLinux =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32"** déposer les **trois .dll** | playonlinux
110 Mot inconnu : wineprefix =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32"** déposer les **trois .dll** | wineprefix
110 Mot inconnu : splintercell-2 =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32"** déposer les **trois .dll** | splintercell-2
110 Mot inconnu : drive_c =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32"** déposer les **trois .dll** | drive_c
110 Mot inconnu : system32 =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32"** déposer les **trois .dll** | system32
110 Guillemets typographiques fermants. =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32"** déposer les **trois .dll** | " => suggestions : ['\xa0»', '”']
110 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32"** déposer les **trois .dll** |  . => suggestions : ['. ', '.']
110 Mot inconnu : dll =>   * Dans **".PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32"** déposer les **trois .dll** | dll

111 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** |    => suggestions : ['']
111 Mot inconnu : playonlinux =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | playonlinux
111 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['«\xa0', '“']
111 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['\xa0»', '”']
111 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['«\xa0', '“']
111 Typographie : points de suspension. Utilisez le caractère dédié. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | ... => suggestions : ['…']
111 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['\xa0»', '”']
111 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['«\xa0', '“']
111 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['\xa0»', '”']
111 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['«\xa0', '“']
111 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['\xa0»', '”']
111 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['«\xa0', '“']
111 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['\xa0»', '”']
111 Mot inconnu : __ =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | __
111 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['«\xa0', '“']
111 Accord de genre erroné : « une application » est féminin, « installé » est masculin. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | installé => suggestions : ['installée']
111 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['\xa0»', '”']
111 Mot inconnu : __ =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | __
111 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['«\xa0', '“']
111 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['\xa0»', '”']
111 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['«\xa0', '“']
111 Mot inconnu : splintercell-2 =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | splintercell-2
111 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['\xa0»', '”']
111 Guillemets typographiques ouvrants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['«\xa0', '“']
111 Guillemets typographiques fermants. =>   * Ouvrir **playonlinux**, bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant"** | " => suggestions : ['\xa0»', '”']

112 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** |    => suggestions : ['']
112 Mot inconnu : wine =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | wine
112 Guillemets typographiques ouvrants. =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | " => suggestions : ['«\xa0', '“']
112 Guillemets typographiques fermants. =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | " => suggestions : ['\xa0»', '”']
112 Guillemets typographiques ouvrants. =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | " => suggestions : ['«\xa0', '“']
112 Guillemets typographiques fermants. =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | " => suggestions : ['\xa0»', '”']
112 Guillemets typographiques ouvrants. =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | " => suggestions : ['«\xa0', '“']
112 Guillemets typographiques fermants. =>   * wine **"Oui"** vérifier dans l'onglet **"Bibliothèques"** que vous avez une longue liste et **"OK"** | " => suggestions : ['\xa0»', '”']

113 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** |    => suggestions : ['']
113 Mot inconnu : playonlinux =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | playonlinux
113 Guillemets typographiques ouvrants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['«\xa0', '“']
113 Guillemets typographiques fermants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['\xa0»', '”']
113 Guillemets typographiques ouvrants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['«\xa0', '“']
113 Mot inconnu : dx =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | dx
113 Guillemets typographiques fermants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['\xa0»', '”']
113 Incohérence probable avec “avez” : “décompresser” n’est pas un participe passé. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | décompresser => suggestions : ['décompressé']
113 Mot inconnu : DirectX =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | directx
113 Guillemets typographiques ouvrants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['«\xa0', '“']
113 Mot inconnu : DXSETUP =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | dxsetup
113 Mot inconnu : exe =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | exe
113 Guillemets typographiques fermants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['\xa0»', '”']
113 Guillemets typographiques ouvrants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['«\xa0', '“']
113 Guillemets typographiques fermants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['\xa0»', '”']
113 Guillemets typographiques ouvrants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['«\xa0', '“']
113 Guillemets typographiques fermants. =>   * retour à la fenêtre playonlinux : **"Parcourir"** jusqu'au dossier **"dx"** où vous avez décompresser DirectX et choisir **"DXSETUP.exe" "Ouvrir" "Suivant"** | " => suggestions : ['\xa0»', '”']

114 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **accepter tout** et terminer dans la fenêtre playonlinux par **"Non"** |    => suggestions : ['']
114 Mot inconnu : playonlinux =>   * **accepter tout** et terminer dans la fenêtre playonlinux par **"Non"** | playonlinux
114 Guillemets typographiques ouvrants. =>   * **accepter tout** et terminer dans la fenêtre playonlinux par **"Non"** | " => suggestions : ['«\xa0', '“']
114 Guillemets typographiques fermants. =>   * **accepter tout** et terminer dans la fenêtre playonlinux par **"Non"** | " => suggestions : ['\xa0»', '”']

116 Mot inconnu : dxdiag => <note important>Vérifier bien la présence du fichier **dxdiag.exe** dans **/home/votrecompte/.PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32**. Si absent, c'est que vous n'avez pas réussis votre installation de DirectX. Retourner à la [[wine_directx|page]] concernée pour plus d'informations</note> | dxdiag
116 Mot inconnu : exe => <note important>Vérifier bien la présence du fichier **dxdiag.exe** dans **/home/votrecompte/.PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32**. Si absent, c'est que vous n'avez pas réussis votre installation de DirectX. Retourner à la [[wine_directx|page]] concernée pour plus d'informations</note> | exe
116 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. => <note important>Vérifier bien la présence du fichier **dxdiag.exe** dans **/home/votrecompte/.PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32**. Si absent, c'est que vous n'avez pas réussis votre installation de DirectX. Retourner à la [[wine_directx|page]] concernée pour plus d'informations</note> | -2 => suggestions : ['−2', '– 2', '— 2']
116 Mot inconnu : DirectX => <note important>Vérifier bien la présence du fichier **dxdiag.exe** dans **/home/votrecompte/.PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32**. Si absent, c'est que vous n'avez pas réussis votre installation de DirectX. Retourner à la [[wine_directx|page]] concernée pour plus d'informations</note> | directx
116 Mot inconnu : wine_directx => <note important>Vérifier bien la présence du fichier **dxdiag.exe** dans **/home/votrecompte/.PlayOnLinux/wineprefix/splintercell-2/drive_c/windows/system32**. Si absent, c'est que vous n'avez pas réussis votre installation de DirectX. Retourner à la [[wine_directx|page]] concernée pour plus d'informations</note> | wine_directx

117 Mot inconnu : dx => <note tip>Vous n'avez plus besoin du **dossier dx** où vous avez décompressez l'archive, mais vous pouvez le conserver tel quel pour l'installation d'un autre jeu.</note> | dx
117 Ce verbe devrait être un participe passé au masculin singulier. => <note tip>Vous n'avez plus besoin du **dossier dx** où vous avez décompressez l'archive, mais vous pouvez le conserver tel quel pour l'installation d'un autre jeu.</note> | décompressez => suggestions : ['décompressé']
120 Une de ces ponctuations est superflue. => //Contributeur principal : [[utilisateurs:.amalric.]]// | :. => suggestions : [':', '.']
120 Mot inconnu : amalric => //Contributeur principal : [[utilisateurs:.amalric.]]// | amalric
