
5 Mot inconnu : OpenSim => ====== OpenSim ====== | opensim
479 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Le même tutoriel que ci-dessus mais en version test, donc plus avancé avec plus de documentation mais en continuelle mutation :http://cogito.no-ip.info/cogito/tutoriel/  |    => suggestions : ['']
479 Espace(s) en fin de ligne à supprimer. =>   * Le même tutoriel que ci-dessus mais en version test, donc plus avancé avec plus de documentation mais en continuelle mutation :http://cogito.no-ip.info/cogito/tutoriel/  |   => suggestions : ['']

480 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Site en français très bien fait (+++) avec forum et wiki: http://opensimulator.fr/  |    => suggestions : ['']
480 Espace(s) en fin de ligne à supprimer. =>   * Site en français très bien fait (+++) avec forum et wiki: http://opensimulator.fr/  |   => suggestions : ['']

481 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Pour installer Mono : |    => suggestions : ['']

482 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * http://www.mono-project.com/Other_Downloads |      => suggestions : ['']

483 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * http://blog.ruski.co.za/page/Install-Mono-on-Ubuntu.aspx     (compilation en anglais) |      => suggestions : ['']
483 Espace(s) surnuméraire(s) à supprimer. =>     * http://blog.ruski.co.za/page/Install-Mono-on-Ubuntu.aspx     (compilation en anglais) |       => suggestions : [' ']

484 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Tutoriel en anglais : http://chapter-and-metaverse.blogspot.com/2008/11/installing-opensim.html |    => suggestions : ['']

485 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Script  |    => suggestions : ['']
485 Espace(s) en fin de ligne à supprimer. =>   * Script  |   => suggestions : ['']

486 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     *LSL, wiki en français : http://wiki.secondlife.com/wiki/LSL_Portal/fr |      => suggestions : ['']
486 Mot inconnu : LSL =>     *LSL, wiki en français : http://wiki.secondlife.com/wiki/LSL_Portal/fr | lsl

487 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Fonctions LSL dans opensim  |      => suggestions : ['']
487 Mot inconnu : LSL =>     * Fonctions LSL dans opensim  | lsl
487 Mot inconnu : opensim =>     * Fonctions LSL dans opensim  | opensim
487 Espace(s) en fin de ligne à supprimer. =>     * Fonctions LSL dans opensim  |   => suggestions : ['']

488 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * fonctions purement Opensim : http://docs.opensimulator.org/classOpenSim_1_1Region_1_1ScriptEngine_1_1Shared_1_1Api_1_1OSSL__Api.html |      => suggestions : ['']
488 Mot inconnu : Opensim =>     * fonctions purement Opensim : http://docs.opensimulator.org/classOpenSim_1_1Region_1_1ScriptEngine_1_1Shared_1_1Api_1_1OSSL__Api.html | opensim

489 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Sculpties |    => suggestions : ['']
489 Mot inconnu : Sculpties =>   * Sculpties | sculpties

490 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Créer des sculpties (créer des objets 3D) avec Blender (en anglais)  :http://dominodesigns.info/second_life/blender_scripts.html  |      => suggestions : ['']
490 Mot inconnu : sculpties =>     * Créer des sculpties (créer des objets 3D) avec Blender (en anglais)  :http://dominodesigns.info/second_life/blender_scripts.html  | sculpties
490 Espace(s) en fin de ligne à supprimer. =>     * Créer des sculpties (créer des objets 3D) avec Blender (en anglais)  :http://dominodesigns.info/second_life/blender_scripts.html  |   => suggestions : ['']

491 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Tutoriel pas à pas pour créer un vase en sculptie dans blender : http://www.cogite.info/blender/ |      => suggestions : ['']
491 Mot inconnu : sculptie =>     * Tutoriel pas à pas pour créer un vase en sculptie dans blender : http://www.cogite.info/blender/ | sculptie

492 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Tutoriel sous forme de vidéo, en anglais : https://blog.machinimatrix.org/2008/05/12/blender-sculptie-creation/ |      => suggestions : ['']

496 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']
502 Espace(s) en fin de ligne à supprimer. => Contributeurs :  |   => suggestions : ['']

503 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * // [[utilisateurs:acryline  ]] // |     => suggestions : ['']
503 Espace(s) surnuméraire(s) à supprimer. =>    * // [[utilisateurs:acryline  ]] // |    => suggestions : [' ']
503 Pas d’espace avant ce signe. =>    * // [[utilisateurs:acryline  ]] // |  ] => suggestions : [']']

504 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * //[[utilisateurs:  ch_fr]]// |     => suggestions : ['']
504 Mot inconnu : ch_fr =>    * //[[utilisateurs:  ch_fr]]// | ch_fr
