5 Mot inconnu : Ricoh => ====== Liste des imprimantes Ricoh supportées ======

6 Espace(s) en fin de ligne à supprimer. => Cette page donne la liste des imprimantes prises en charge par Ubuntu ou nécessitant l'ajout d'un pilote extérieur. 

10 Mot inconnu : icons => | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Les pilotes d'impression sont installés par défaut.\\ |
10 Il manque un espace. => | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Les pilotes d'impression sont installés par défaut.\\ |
10 Mot inconnu : icon-ubuntu => | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Les pilotes d'impression sont installés par défaut.\\ |
10 Mot inconnu : png => | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Les pilotes d'impression sont installés par défaut.\\ |

11 Il manque un espace. => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Mot inconnu : modeles => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Mot inconnu : laptop_work => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Mot inconnu : png => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Il manque un espace insécable. => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Il manque un espace. => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Mot inconnu : nolink => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |

12 Mot inconnu : icons => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |
12 Il manque un espace. => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |
12 Mot inconnu : png => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |
12 Il manque un espace insécable. => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |
12 Il manque un espace. => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |

16 Mot inconnu : Aficio => | Aficio 220 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
42 Mot inconnu : icon-ubuntu => | Aficio 2051 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
42 Mot inconnu : png => | Aficio 2051 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

43 Mot inconnu : Aficio => | Aficio 2060 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
43 Mot inconnu : icons => | Aficio 2060 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
43 Il manque un espace. => | Aficio 2060 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
43 Mot inconnu : icon-ubuntu => | Aficio 2060 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
43 Mot inconnu : png => | Aficio 2060 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

44 Mot inconnu : Aficio => | Aficio 2075 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
44 Mot inconnu : icons => | Aficio 2075 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
44 Il manque un espace. => | Aficio 2075 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
44 Mot inconnu : icon-ubuntu => | Aficio 2075 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
44 Mot inconnu : png => | Aficio 2075 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

45 Mot inconnu : Aficio => | Aficio 2090 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
45 Mot inconnu : icons => | Aficio 2090 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
45 Il manque un espace. => | Aficio 2090 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
45 Mot inconnu : icon-ubuntu => | Aficio 2090 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
45 Mot inconnu : png => | Aficio 2090 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

46 Mot inconnu : Aficio => | Aficio 2105 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
46 Mot inconnu : icons => | Aficio 2105 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
46 Il manque un espace. => | Aficio 2105 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
46 Mot inconnu : icon-ubuntu => | Aficio 2105 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
46 Mot inconnu : png => | Aficio 2105 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

47 Mot inconnu : Aficio => | Aficio 2228C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
47 Mot inconnu : icons => | Aficio 2228C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
47 Il manque un espace. => | Aficio 2228C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
47 Mot inconnu : icon-ubuntu => | Aficio 2228C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
47 Mot inconnu : png => | Aficio 2228C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

48 Mot inconnu : Aficio => | Aficio 2232C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
48 Mot inconnu : icons => | Aficio 2232C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
48 Il manque un espace. => | Aficio 2232C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
48 Mot inconnu : icon-ubuntu => | Aficio 2232C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
48 Mot inconnu : png => | Aficio 2232C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

49 Mot inconnu : Aficio => | Aficio 2238C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
49 Mot inconnu : icons => | Aficio 2238C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
49 Il manque un espace. => | Aficio 2238C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
49 Mot inconnu : icon-ubuntu => | Aficio 2238C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
49 Mot inconnu : png => | Aficio 2238C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

50 Mot inconnu : Aficio => | Aficio 3025 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
50 Mot inconnu : icons => | Aficio 3025 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
50 Il manque un espace. => | Aficio 3025 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
50 Mot inconnu : icon-ubuntu => | Aficio 3025 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
50 Mot inconnu : png => | Aficio 3025 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

51 Mot inconnu : Aficio => | Aficio 3030 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
51 Mot inconnu : icons => | Aficio 3030 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
51 Il manque un espace. => | Aficio 3030 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
51 Mot inconnu : icon-ubuntu => | Aficio 3030 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
51 Mot inconnu : png => | Aficio 3030 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

52 Mot inconnu : Aficio => | Aficio 3035 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
52 Mot inconnu : icons => | Aficio 3035 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
52 Il manque un espace. => | Aficio 3035 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
52 Mot inconnu : icon-ubuntu => | Aficio 3035 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
52 Mot inconnu : png => | Aficio 3035 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

53 Mot inconnu : Aficio => | Aficio 3045 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
53 Mot inconnu : icons => | Aficio 3045 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
53 Il manque un espace. => | Aficio 3045 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
53 Mot inconnu : icon-ubuntu => | Aficio 3045 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
53 Mot inconnu : png => | Aficio 3045 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

54 Mot inconnu : Aficio => | Aficio 3224C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
54 Mot inconnu : icons => | Aficio 3224C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
54 Il manque un espace. => | Aficio 3224C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
54 Mot inconnu : icon-ubuntu => | Aficio 3224C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
54 Mot inconnu : png => | Aficio 3224C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

55 Mot inconnu : Aficio => | Aficio 3228C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
55 Mot inconnu : icons => | Aficio 3228C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
55 Il manque un espace. => | Aficio 3228C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
55 Mot inconnu : icon-ubuntu => | Aficio 3228C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
55 Mot inconnu : png => | Aficio 3228C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

56 Mot inconnu : Aficio => | Aficio 3232C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
56 Mot inconnu : icons => | Aficio 3232C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
56 Il manque un espace. => | Aficio 3232C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
56 Mot inconnu : icon-ubuntu => | Aficio 3232C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
56 Mot inconnu : png => | Aficio 3232C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

57 Mot inconnu : Aficio => | Aficio 3235C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
57 Mot inconnu : icons => | Aficio 3235C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
57 Il manque un espace. => | Aficio 3235C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
57 Mot inconnu : icon-ubuntu => | Aficio 3235C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
57 Mot inconnu : png => | Aficio 3235C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

58 Mot inconnu : Aficio => | Aficio 3245C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
58 Mot inconnu : icons => | Aficio 3245C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
58 Il manque un espace. => | Aficio 3245C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
58 Mot inconnu : icon-ubuntu => | Aficio 3245C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
58 Mot inconnu : png => | Aficio 3245C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

59 Mot inconnu : Aficio => | Aficio 3260C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
59 Mot inconnu : icons => | Aficio 3260C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
59 Il manque un espace. => | Aficio 3260C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
59 Mot inconnu : icon-ubuntu => | Aficio 3260C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
59 Mot inconnu : png => | Aficio 3260C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

60 Mot inconnu : Aficio => | Aficio 5206C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
60 Mot inconnu : icons => | Aficio 5206C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
60 Il manque un espace. => | Aficio 5206C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
60 Mot inconnu : icon-ubuntu => | Aficio 5206C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
60 Mot inconnu : png => | Aficio 5206C | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

61 Mot inconnu : Aficio => | Aficio AP2000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
61 Mot inconnu : AP2000 => | Aficio AP2000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
61 Mot inconnu : icons => | Aficio AP2000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
61 Il manque un espace. => | Aficio AP2000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
61 Mot inconnu : icon-ubuntu => | Aficio AP2000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
61 Mot inconnu : png => | Aficio AP2000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

62 Mot inconnu : Aficio => | Aficio AP2600 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
62 Mot inconnu : AP2600 => | Aficio AP2600 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
62 Mot inconnu : icons => | Aficio AP2600 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
62 Il manque un espace. => | Aficio AP2600 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
62 Mot inconnu : icon-ubuntu => | Aficio AP2600 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
62 Mot inconnu : png => | Aficio AP2600 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

63 Mot inconnu : Aficio => | Aficio AP2600N | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
63 Mot inconnu : AP2600N => | Aficio AP2600N | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
63 Mot inconnu : icons => | Aficio AP2600N | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
63 Il manque un espace. => | Aficio AP2600N | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
63 Mot inconnu : icon-ubuntu => | Aficio AP2600N | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
63 Mot inconnu : png => | Aficio AP2600N | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

64 Mot inconnu : Aficio => | Aficio AP2610 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
64 Mot inconnu : AP2610 => | Aficio AP2610 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
64 Mot inconnu : icons => | Aficio AP2610 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
64 Il manque un espace. => | Aficio AP2610 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
64 Mot inconnu : icon-ubuntu => | Aficio AP2610 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
64 Mot inconnu : png => | Aficio AP2610 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

65 Mot inconnu : Aficio => | Aficio AP2610N | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
65 Mot inconnu : AP2610N => | Aficio AP2610N | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
65 Mot inconnu : icons => | Aficio AP2610N | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
65 Il manque un espace. => | Aficio AP2610N | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
65 Mot inconnu : icon-ubuntu => | Aficio AP2610N | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
65 Mot inconnu : png => | Aficio AP2610N | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

66 Mot inconnu : Aficio => | Aficio AP3200 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
