2 Mot inconnu : acer => {{tag>matériel portable acer}}

6 Il manque un espace insécable. => <note>Vous cherchez un autre modèle?\\ Allez sur la [[:liste_portables_acer|liste des portables Acer]] </note>
6 Mot inconnu : liste_portables_acer => <note>Vous cherchez un autre modèle?\\ Allez sur la [[:liste_portables_acer|liste des portables Acer]] </note>

8 Il manque un espace insécable. => ====== Liste des portables « Acer » Aspire 1xxx ======
8 Il manque un espace insécable. => ====== Liste des portables « Acer » Aspire 1xxx ======
8 Mot inconnu : xxx => ====== Liste des portables « Acer » Aspire 1xxx ======

10 Mot inconnu : xxx => Voici tous les micro-ordinateurs portables Acer Aspire 1xxx ayant été testés sous Ubuntu, classés par ordre alphabétique.

14 Mot inconnu : liste_portables_acer => [[liste_portables_acer#legende|Légende des icônes]]

16 Mot inconnu : liste_portables_acer => ^ Modèles ^ 64b ^ État ^ [[liste_portables_acer#legende|Versions]] ^ Commentaires ^

17 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1300  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Pilotes Savage beaucoup mieux gérés depuis Dapper. Veille et hibernation ok |
22 Mot inconnu : WLMi => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Mot inconnu : icons => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Il manque un espace. => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Mot inconnu : png => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Il manque un espace insécable. => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Il manque un espace. => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Mot inconnu : nolink20 => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Mot inconnu : freeze => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Mot inconnu : ndiswrapper => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Mot inconnu : nVidia => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Mot inconnu : Fn => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Mot inconnu : Gutsy => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Mot inconnu : touchpad => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Il manque un espace insécable. => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Mot inconnu : VGA => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Mot inconnu : IEEE1394 => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 
22 Espace(s) en fin de ligne à supprimer. => |  Aspire 1363 WLMi   | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] | La mise en veille freeze sur écran noir, impossible de revenir. Wifi OK avec //[[:ndiswrapper]]//, 3D avec pilote nVidia proprio OK, touches //Fn// fonctionnent sans manip. Jusqu'à Gutsy, bug du touchpad qui gèle souvent. Points non-testés: sortie TV et VGA externe, IEEE1394. | 

23 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1410  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:11.04]] |Tout fonctionne très bien (y compris le wifi et les touches multimédia). Mais ne fonctionnent pas le vrai multitouch du pavé numérique -fonction de zoom- et le bluetooth. |
23 Mot inconnu : icons => |  Aspire 1410  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:11.04]] |Tout fonctionne très bien (y compris le wifi et les touches multimédia). Mais ne fonctionnent pas le vrai multitouch du pavé numérique -fonction de zoom- et le bluetooth. |
23 Il manque un espace. => |  Aspire 1410  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:11.04]] |Tout fonctionne très bien (y compris le wifi et les touches multimédia). Mais ne fonctionnent pas le vrai multitouch du pavé numérique -fonction de zoom- et le bluetooth. |
23 Mot inconnu : icon-ubuntu => |  Aspire 1410  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:11.04]] |Tout fonctionne très bien (y compris le wifi et les touches multimédia). Mais ne fonctionnent pas le vrai multitouch du pavé numérique -fonction de zoom- et le bluetooth. |
23 Mot inconnu : png => |  Aspire 1410  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:11.04]] |Tout fonctionne très bien (y compris le wifi et les touches multimédia). Mais ne fonctionnent pas le vrai multitouch du pavé numérique -fonction de zoom- et le bluetooth. |
23 Il manque un espace insécable. => |  Aspire 1410  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:11.04]] |Tout fonctionne très bien (y compris le wifi et les touches multimédia). Mais ne fonctionnent pas le vrai multitouch du pavé numérique -fonction de zoom- et le bluetooth. |
23 Il manque un espace. => |  Aspire 1410  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:11.04]] |Tout fonctionne très bien (y compris le wifi et les touches multimédia). Mais ne fonctionnent pas le vrai multitouch du pavé numérique -fonction de zoom- et le bluetooth. |
23 Mot inconnu : nolink20 => |  Aspire 1410  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:11.04]] |Tout fonctionne très bien (y compris le wifi et les touches multimédia). Mais ne fonctionnent pas le vrai multitouch du pavé numérique -fonction de zoom- et le bluetooth. |
23 Mot inconnu : multitouch => |  Aspire 1410  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:11.04]] |Tout fonctionne très bien (y compris le wifi et les touches multimédia). Mais ne fonctionnent pas le vrai multitouch du pavé numérique -fonction de zoom- et le bluetooth. |
23 Il manque un espace à côté du tiret. => |  Aspire 1410  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:11.04]] |Tout fonctionne très bien (y compris le wifi et les touches multimédia). Mais ne fonctionnent pas le vrai multitouch du pavé numérique -fonction de zoom- et le bluetooth. |
23 Il manque un espace à côté du tiret. => |  Aspire 1410  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:11.04]] |Tout fonctionne très bien (y compris le wifi et les touches multimédia). Mais ne fonctionnent pas le vrai multitouch du pavé numérique -fonction de zoom- et le bluetooth. |
23 Mot inconnu : bluetooth => |  Aspire 1410  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:11.04]] |Tout fonctionne très bien (y compris le wifi et les touches multimédia). Mais ne fonctionnent pas le vrai multitouch du pavé numérique -fonction de zoom- et le bluetooth. |

24 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1425p  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:11.04]] |  l'Accéléromètre (G-Sensor) pour la rotation automatique de l'écran, Rotation manuelle de l'écran, ainsi que l'utilisation du bouton P et le bouton au dessus de la touche ESC, demandent quelques manipulations. Beaucoup d'optimisations également disponibles pour la gestion de l'énergie…Informations également valides pour l'Aspire 1825PT(Z), 1420P*, 1820P*, …cf: http://ubuntuforums.org/showthread.php?t=1486671 , touchpad à réviser. touchscreen fonctionne comme un [[:touchpad]]. Multitouch nécessite de lire la configuration et d'adapter le paquet **[[apt>ginn]]**, nativement présent dans Natty Narwhal. Puis de le lancer en mode console ou encore de le mettre au démarrage (Applications au démarrage -> commande : ginn). Clavier virtuel : [[apt://xvkbd]] ne fonctionne pas, ce qui implique d'utiliser le clavier virtuel par défaut : [[apt://onboard]]. L'inconvénient est qu'on ne peut pas lancer onboard en même temps que l'affichage de la liste des applications (interface unity). |
24 Mot inconnu : icons => |  Aspire 1425p  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:11.04]] |  l'Accéléromètre (G-Sensor) pour la rotation automatique de l'écran, Rotation manuelle de l'écran, ainsi que l'utilisation du bouton P et le bouton au dessus de la touche ESC, demandent quelques manipulations. Beaucoup d'optimisations également disponibles pour la gestion de l'énergie…Informations également valides pour l'Aspire 1825PT(Z), 1420P*, 1820P*, …cf: http://ubuntuforums.org/showthread.php?t=1486671 , touchpad à réviser. touchscreen fonctionne comme un [[:touchpad]]. Multitouch nécessite de lire la configuration et d'adapter le paquet **[[apt>ginn]]**, nativement présent dans Natty Narwhal. Puis de le lancer en mode console ou encore de le mettre au démarrage (Applications au démarrage -> commande : ginn). Clavier virtuel : [[apt://xvkbd]] ne fonctionne pas, ce qui implique d'utiliser le clavier virtuel par défaut : [[apt://onboard]]. L'inconvénient est qu'on ne peut pas lancer onboard en même temps que l'affichage de la liste des applications (interface unity). |
24 Il manque un espace. => |  Aspire 1425p  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:11.04]] |  l'Accéléromètre (G-Sensor) pour la rotation automatique de l'écran, Rotation manuelle de l'écran, ainsi que l'utilisation du bouton P et le bouton au dessus de la touche ESC, demandent quelques manipulations. Beaucoup d'optimisations également disponibles pour la gestion de l'énergie…Informations également valides pour l'Aspire 1825PT(Z), 1420P*, 1820P*, …cf: http://ubuntuforums.org/showthread.php?t=1486671 , touchpad à réviser. touchscreen fonctionne comme un [[:touchpad]]. Multitouch nécessite de lire la configuration et d'adapter le paquet **[[apt>ginn]]**, nativement présent dans Natty Narwhal. Puis de le lancer en mode console ou encore de le mettre au démarrage (Applications au démarrage -> commande : ginn). Clavier virtuel : [[apt://xvkbd]] ne fonctionne pas, ce qui implique d'utiliser le clavier virtuel par défaut : [[apt://onboard]]. L'inconvénient est qu'on ne peut pas lancer onboard en même temps que l'affichage de la liste des applications (interface unity). |
24 Mot inconnu : icon-ubuntu => |  Aspire 1425p  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:11.04]] |  l'Accéléromètre (G-Sensor) pour la rotation automatique de l'écran, Rotation manuelle de l'écran, ainsi que l'utilisation du bouton P et le bouton au dessus de la touche ESC, demandent quelques manipulations. Beaucoup d'optimisations également disponibles pour la gestion de l'énergie…Informations également valides pour l'Aspire 1825PT(Z), 1420P*, 1820P*, …cf: http://ubuntuforums.org/showthread.php?t=1486671 , touchpad à réviser. touchscreen fonctionne comme un [[:touchpad]]. Multitouch nécessite de lire la configuration et d'adapter le paquet **[[apt>ginn]]**, nativement présent dans Natty Narwhal. Puis de le lancer en mode console ou encore de le mettre au démarrage (Applications au démarrage -> commande : ginn). Clavier virtuel : [[apt://xvkbd]] ne fonctionne pas, ce qui implique d'utiliser le clavier virtuel par défaut : [[apt://onboard]]. L'inconvénient est qu'on ne peut pas lancer onboard en même temps que l'affichage de la liste des applications (interface unity). |
24 Mot inconnu : png => |  Aspire 1425p  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:11.04]] |  l'Accéléromètre (G-Sensor) pour la rotation automatique de l'écran, Rotation manuelle de l'écran, ainsi que l'utilisation du bouton P et le bouton au dessus de la touche ESC, demandent quelques manipulations. Beaucoup d'optimisations également disponibles pour la gestion de l'énergie…Informations également valides pour l'Aspire 1825PT(Z), 1420P*, 1820P*, …cf: http://ubuntuforums.org/showthread.php?t=1486671 , touchpad à réviser. touchscreen fonctionne comme un [[:touchpad]]. Multitouch nécessite de lire la configuration et d'adapter le paquet **[[apt>ginn]]**, nativement présent dans Natty Narwhal. Puis de le lancer en mode console ou encore de le mettre au démarrage (Applications au démarrage -> commande : ginn). Clavier virtuel : [[apt://xvkbd]] ne fonctionne pas, ce qui implique d'utiliser le clavier virtuel par défaut : [[apt://onboard]]. L'inconvénient est qu'on ne peut pas lancer onboard en même temps que l'affichage de la liste des applications (interface unity). |
24 Il manque un espace insécable. => |  Aspire 1425p  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:11.04]] |  l'Accéléromètre (G-Sensor) pour la rotation automatique de l'écran, Rotation manuelle de l'écran, ainsi que l'utilisation du bouton P et le bouton au dessus de la touche ESC, demandent quelques manipulations. Beaucoup d'optimisations également disponibles pour la gestion de l'énergie…Informations également valides pour l'Aspire 1825PT(Z), 1420P*, 1820P*, …cf: http://ubuntuforums.org/showthread.php?t=1486671 , touchpad à réviser. touchscreen fonctionne comme un [[:touchpad]]. Multitouch nécessite de lire la configuration et d'adapter le paquet **[[apt>ginn]]**, nativement présent dans Natty Narwhal. Puis de le lancer en mode console ou encore de le mettre au démarrage (Applications au démarrage -> commande : ginn). Clavier virtuel : [[apt://xvkbd]] ne fonctionne pas, ce qui implique d'utiliser le clavier virtuel par défaut : [[apt://onboard]]. L'inconvénient est qu'on ne peut pas lancer onboard en même temps que l'affichage de la liste des applications (interface unity). |
24 Il manque un espace. => |  Aspire 1425p  | :-D | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:11.04]] |  l'Accéléromètre (G-Sensor) pour la rotation automatique de l'écran, Rotation manuelle de l'écran, ainsi que l'utilisation du bouton P et le bouton au dessus de la touche ESC, demandent quelques manipulations. Beaucoup d'optimisations également disponibles pour la gestion de l'énergie…Informations également valides pour l'Aspire 1825PT(Z), 1420P*, 1820P*, …cf: http://ubuntuforums.org/showthread.php?t=1486671 , touchpad à réviser. touchscreen fonctionne comme un [[:touchpad]]. Multitouch nécessite de lire la configuration et d'adapter le paquet **[[apt>ginn]]**, nativement présent dans Natty Narwhal. Puis de le lancer en mode console ou encore de le mettre au démarrage (Applications au démarrage -> commande : ginn). Clavier virtuel : [[apt://xvkbd]] ne fonctionne pas, ce qui implique d'utiliser le clavier virtuel par défaut : [[apt://onboard]]. L'inconvénient est qu'on ne peut pas lancer onboard en même temps que l'affichage de la liste des applications (interface unity). |
