2 Mot inconnu : Trusty => {{tag>Trusty netbook asus_eee_pc}}
2 Mot inconnu : netbook => {{tag>Trusty netbook asus_eee_pc}}
2 Mot inconnu : asus_eee_pc => {{tag>Trusty netbook asus_eee_pc}}

6 Mot inconnu : Eee => ======  Asus Eee PC 1011PX ======

11 Il manque un espace insécable. => Il utilise les notations suivantes :

12 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{icons:important.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**
12 Mot inconnu : icons =>   * {{icons:important.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**
12 Il manque un espace. =>   * {{icons:important.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**
12 Mot inconnu : png =>   * {{icons:important.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**
12 Il manque un espace insécable. =>   * {{icons:important.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**

13 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{icons:icon-ubuntu.png|Fonctionne immédiatement}} : **Fonctionne immédiatement**
13 Mot inconnu : icons =>   * {{icons:icon-ubuntu.png|Fonctionne immédiatement}} : **Fonctionne immédiatement**
13 Il manque un espace. =>   * {{icons:icon-ubuntu.png|Fonctionne immédiatement}} : **Fonctionne immédiatement**
13 Mot inconnu : icon-ubuntu =>   * {{icons:icon-ubuntu.png|Fonctionne immédiatement}} : **Fonctionne immédiatement**
13 Mot inconnu : png =>   * {{icons:icon-ubuntu.png|Fonctionne immédiatement}} : **Fonctionne immédiatement**
13 Il manque un espace insécable. =>   * {{icons:icon-ubuntu.png|Fonctionne immédiatement}} : **Fonctionne immédiatement**

14 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{icons:icon-support.png|Pas testé}} : **Pas d'informations disponibles**
14 Mot inconnu : icons =>   * {{icons:icon-support.png|Pas testé}} : **Pas d'informations disponibles**
14 Il manque un espace. =>   * {{icons:icon-support.png|Pas testé}} : **Pas d'informations disponibles**
14 Mot inconnu : icon-support =>   * {{icons:icon-support.png|Pas testé}} : **Pas d'informations disponibles**
14 Mot inconnu : png =>   * {{icons:icon-support.png|Pas testé}} : **Pas d'informations disponibles**
14 Il manque un espace insécable. =>   * {{icons:icon-support.png|Pas testé}} : **Pas d'informations disponibles**

15 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**
15 Mot inconnu : icons =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**
15 Il manque un espace. =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**
15 Mot inconnu : png =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**
15 Il manque un espace insécable. =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**

17 Mot inconnu : Touchpad => ^ Version ^ Installation ^ Carte graphique ^ Son ^ Wifi ^ Bluetooth ^ Webcam ^ Touchpad ^ Raccourcis multimédia ^ Autres ^

18 Mot inconnu : lucid => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Mot inconnu : LTS => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Mot inconnu : Lucid => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |

19 Mot inconnu : Oneiric => | [[:Oneiric |11.10 (Oneiric Ocelot)]]  | {{icons:icon-ubuntu.png|Fonctionne immédiatement}}  |{{icons:icon-ubuntu.png|Fonctionne immédiatement}}|{{icons:icon-ubuntu.png|Fonctionne immédiatement}} | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | {{icons:icon-support.png|Pas testé}}  | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | {{icons:icon-ubuntu.png|Fonctionne immédiatement}}  | - |
65 Mot inconnu : Lubuntu => ==== Problème de son (Lubuntu 15.04) ====

67 Mot inconnu : alsamixer => En l'absence de son après l'installation, il faut vérifier les réglages de gain dans alsamixer (à appeler en ligne de commande). De façon inattendue, le gain du haut parleur interne correspond au réglage "headphone". En augmentant le gain "heaphone" le son est normalement exploitable. Il faut cependant effectuer ce réglage après chaque déconnexion.
67 Guillemets typographiques ouvrants. => En l'absence de son après l'installation, il faut vérifier les réglages de gain dans alsamixer (à appeler en ligne de commande). De façon inattendue, le gain du haut parleur interne correspond au réglage "headphone". En augmentant le gain "heaphone" le son est normalement exploitable. Il faut cependant effectuer ce réglage après chaque déconnexion.
67 Mot inconnu : headphone => En l'absence de son après l'installation, il faut vérifier les réglages de gain dans alsamixer (à appeler en ligne de commande). De façon inattendue, le gain du haut parleur interne correspond au réglage "headphone". En augmentant le gain "heaphone" le son est normalement exploitable. Il faut cependant effectuer ce réglage après chaque déconnexion.
67 Guillemets typographiques fermants. => En l'absence de son après l'installation, il faut vérifier les réglages de gain dans alsamixer (à appeler en ligne de commande). De façon inattendue, le gain du haut parleur interne correspond au réglage "headphone". En augmentant le gain "heaphone" le son est normalement exploitable. Il faut cependant effectuer ce réglage après chaque déconnexion.
67 Guillemets typographiques ouvrants. => En l'absence de son après l'installation, il faut vérifier les réglages de gain dans alsamixer (à appeler en ligne de commande). De façon inattendue, le gain du haut parleur interne correspond au réglage "headphone". En augmentant le gain "heaphone" le son est normalement exploitable. Il faut cependant effectuer ce réglage après chaque déconnexion.
67 Mot inconnu : heaphone => En l'absence de son après l'installation, il faut vérifier les réglages de gain dans alsamixer (à appeler en ligne de commande). De façon inattendue, le gain du haut parleur interne correspond au réglage "headphone". En augmentant le gain "heaphone" le son est normalement exploitable. Il faut cependant effectuer ce réglage après chaque déconnexion.
67 Guillemets typographiques fermants. => En l'absence de son après l'installation, il faut vérifier les réglages de gain dans alsamixer (à appeler en ligne de commande). De façon inattendue, le gain du haut parleur interne correspond au réglage "headphone". En augmentant le gain "heaphone" le son est normalement exploitable. Il faut cependant effectuer ce réglage après chaque déconnexion.

71 Mot inconnu : sleep => //Texte du script (un retard de 10 secondes par sleep est indispensable pour que le réglage se fasse après le démarrage du processus alsa) :// sleep 10 && amixer -c 0 set Headphone 100% 
71 Mot inconnu : alsa => //Texte du script (un retard de 10 secondes par sleep est indispensable pour que le réglage se fasse après le démarrage du processus alsa) :// sleep 10 && amixer -c 0 set Headphone 100% 
71 Mot inconnu : sleep => //Texte du script (un retard de 10 secondes par sleep est indispensable pour que le réglage se fasse après le démarrage du processus alsa) :// sleep 10 && amixer -c 0 set Headphone 100% 
71 Mot inconnu : amixer => //Texte du script (un retard de 10 secondes par sleep est indispensable pour que le réglage se fasse après le démarrage du processus alsa) :// sleep 10 && amixer -c 0 set Headphone 100% 
71 Il manque un espace à côté du tiret. => //Texte du script (un retard de 10 secondes par sleep est indispensable pour que le réglage se fasse après le démarrage du processus alsa) :// sleep 10 && amixer -c 0 set Headphone 100% 
71 Mot inconnu : Headphone => //Texte du script (un retard de 10 secondes par sleep est indispensable pour que le réglage se fasse après le démarrage du processus alsa) :// sleep 10 && amixer -c 0 set Headphone 100% 
71 Avec une unité de mesure, mettez un espace insécable. => //Texte du script (un retard de 10 secondes par sleep est indispensable pour que le réglage se fasse après le démarrage du processus alsa) :// sleep 10 && amixer -c 0 set Headphone 100% 
71 Espace(s) en fin de ligne à supprimer. => //Texte du script (un retard de 10 secondes par sleep est indispensable pour que le réglage se fasse après le démarrage du processus alsa) :// sleep 10 && amixer -c 0 set Headphone 100% 

73 Mot inconnu : Lubuntu => Pour un démarrage automatique dans Lubuntu 15.04 : appeler "Applications par défaut pour LXSession" (dans préférence). Onglet démarrage automatique. Mettre le nom du script. Cliquer sur ajouter.
73 Il manque un espace insécable. => Pour un démarrage automatique dans Lubuntu 15.04 : appeler "Applications par défaut pour LXSession" (dans préférence). Onglet démarrage automatique. Mettre le nom du script. Cliquer sur ajouter.
73 Guillemets typographiques ouvrants. => Pour un démarrage automatique dans Lubuntu 15.04 : appeler "Applications par défaut pour LXSession" (dans préférence). Onglet démarrage automatique. Mettre le nom du script. Cliquer sur ajouter.
73 Mot inconnu : LXSession => Pour un démarrage automatique dans Lubuntu 15.04 : appeler "Applications par défaut pour LXSession" (dans préférence). Onglet démarrage automatique. Mettre le nom du script. Cliquer sur ajouter.
73 Guillemets typographiques fermants. => Pour un démarrage automatique dans Lubuntu 15.04 : appeler "Applications par défaut pour LXSession" (dans préférence). Onglet démarrage automatique. Mettre le nom du script. Cliquer sur ajouter.

76 Mot inconnu : Lubuntu => ==== Ubuntu vs Lubuntu ====

77 Mot inconnu : GB => Avec 1 GB de RAM, l'appareil est utilisable mais peut rapidement se saturer, selon votre utilisation.

79 Mot inconnu : lubuntu => Par contre, avec [[:lubuntu|Lubuntu]], on gagne nettement en fluidité. 
79 Mot inconnu : Lubuntu => Par contre, avec [[:lubuntu|Lubuntu]], on gagne nettement en fluidité. 
79 Espace(s) en fin de ligne à supprimer. => Par contre, avec [[:lubuntu|Lubuntu]], on gagne nettement en fluidité. 

87 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * (en) [[http://www.asus.com/Eee/Eee_PC/Eee_PC_1011PX/|Site officiel]] 
87 Espace(s) en fin de ligne à supprimer. =>   * (en) [[http://www.asus.com/Eee/Eee_PC/Eee_PC_1011PX/|Site officiel]] 

88 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * (fr) [[http://forum.ubuntu-fr.org/viewtopic.php?pid=7101131#p7101131|Voir note sur la consommation d'énergie (post 5)]]

91 Il manque un espace insécable. => //Contributeurs : [[:utilisateurs:Nwada|Nwada]], [[:utilisateurs:Samito|Samito]], 
91 Il manque un espace. => //Contributeurs : [[:utilisateurs:Nwada|Nwada]], [[:utilisateurs:Samito|Samito]], 
91 Mot inconnu : Nwada => //Contributeurs : [[:utilisateurs:Nwada|Nwada]], [[:utilisateurs:Samito|Samito]], 
91 Mot inconnu : Nwada => //Contributeurs : [[:utilisateurs:Nwada|Nwada]], [[:utilisateurs:Samito|Samito]], 
91 Il manque un espace. => //Contributeurs : [[:utilisateurs:Nwada|Nwada]], [[:utilisateurs:Samito|Samito]], 
91 Mot inconnu : Samito => //Contributeurs : [[:utilisateurs:Nwada|Nwada]], [[:utilisateurs:Samito|Samito]], 
91 Mot inconnu : Samito => //Contributeurs : [[:utilisateurs:Nwada|Nwada]], [[:utilisateurs:Samito|Samito]], 
91 Espace(s) en fin de ligne à supprimer. => //Contributeurs : [[:utilisateurs:Nwada|Nwada]], [[:utilisateurs:Samito|Samito]], 
