2 Mot inconnu : interface_3d => {{tag>interface_3d personnalisation}}

7 Il manque un espace insécable. => ====== Barre de lancement (dock) : Avant Window Navigator ======
7 Mot inconnu : Window => ====== Barre de lancement (dock) : Avant Window Navigator ======
7 Mot inconnu : Navigator => ====== Barre de lancement (dock) : Avant Window Navigator ======

10 Mot inconnu : Window => **Avant Window Navigator** est une barre de lancement d'applications animée qui apparaît sur le bureau.
10 Mot inconnu : Navigator => **Avant Window Navigator** est une barre de lancement d'applications animée qui apparaît sur le bureau.

16 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer des [[:sudo|droits d'administration]].

17 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'une connexion à Internet configurée et activée.

18 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Nécessite l'utilisation d'une [[:interface_3d#installation_de_l_interface_3d|interface composite 3D]].

28 Mot inconnu : Window => Avant Window Navigator est disponible dans les [[:depots#universe_et_multiverse|dépôts Universe]]. Il suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt://avant-window-navigator|avant-window-navigator]]** et si vous voulez l'ensemble des greffons (applets) qui ajoutent des fonctions supplémentaires (à partir de Natty), installez le paquet supplémentaire **[[apt>awn-applets-all|awn-applets-all]]**.
28 Mot inconnu : Navigator => Avant Window Navigator est disponible dans les [[:depots#universe_et_multiverse|dépôts Universe]]. Il suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt://avant-window-navigator|avant-window-navigator]]** et si vous voulez l'ensemble des greffons (applets) qui ajoutent des fonctions supplémentaires (à partir de Natty), installez le paquet supplémentaire **[[apt>awn-applets-all|awn-applets-all]]**.
28 Mot inconnu : Universe => Avant Window Navigator est disponible dans les [[:depots#universe_et_multiverse|dépôts Universe]]. Il suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt://avant-window-navigator|avant-window-navigator]]** et si vous voulez l'ensemble des greffons (applets) qui ajoutent des fonctions supplémentaires (à partir de Natty), installez le paquet supplémentaire **[[apt>awn-applets-all|awn-applets-all]]**.
28 Il manque un espace. => Avant Window Navigator est disponible dans les [[:depots#universe_et_multiverse|dépôts Universe]]. Il suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt://avant-window-navigator|avant-window-navigator]]** et si vous voulez l'ensemble des greffons (applets) qui ajoutent des fonctions supplémentaires (à partir de Natty), installez le paquet supplémentaire **[[apt>awn-applets-all|awn-applets-all]]**.
28 Mot inconnu : Natty => Avant Window Navigator est disponible dans les [[:depots#universe_et_multiverse|dépôts Universe]]. Il suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt://avant-window-navigator|avant-window-navigator]]** et si vous voulez l'ensemble des greffons (applets) qui ajoutent des fonctions supplémentaires (à partir de Natty), installez le paquet supplémentaire **[[apt>awn-applets-all|awn-applets-all]]**.

30 Mot inconnu : AWN => <note important>Sous Ubuntu 12.10 AWN a disparu des dépôts officiels : Voir section suivante.
30 Il manque un espace insécable. => <note important>Sous Ubuntu 12.10 AWN a disparu des dépôts officiels : Voir section suivante.

33 Mot inconnu : Quantal => Dans Quantal (Ubuntu 12.10), AWN a disparu des dépôts officiels. Il faut ajouter le dépôt **ppa:nilarimogard/webupd8** :
33 Mot inconnu : AWN => Dans Quantal (Ubuntu 12.10), AWN a disparu des dépôts officiels. Il faut ajouter le dépôt **ppa:nilarimogard/webupd8** :
33 Il manque un espace. => Dans Quantal (Ubuntu 12.10), AWN a disparu des dépôts officiels. Il faut ajouter le dépôt **ppa:nilarimogard/webupd8** :
33 Mot inconnu : nilarimogard => Dans Quantal (Ubuntu 12.10), AWN a disparu des dépôts officiels. Il faut ajouter le dépôt **ppa:nilarimogard/webupd8** :
33 Mot inconnu : webupd8 => Dans Quantal (Ubuntu 12.10), AWN a disparu des dépôts officiels. Il faut ajouter le dépôt **ppa:nilarimogard/webupd8** :
33 Il manque un espace insécable. => Dans Quantal (Ubuntu 12.10), AWN a disparu des dépôts officiels. Il faut ajouter le dépôt **ppa:nilarimogard/webupd8** :

34 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo add-apt-repository ppa:nilarimogard/webupd8
34 Mot inconnu : sudo =>   sudo add-apt-repository ppa:nilarimogard/webupd8
34 Mot inconnu : add-apt-repository =>   sudo add-apt-repository ppa:nilarimogard/webupd8
34 Il manque un espace. =>   sudo add-apt-repository ppa:nilarimogard/webupd8
34 Mot inconnu : nilarimogard =>   sudo add-apt-repository ppa:nilarimogard/webupd8
34 Mot inconnu : webupd8 =>   sudo add-apt-repository ppa:nilarimogard/webupd8

35 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get update
35 Mot inconnu : sudo =>   sudo apt-get update
35 Mot inconnu : apt-get =>   sudo apt-get update
35 Mot inconnu : update =>   sudo apt-get update

36 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get install avant-window-navigator
36 Mot inconnu : sudo =>   sudo apt-get install avant-window-navigator
36 Mot inconnu : apt-get =>   sudo apt-get install avant-window-navigator
36 Mot inconnu : install =>   sudo apt-get install avant-window-navigator
36 Mot inconnu : avant-window-navigator =>   sudo apt-get install avant-window-navigator

39 Mot inconnu : Launchpad => Une version de développement est mise à disposition sur [[Launchpad]], et s'adresse à ceux qui désirent les dernières nouveautés, au prix de quelques bogues et d'une possible instabilité.

41 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:PPA|Ajoutez le PPA]] **ppa:awn-testing**((https://launchpad.net/~awn-testing/+archive/ppa)) dans vos sources de logiciels.
41 Il manque un espace. =>   * [[:PPA|Ajoutez le PPA]] **ppa:awn-testing**((https://launchpad.net/~awn-testing/+archive/ppa)) dans vos sources de logiciels.
41 Mot inconnu : awn-testing =>   * [[:PPA|Ajoutez le PPA]] **ppa:awn-testing**((https://launchpad.net/~awn-testing/+archive/ppa)) dans vos sources de logiciels.
41 Mot inconnu : awn-testing =>   * [[:PPA|Ajoutez le PPA]] **ppa:awn-testing**((https://launchpad.net/~awn-testing/+archive/ppa)) dans vos sources de logiciels.

42 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:tutoriel:comment_modifier_sources_maj#recharger_la_liste_des_paquets|Rechargez la liste des paquets]].
42 Il manque un espace. =>   * [[:tutoriel:comment_modifier_sources_maj#recharger_la_liste_des_paquets|Rechargez la liste des paquets]].

43 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Il manque un espace. =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Mot inconnu : avant-window-navigator-trunk =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Mot inconnu : awn-applets-python-extras-trunk =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Mot inconnu : awn-applets-c-extras-trunk =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Mot inconnu : avant-window-navigator-trunk =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Mot inconnu : awn-applets-python-extras-trunk =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.
43 Mot inconnu : awn-applets-c-extras-trunk =>   * Puis [[:tutoriel:comment_installer_un_paquet|installez les paquets]] **[[apt://avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk | avant-window-navigator-trunk awn-applets-python-extras-trunk awn-applets-c-extras-trunk]]** qui remplacent la version normale et ses dépendances.

45 Une de ces ponctuations est superflue. => :!: Sur [[:KDE]] le système vous demandera d'installer également des paquets propres à [[:Gnome]] pour permettre à l'application de fonctionner.

49 Il manque un espace insécable. => Cette solution vous permettra de bénéficier aussi des dernières mises à jour, qui seront très probablement moins stables. Mais vous pourrez bénéficier de ces modifications « en direct ».
49 Il manque un espace insécable. => Cette solution vous permettra de bénéficier aussi des dernières mises à jour, qui seront très probablement moins stables. Mais vous pourrez bénéficier de ces modifications « en direct ».

51 Il manque un espace. => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**
51 Mot inconnu : python-xdg => [[tutoriel:comment_installer_un_paquet|Installez les paquets]] **[[apt://bzr,libgtk2.0-dev,libwnck-dev,libwnck-common,libgconf2-dev,libglib2.0-dev,gnome-common,libgnome-desktop-dev,libdbus-glib-1-dev,libxcomposite-dev,libxdamage-dev,python-gtk2-dev,python-cairo-dev,python-gnome2-dev,python-gnome2-desktop-dev,python-gnome2-extras-dev,libgnome-menu-dev,librsvg2-dev,libgtop2-dev,gtk-doc-tools,libsexy-dev,libnotify-dev,libvte-dev,python-alsaaudio,python-feedparser,python-xdg|bzr, libgtk2.0-dev, libwnck-dev, libwnck-common, libgconf2-dev, libglib2.0-dev, gnome-common, libgnome-desktop-dev, libdbus-glib-1-dev, libxcomposite-dev, libxdamage-dev, python-gtk2-dev, python-cairo-dev, python-gnome2-dev, python-gnome2-desktop-dev, python-gnome2-extras-dev, libgnome-menu-dev, librsvg2-dev, libgtop2-dev,gtk-doc-tools, libsexy-dev, libnotify-dev, libvte-dev, python-alsaaudio, python-feedparser et python-xdg]]**

53 Mot inconnu : AWN => Pour avoir le cœur de AWN, ouvrez un terminal et tapez ceci :
53 Il manque un espace insécable. => Pour avoir le cœur de AWN, ouvrez un terminal et tapez ceci :

55 Mot inconnu : bzr => bzr co http://bazaar.launchpad.net/~awn-core/awn/trunk avant-window-navigator
55 Mot inconnu : co => bzr co http://bazaar.launchpad.net/~awn-core/awn/trunk avant-window-navigator
55 Mot inconnu : awn-core => bzr co http://bazaar.launchpad.net/~awn-core/awn/trunk avant-window-navigator
55 Mot inconnu : awn => bzr co http://bazaar.launchpad.net/~awn-core/awn/trunk avant-window-navigator
55 Mot inconnu : trunk => bzr co http://bazaar.launchpad.net/~awn-core/awn/trunk avant-window-navigator
55 Mot inconnu : avant-window-navigator => bzr co http://bazaar.launchpad.net/~awn-core/awn/trunk avant-window-navigator

56 Mot inconnu : avant-window-navigator => cd avant-window-navigator

57 Mot inconnu : autogen => ./autogen.sh
57 Mot inconnu : sh => ./autogen.sh

58 Mot inconnu : make => make

59 Mot inconnu : sudo => sudo make install
59 Mot inconnu : make => sudo make install
59 Mot inconnu : install => sudo make install

62 Une de ces ponctuations est superflue. => Pour avoir les applets, les greffons et le nouveau gestionnaire de préférences (**:!: ceux-ci sont toujours en développement**), ouvrez un terminal et tapez ceci :
62 Il manque un espace insécable. => Pour avoir les applets, les greffons et le nouveau gestionnaire de préférences (**:!: ceux-ci sont toujours en développement**), ouvrez un terminal et tapez ceci :

64 Mot inconnu : bzr => bzr co http://bazaar.launchpad.net/~awn-extras/awn-extras/trunk awn-extras
64 Mot inconnu : co => bzr co http://bazaar.launchpad.net/~awn-extras/awn-extras/trunk awn-extras
64 Mot inconnu : awn-extras => bzr co http://bazaar.launchpad.net/~awn-extras/awn-extras/trunk awn-extras
64 Mot inconnu : awn-extras => bzr co http://bazaar.launchpad.net/~awn-extras/awn-extras/trunk awn-extras
64 Mot inconnu : trunk => bzr co http://bazaar.launchpad.net/~awn-extras/awn-extras/trunk awn-extras
64 Mot inconnu : awn-extras => bzr co http://bazaar.launchpad.net/~awn-extras/awn-extras/trunk awn-extras

65 Mot inconnu : awn-extras => cd awn-extras

66 Mot inconnu : autogen => ./autogen.sh
66 Mot inconnu : sh => ./autogen.sh

67 Mot inconnu : make => make

68 Mot inconnu : sudo => sudo make install
68 Mot inconnu : make => sudo make install
68 Mot inconnu : install => sudo make install

73 Mot inconnu : Window => L'application se lance depuis le menu //Applications -> Accessoires -> Avant Window Navigator//.
73 Mot inconnu : Navigator => L'application se lance depuis le menu //Applications -> Accessoires -> Avant Window Navigator//.

75 Mot inconnu : Window => Si vous voulez que Avant Window Navigator se lance au démarrage :
75 Mot inconnu : Navigator => Si vous voulez que Avant Window Navigator se lance au démarrage :

76 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Dans le menu de configuration d'awn, onglet //"Préférences"//, cocher la case //"Lancer Awn au démarrage"//.
76 Mot inconnu : awn =>   * Dans le menu de configuration d'awn, onglet //"Préférences"//, cocher la case //"Lancer Awn au démarrage"//.
76 Guillemets typographiques ouvrants. =>   * Dans le menu de configuration d'awn, onglet //"Préférences"//, cocher la case //"Lancer Awn au démarrage"//.
76 Guillemets typographiques fermants. =>   * Dans le menu de configuration d'awn, onglet //"Préférences"//, cocher la case //"Lancer Awn au démarrage"//.
76 Guillemets typographiques ouvrants. =>   * Dans le menu de configuration d'awn, onglet //"Préférences"//, cocher la case //"Lancer Awn au démarrage"//.
76 Mot inconnu : Awn =>   * Dans le menu de configuration d'awn, onglet //"Préférences"//, cocher la case //"Lancer Awn au démarrage"//.
76 Guillemets typographiques fermants. =>   * Dans le menu de configuration d'awn, onglet //"Préférences"//, cocher la case //"Lancer Awn au démarrage"//.

78 Il manque un espace insécable. => Alternativement, vous pouvez l'ajouter dans les applications lancées au démarrage :

79 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Sous Ubuntu 8.04 LTS : allez dans le menu //Système -> Préférences -> Sessions//. Ensuite allez dans l'onglet **Programmes au démarrage** ;
79 Mot inconnu : LTS =>   * Sous Ubuntu 8.04 LTS : allez dans le menu //Système -> Préférences -> Sessions//. Ensuite allez dans l'onglet **Programmes au démarrage** ;

80 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Sous Ubuntu 9.10 et suivants : allez dans le menu //Système -> Préférences -> Applications au démarrage// ;

82 Il manque un espace insécable. => Enfin, faites **Ajouter** et entrez dans la case **Commande :** ceci :

84 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   avant-window-navigator
84 Mot inconnu : avant-window-navigator =>   avant-window-navigator

89 Mot inconnu : Kubuntu => ==== Lanceur d'applications sous Kubuntu ====

91 Mot inconnu : Kubuntu => Avec la version 0.2.1 sous Kubuntu, il n'est pas possible d'ajouter de lanceur d'application avec l'interface d'AWN. Néanmoins, il est possible de glisser les lanceurs depuis le répertoire /usr/share/applications vers la barre AWN.
91 Mot inconnu : AWN => Avec la version 0.2.1 sous Kubuntu, il n'est pas possible d'ajouter de lanceur d'application avec l'interface d'AWN. Néanmoins, il est possible de glisser les lanceurs depuis le répertoire /usr/share/applications vers la barre AWN.
91 Mot inconnu : AWN => Avec la version 0.2.1 sous Kubuntu, il n'est pas possible d'ajouter de lanceur d'application avec l'interface d'AWN. Néanmoins, il est possible de glisser les lanceurs depuis le répertoire /usr/share/applications vers la barre AWN.

97 Mot inconnu : awn-reflexion2 => {{awn-reflexion2.png|}}

99 Mot inconnu : AWN => Pour activer cet effet, bouton droit sur la barre, afin d'accéder à AWN Manager, puis onglet Apparence de la barre, sélectionner : look:3D look
99 Il manque un espace insécable. => Pour activer cet effet, bouton droit sur la barre, afin d'accéder à AWN Manager, puis onglet Apparence de la barre, sélectionner : look:3D look
99 Il manque un espace. => Pour activer cet effet, bouton droit sur la barre, afin d'accéder à AWN Manager, puis onglet Apparence de la barre, sélectionner : look:3D look

101 Il manque un espace insécable. => Possibilité d'ajouter des applets supplémentaires : Temps, Monitoring CPU, Trash, ...
101 Une de ces ponctuations est superflue. => Possibilité d'ajouter des applets supplémentaires : Temps, Monitoring CPU, Trash, ...
101 Typographie : points de suspension. Utilisez le caractère dédié. => Possibilité d'ajouter des applets supplémentaires : Temps, Monitoring CPU, Trash, ...

109 Mot inconnu : Rhythmbox => Par exemple, un greffon pour Rhythmbox permet d'afficher la pochette de l'album joué et de contrôler le lecteur.

111 Mot inconnu : awn-pluginrhythmbox => {{awn-pluginrhythmbox.png|}}

113 Il manque un espace insécable. => Pour l'installer, il faut d'abord récupérer les fichiers :

115 Mot inconnu : svn => svn checkout http://avant-window-navigator.googlecode.com/svn/trunk/plugins/Rhythmbox/
115 Mot inconnu : checkout => svn checkout http://avant-window-navigator.googlecode.com/svn/trunk/plugins/Rhythmbox/

117 Mot inconnu : Rhythmbox => Un dossier Rhythmbox existe maintenant dans votre dossier personnel. Copier ensuite les fichiers présents dans ce dossier (à l'exception du fichier README) dans le dossier suivant : /home/VOTRE_NOM_D'UTILISATEUR/.gnome2/rhythmbox/plugins/ (Pour avoir accès à ce dossier à partir de Nautilus, vous devez cliquer sur //Affichage → Afficher les dossiers cachés//).
117 Mot inconnu : README => Un dossier Rhythmbox existe maintenant dans votre dossier personnel. Copier ensuite les fichiers présents dans ce dossier (à l'exception du fichier README) dans le dossier suivant : /home/VOTRE_NOM_D'UTILISATEUR/.gnome2/rhythmbox/plugins/ (Pour avoir accès à ce dossier à partir de Nautilus, vous devez cliquer sur //Affichage → Afficher les dossiers cachés//).
117 Il manque un espace insécable. => Un dossier Rhythmbox existe maintenant dans votre dossier personnel. Copier ensuite les fichiers présents dans ce dossier (à l'exception du fichier README) dans le dossier suivant : /home/VOTRE_NOM_D'UTILISATEUR/.gnome2/rhythmbox/plugins/ (Pour avoir accès à ce dossier à partir de Nautilus, vous devez cliquer sur //Affichage → Afficher les dossiers cachés//).
117 Guillemets typographiques ouvrants. => Un dossier Rhythmbox existe maintenant dans votre dossier personnel. Copier ensuite les fichiers présents dans ce dossier (à l'exception du fichier README) dans le dossier suivant : /home/VOTRE_NOM_D'UTILISATEUR/.gnome2/rhythmbox/plugins/ (Pour avoir accès à ce dossier à partir de Nautilus, vous devez cliquer sur //Affichage → Afficher les dossiers cachés//).
117 Mot inconnu : gnome2 => Un dossier Rhythmbox existe maintenant dans votre dossier personnel. Copier ensuite les fichiers présents dans ce dossier (à l'exception du fichier README) dans le dossier suivant : /home/VOTRE_NOM_D'UTILISATEUR/.gnome2/rhythmbox/plugins/ (Pour avoir accès à ce dossier à partir de Nautilus, vous devez cliquer sur //Affichage → Afficher les dossiers cachés//).
117 Mot inconnu : rhythmbox => Un dossier Rhythmbox existe maintenant dans votre dossier personnel. Copier ensuite les fichiers présents dans ce dossier (à l'exception du fichier README) dans le dossier suivant : /home/VOTRE_NOM_D'UTILISATEUR/.gnome2/rhythmbox/plugins/ (Pour avoir accès à ce dossier à partir de Nautilus, vous devez cliquer sur //Affichage → Afficher les dossiers cachés//).
117 Mot inconnu : Nautilus => Un dossier Rhythmbox existe maintenant dans votre dossier personnel. Copier ensuite les fichiers présents dans ce dossier (à l'exception du fichier README) dans le dossier suivant : /home/VOTRE_NOM_D'UTILISATEUR/.gnome2/rhythmbox/plugins/ (Pour avoir accès à ce dossier à partir de Nautilus, vous devez cliquer sur //Affichage → Afficher les dossiers cachés//).

119 Mot inconnu : Exaile => Des greffons similaires existent pour de nombreux lecteurs (Exaile, Amarok, Listen, Quod Libet) mais également pour Pidgin, Thunderbird, Evolution, etc. Pour plus d'infos : [[http://awn.wetpaint.com/page/Plugins]]
119 Mot inconnu : Amarok => Des greffons similaires existent pour de nombreux lecteurs (Exaile, Amarok, Listen, Quod Libet) mais également pour Pidgin, Thunderbird, Evolution, etc. Pour plus d'infos : [[http://awn.wetpaint.com/page/Plugins]]
119 Mot inconnu : Listen => Des greffons similaires existent pour de nombreux lecteurs (Exaile, Amarok, Listen, Quod Libet) mais également pour Pidgin, Thunderbird, Evolution, etc. Pour plus d'infos : [[http://awn.wetpaint.com/page/Plugins]]
119 Mot inconnu : Quod => Des greffons similaires existent pour de nombreux lecteurs (Exaile, Amarok, Listen, Quod Libet) mais également pour Pidgin, Thunderbird, Evolution, etc. Pour plus d'infos : [[http://awn.wetpaint.com/page/Plugins]]
119 Mot inconnu : Libet => Des greffons similaires existent pour de nombreux lecteurs (Exaile, Amarok, Listen, Quod Libet) mais également pour Pidgin, Thunderbird, Evolution, etc. Pour plus d'infos : [[http://awn.wetpaint.com/page/Plugins]]
119 Mot inconnu : Evolution => Des greffons similaires existent pour de nombreux lecteurs (Exaile, Amarok, Listen, Quod Libet) mais également pour Pidgin, Thunderbird, Evolution, etc. Pour plus d'infos : [[http://awn.wetpaint.com/page/Plugins]]
119 Il manque un espace insécable. => Des greffons similaires existent pour de nombreux lecteurs (Exaile, Amarok, Listen, Quod Libet) mais également pour Pidgin, Thunderbird, Evolution, etc. Pour plus d'infos : [[http://awn.wetpaint.com/page/Plugins]]

123 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => En cas d'utilisation de plusieurs écrans (non-clonés), il n'est pas possible, à partir des **Préférences du dock**, de définir sur lequel de ces écrans le dock sera affiché - en tout cas jusqu'à la version 0.4.1 incluse.

125 Mot inconnu : gconf => Cela est toutefois possible grâce à [[gconf | gconf-editor]] ; taper **Alt+F2** puis saisir la commande **gconf-editor**.
125 Mot inconnu : gconf-editor => Cela est toutefois possible grâce à [[gconf | gconf-editor]] ; taper **Alt+F2** puis saisir la commande **gconf-editor**.
125 Il manque un espace insécable. => Cela est toutefois possible grâce à [[gconf | gconf-editor]] ; taper **Alt+F2** puis saisir la commande **gconf-editor**.
125 Typographie des composés chimiques. => Cela est toutefois possible grâce à [[gconf | gconf-editor]] ; taper **Alt+F2** puis saisir la commande **gconf-editor**.
125 Mot inconnu : F2 => Cela est toutefois possible grâce à [[gconf | gconf-editor]] ; taper **Alt+F2** puis saisir la commande **gconf-editor**.
125 Mot inconnu : gconf-editor => Cela est toutefois possible grâce à [[gconf | gconf-editor]] ; taper **Alt+F2** puis saisir la commande **gconf-editor**.

127 Mot inconnu : apps => Modifier la valeur de la clé ''/apps/instances/avant-window-navigator/panel-1/panel/monitor_num'' qui est -1 (automatique) par défaut. Essayer les valeurs 0, 1, etc jusqu'à ce que le dock s'affiche sur le bon écran.
127 Mot inconnu : avant-window-navigator => Modifier la valeur de la clé ''/apps/instances/avant-window-navigator/panel-1/panel/monitor_num'' qui est -1 (automatique) par défaut. Essayer les valeurs 0, 1, etc jusqu'à ce que le dock s'affiche sur le bon écran.
127 Mot inconnu : monitor_num => Modifier la valeur de la clé ''/apps/instances/avant-window-navigator/panel-1/panel/monitor_num'' qui est -1 (automatique) par défaut. Essayer les valeurs 0, 1, etc jusqu'à ce que le dock s'affiche sur le bon écran.
127 Guillemets typographiques fermants. => Modifier la valeur de la clé ''/apps/instances/avant-window-navigator/panel-1/panel/monitor_num'' qui est -1 (automatique) par défaut. Essayer les valeurs 0, 1, etc jusqu'à ce que le dock s'affiche sur le bon écran.
127 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. => Modifier la valeur de la clé ''/apps/instances/avant-window-navigator/panel-1/panel/monitor_num'' qui est -1 (automatique) par défaut. Essayer les valeurs 0, 1, etc jusqu'à ce que le dock s'affiche sur le bon écran.

129 Accord de nombre erroné avec « multiples ». => En cas de dock multiples, recommencer avec ''panel-2'', etc.
129 Accord de nombre erroné avec « dock ». => En cas de dock multiples, recommencer avec ''panel-2'', etc.
129 Guillemets typographiques ouvrants. => En cas de dock multiples, recommencer avec ''panel-2'', etc.
129 Guillemets typographiques fermants. => En cas de dock multiples, recommencer avec ''panel-2'', etc.

133 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Si le dock a un fond noir et non transparent, c'est probablement que vous n'utilisez ni Beryl, ni Compiz, ni [[http://www.cedynamix.fr/2008/05/16/Metacity-et-le-Mode-Composite-avec-Gnome-222/|metacity compositing]] ou que vous n'avez pas lancé xcompmgr.
133 Mot inconnu : Beryl =>   * Si le dock a un fond noir et non transparent, c'est probablement que vous n'utilisez ni Beryl, ni Compiz, ni [[http://www.cedynamix.fr/2008/05/16/Metacity-et-le-Mode-Composite-avec-Gnome-222/|metacity compositing]] ou que vous n'avez pas lancé xcompmgr.
133 Mot inconnu : Compiz =>   * Si le dock a un fond noir et non transparent, c'est probablement que vous n'utilisez ni Beryl, ni Compiz, ni [[http://www.cedynamix.fr/2008/05/16/Metacity-et-le-Mode-Composite-avec-Gnome-222/|metacity compositing]] ou que vous n'avez pas lancé xcompmgr.
133 Mot inconnu : metacity =>   * Si le dock a un fond noir et non transparent, c'est probablement que vous n'utilisez ni Beryl, ni Compiz, ni [[http://www.cedynamix.fr/2008/05/16/Metacity-et-le-Mode-Composite-avec-Gnome-222/|metacity compositing]] ou que vous n'avez pas lancé xcompmgr.
133 Mot inconnu : compositing =>   * Si le dock a un fond noir et non transparent, c'est probablement que vous n'utilisez ni Beryl, ni Compiz, ni [[http://www.cedynamix.fr/2008/05/16/Metacity-et-le-Mode-Composite-avec-Gnome-222/|metacity compositing]] ou que vous n'avez pas lancé xcompmgr.
