6 Il manque un espace insécable. => ====== Liste des portables « SONY Vaio » ======
6 Mot inconnu : Vaio => ====== Liste des portables « SONY Vaio » ======
6 Il manque un espace insécable. => ====== Liste des portables « SONY Vaio » ======

7 Il manque un espace insécable. => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.
7 Mot inconnu : Vaio => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.
7 Il manque un espace insécable. => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.

11 Mot inconnu : icons => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |
11 Il manque un espace. => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |
11 Mot inconnu : icon-ubuntu => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |

12 Il manque un espace. => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |
12 Mot inconnu : modeles => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |
12 Mot inconnu : laptop_work => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |

13 Mot inconnu : icons => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace insécable. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Mot inconnu : nolink => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |

16 Mot inconnu : Vaio => ===== Vaio PCG =====
16 Mot inconnu : PCG => ===== Vaio PCG =====

18 Espace(s) surnuméraire(s) à supprimer. => ^ Modèle ^ Installation ^ Matériel ^ Commentaires  ^  [[:versions|Version]]  ^

19 Mot inconnu : PCG-7A1M => | PCG-7A1M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Marche très bien excepté la touche Fn, le pilote graphique propriétaire 173 semble plus rapide que le current. | Lucid |
28 Mot inconnu : laptop_work => | PCG-F400|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Webcam et lecteur d'empreintes digitales non reconnus |Gutsy|
28 Mot inconnu : Gutsy => | PCG-F400|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Webcam et lecteur d'empreintes digitales non reconnus |Gutsy|

29 Mot inconnu : PCG-FX401 => | PCG-FX401 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | pas d'accélération graphique matérielle | Hardy et précédentes |
29 Mot inconnu : icons => | PCG-FX401 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | pas d'accélération graphique matérielle | Hardy et précédentes |
29 Il manque un espace. => | PCG-FX401 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | pas d'accélération graphique matérielle | Hardy et précédentes |
29 Mot inconnu : icon-ubuntu => | PCG-FX401 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | pas d'accélération graphique matérielle | Hardy et précédentes |
29 Mot inconnu : icons => | PCG-FX401 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | pas d'accélération graphique matérielle | Hardy et précédentes |
29 Il manque un espace. => | PCG-FX401 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | pas d'accélération graphique matérielle | Hardy et précédentes |
29 Mot inconnu : icon-ubuntu => | PCG-FX401 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | pas d'accélération graphique matérielle | Hardy et précédentes |

30 Mot inconnu : PCG-FX705 => | PCG-FX705 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | modem interne | Edgy |
30 Mot inconnu : icons => | PCG-FX705 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | modem interne | Edgy |
30 Il manque un espace. => | PCG-FX705 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | modem interne | Edgy |
30 Mot inconnu : icon-ubuntu => | PCG-FX705 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | modem interne | Edgy |
30 Mot inconnu : icons => | PCG-FX705 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | modem interne | Edgy |
30 Il manque un espace. => | PCG-FX705 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | modem interne | Edgy |
30 Mot inconnu : icon-ubuntu => | PCG-FX705 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | modem interne | Edgy |
30 Mot inconnu : Edgy => | PCG-FX705 | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | modem interne | Edgy |

31 Mot inconnu : PCG-GR214MP => | PCG-GR214MP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | lecteur memory stick| Hoary|
31 Mot inconnu : icons => | PCG-GR214MP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | lecteur memory stick| Hoary|
31 Il manque un espace. => | PCG-GR214MP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | lecteur memory stick| Hoary|
31 Mot inconnu : icon-ubuntu => | PCG-GR214MP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | lecteur memory stick| Hoary|
31 Mot inconnu : icons => | PCG-GR214MP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | lecteur memory stick| Hoary|
31 Il manque un espace. => | PCG-GR214MP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | lecteur memory stick| Hoary|
31 Mot inconnu : icon-ubuntu => | PCG-GR214MP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | lecteur memory stick| Hoary|
31 Mot inconnu : memory => | PCG-GR214MP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | lecteur memory stick| Hoary|
31 Mot inconnu : Hoary => | PCG-GR214MP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | lecteur memory stick| Hoary|

32 Mot inconnu : PCG-GRT716S => | PCG-GRT716S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Lecteur mémory Stick ne fonctionne pas. Accélération graphique moyennement supportée | Lucid |
32 Mot inconnu : icons => | PCG-GRT716S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Lecteur mémory Stick ne fonctionne pas. Accélération graphique moyennement supportée | Lucid |
32 Il manque un espace. => | PCG-GRT716S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Lecteur mémory Stick ne fonctionne pas. Accélération graphique moyennement supportée | Lucid |
32 Mot inconnu : icon-ubuntu => | PCG-GRT716S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Lecteur mémory Stick ne fonctionne pas. Accélération graphique moyennement supportée | Lucid |
32 Il manque un espace. => | PCG-GRT716S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Lecteur mémory Stick ne fonctionne pas. Accélération graphique moyennement supportée | Lucid |
32 Mot inconnu : modeles => | PCG-GRT716S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Lecteur mémory Stick ne fonctionne pas. Accélération graphique moyennement supportée | Lucid |
32 Mot inconnu : laptop_work => | PCG-GRT716S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Lecteur mémory Stick ne fonctionne pas. Accélération graphique moyennement supportée | Lucid |
32 Mot inconnu : mémory => | PCG-GRT716S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Lecteur mémory Stick ne fonctionne pas. Accélération graphique moyennement supportée | Lucid |
32 Mot inconnu : Lucid => | PCG-GRT716S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Lecteur mémory Stick ne fonctionne pas. Accélération graphique moyennement supportée | Lucid |

33 Mot inconnu : PCG-GTR895MP => | PCG-GTR895MP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Ne supporte pas le pilote NVIDIA le reste sans soucis mais upgrade vers karmic impossible | Hardy |
33 Mot inconnu : icons => | PCG-GTR895MP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Ne supporte pas le pilote NVIDIA le reste sans soucis mais upgrade vers karmic impossible | Hardy |
33 Il manque un espace. => | PCG-GTR895MP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Ne supporte pas le pilote NVIDIA le reste sans soucis mais upgrade vers karmic impossible | Hardy |
33 Mot inconnu : icon-ubuntu => | PCG-GTR895MP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Ne supporte pas le pilote NVIDIA le reste sans soucis mais upgrade vers karmic impossible | Hardy |
33 Il manque un espace. => | PCG-GTR895MP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Ne supporte pas le pilote NVIDIA le reste sans soucis mais upgrade vers karmic impossible | Hardy |
33 Mot inconnu : modeles => | PCG-GTR895MP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Ne supporte pas le pilote NVIDIA le reste sans soucis mais upgrade vers karmic impossible | Hardy |
33 Mot inconnu : laptop_work => | PCG-GTR895MP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Ne supporte pas le pilote NVIDIA le reste sans soucis mais upgrade vers karmic impossible | Hardy |
33 Mot inconnu : karmic => | PCG-GTR895MP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Ne supporte pas le pilote NVIDIA le reste sans soucis mais upgrade vers karmic impossible | Hardy |

34 Mot inconnu : PCG-GRT896HP => | PCG-GRT896HP | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Installation en mode debug Sondes CPu parfois introuvables, Boutons de son, contraste, luminosité non reconnus, lecteur mémory Stick non testé. | Feisty |
34 Il manque un espace. => | PCG-GRT896HP | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Installation en mode debug Sondes CPu parfois introuvables, Boutons de son, contraste, luminosité non reconnus, lecteur mémory Stick non testé. | Feisty |
34 Mot inconnu : modeles => | PCG-GRT896HP | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Installation en mode debug Sondes CPu parfois introuvables, Boutons de son, contraste, luminosité non reconnus, lecteur mémory Stick non testé. | Feisty |
34 Mot inconnu : laptop_work => | PCG-GRT896HP | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Installation en mode debug Sondes CPu parfois introuvables, Boutons de son, contraste, luminosité non reconnus, lecteur mémory Stick non testé. | Feisty |
34 Il manque un espace. => | PCG-GRT896HP | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Installation en mode debug Sondes CPu parfois introuvables, Boutons de son, contraste, luminosité non reconnus, lecteur mémory Stick non testé. | Feisty |
34 Mot inconnu : modeles => | PCG-GRT896HP | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Installation en mode debug Sondes CPu parfois introuvables, Boutons de son, contraste, luminosité non reconnus, lecteur mémory Stick non testé. | Feisty |
34 Mot inconnu : laptop_work => | PCG-GRT896HP | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Installation en mode debug Sondes CPu parfois introuvables, Boutons de son, contraste, luminosité non reconnus, lecteur mémory Stick non testé. | Feisty |
34 Mot inconnu : debug => | PCG-GRT896HP | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Installation en mode debug Sondes CPu parfois introuvables, Boutons de son, contraste, luminosité non reconnus, lecteur mémory Stick non testé. | Feisty |
34 Mot inconnu : CPu => | PCG-GRT896HP | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Installation en mode debug Sondes CPu parfois introuvables, Boutons de son, contraste, luminosité non reconnus, lecteur mémory Stick non testé. | Feisty |
34 Mot inconnu : mémory => | PCG-GRT896HP | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Installation en mode debug Sondes CPu parfois introuvables, Boutons de son, contraste, luminosité non reconnus, lecteur mémory Stick non testé. | Feisty |
34 Mot inconnu : Feisty => | PCG-GRT896HP | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Installation en mode debug Sondes CPu parfois introuvables, Boutons de son, contraste, luminosité non reconnus, lecteur mémory Stick non testé. | Feisty |

35 Mot inconnu : PCG-GRT915M => | PCG-GRT915M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout est ok, la connexion wifi fonctionne bien mieux que sous environnement Windows. Merci les linuxiens ! | Lucid |
35 Mot inconnu : icons => | PCG-GRT915M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout est ok, la connexion wifi fonctionne bien mieux que sous environnement Windows. Merci les linuxiens ! | Lucid |
35 Il manque un espace. => | PCG-GRT915M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout est ok, la connexion wifi fonctionne bien mieux que sous environnement Windows. Merci les linuxiens ! | Lucid |
35 Mot inconnu : icon-ubuntu => | PCG-GRT915M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout est ok, la connexion wifi fonctionne bien mieux que sous environnement Windows. Merci les linuxiens ! | Lucid |
35 Mot inconnu : icons => | PCG-GRT915M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout est ok, la connexion wifi fonctionne bien mieux que sous environnement Windows. Merci les linuxiens ! | Lucid |
35 Il manque un espace. => | PCG-GRT915M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout est ok, la connexion wifi fonctionne bien mieux que sous environnement Windows. Merci les linuxiens ! | Lucid |
35 Mot inconnu : icon-ubuntu => | PCG-GRT915M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout est ok, la connexion wifi fonctionne bien mieux que sous environnement Windows. Merci les linuxiens ! | Lucid |
35 Mot inconnu : ok => | PCG-GRT915M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout est ok, la connexion wifi fonctionne bien mieux que sous environnement Windows. Merci les linuxiens ! | Lucid |
35 Il manque un espace insécable. => | PCG-GRT915M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout est ok, la connexion wifi fonctionne bien mieux que sous environnement Windows. Merci les linuxiens ! | Lucid |
35 Mot inconnu : Lucid => | PCG-GRT915M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout est ok, la connexion wifi fonctionne bien mieux que sous environnement Windows. Merci les linuxiens ! | Lucid |

36 Mot inconnu : PCG-GRT916V => |PCG-GRT916V | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne parfaitement, Hibernate et wifi non testés | Lucid |
36 Mot inconnu : icons => |PCG-GRT916V | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne parfaitement, Hibernate et wifi non testés | Lucid |
36 Il manque un espace. => |PCG-GRT916V | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne parfaitement, Hibernate et wifi non testés | Lucid |
36 Mot inconnu : icon-ubuntu => |PCG-GRT916V | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne parfaitement, Hibernate et wifi non testés | Lucid |
36 Mot inconnu : icons => |PCG-GRT916V | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne parfaitement, Hibernate et wifi non testés | Lucid |
36 Il manque un espace. => |PCG-GRT916V | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne parfaitement, Hibernate et wifi non testés | Lucid |
36 Mot inconnu : icon-ubuntu => |PCG-GRT916V | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne parfaitement, Hibernate et wifi non testés | Lucid |
36 Mot inconnu : Lucid => |PCG-GRT916V | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne parfaitement, Hibernate et wifi non testés | Lucid |

37 Mot inconnu : PCG-K115S => | PCG-K115S| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout a l'air de fonctionner, même les effets de compiz avec la Ati 9200 mobility!\\ Pour les touches multimédia, suivre [[http://blog.prashantv.com/2008/vaio-fs-fn-keys-ubuntu-810/|ce blog]] | 7.10 |
37 Mot inconnu : icons => | PCG-K115S| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout a l'air de fonctionner, même les effets de compiz avec la Ati 9200 mobility!\\ Pour les touches multimédia, suivre [[http://blog.prashantv.com/2008/vaio-fs-fn-keys-ubuntu-810/|ce blog]] | 7.10 |
37 Il manque un espace. => | PCG-K115S| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout a l'air de fonctionner, même les effets de compiz avec la Ati 9200 mobility!\\ Pour les touches multimédia, suivre [[http://blog.prashantv.com/2008/vaio-fs-fn-keys-ubuntu-810/|ce blog]] | 7.10 |
37 Mot inconnu : icon-ubuntu => | PCG-K115S| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout a l'air de fonctionner, même les effets de compiz avec la Ati 9200 mobility!\\ Pour les touches multimédia, suivre [[http://blog.prashantv.com/2008/vaio-fs-fn-keys-ubuntu-810/|ce blog]] | 7.10 |
37 Mot inconnu : icons => | PCG-K115S| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout a l'air de fonctionner, même les effets de compiz avec la Ati 9200 mobility!\\ Pour les touches multimédia, suivre [[http://blog.prashantv.com/2008/vaio-fs-fn-keys-ubuntu-810/|ce blog]] | 7.10 |
37 Il manque un espace. => | PCG-K115S| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout a l'air de fonctionner, même les effets de compiz avec la Ati 9200 mobility!\\ Pour les touches multimédia, suivre [[http://blog.prashantv.com/2008/vaio-fs-fn-keys-ubuntu-810/|ce blog]] | 7.10 |
37 Mot inconnu : icon-ubuntu => | PCG-K115S| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout a l'air de fonctionner, même les effets de compiz avec la Ati 9200 mobility!\\ Pour les touches multimédia, suivre [[http://blog.prashantv.com/2008/vaio-fs-fn-keys-ubuntu-810/|ce blog]] | 7.10 |
37 Mot inconnu : compiz => | PCG-K115S| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout a l'air de fonctionner, même les effets de compiz avec la Ati 9200 mobility!\\ Pour les touches multimédia, suivre [[http://blog.prashantv.com/2008/vaio-fs-fn-keys-ubuntu-810/|ce blog]] | 7.10 |
37 Mot inconnu : Ati => | PCG-K115S| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout a l'air de fonctionner, même les effets de compiz avec la Ati 9200 mobility!\\ Pour les touches multimédia, suivre [[http://blog.prashantv.com/2008/vaio-fs-fn-keys-ubuntu-810/|ce blog]] | 7.10 |
37 Mot inconnu : mobility => | PCG-K115S| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout a l'air de fonctionner, même les effets de compiz avec la Ati 9200 mobility!\\ Pour les touches multimédia, suivre [[http://blog.prashantv.com/2008/vaio-fs-fn-keys-ubuntu-810/|ce blog]] | 7.10 |
37 Il manque un espace insécable. => | PCG-K115S| {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout a l'air de fonctionner, même les effets de compiz avec la Ati 9200 mobility!\\ Pour les touches multimédia, suivre [[http://blog.prashantv.com/2008/vaio-fs-fn-keys-ubuntu-810/|ce blog]] | 7.10 |

38 Mot inconnu : PCG-K195HP => | PCG-K195HP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Au 1er démarrage : écran noir et temps de chargement énorme, ubuntu ne se lance pas. **Reconfiguration de usplash nécessaire** : au démarrage de l'ordinateur, dans grub choisir **REVOVERY MODE**,  puis faites la manipulation indiquée [[:plymouth|ici]] afin de modifier la résolution en 1024 x768| Gutsy |
38 Mot inconnu : icons => | PCG-K195HP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Au 1er démarrage : écran noir et temps de chargement énorme, ubuntu ne se lance pas. **Reconfiguration de usplash nécessaire** : au démarrage de l'ordinateur, dans grub choisir **REVOVERY MODE**,  puis faites la manipulation indiquée [[:plymouth|ici]] afin de modifier la résolution en 1024 x768| Gutsy |
38 Il manque un espace. => | PCG-K195HP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Au 1er démarrage : écran noir et temps de chargement énorme, ubuntu ne se lance pas. **Reconfiguration de usplash nécessaire** : au démarrage de l'ordinateur, dans grub choisir **REVOVERY MODE**,  puis faites la manipulation indiquée [[:plymouth|ici]] afin de modifier la résolution en 1024 x768| Gutsy |
38 Mot inconnu : icon-ubuntu => | PCG-K195HP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Au 1er démarrage : écran noir et temps de chargement énorme, ubuntu ne se lance pas. **Reconfiguration de usplash nécessaire** : au démarrage de l'ordinateur, dans grub choisir **REVOVERY MODE**,  puis faites la manipulation indiquée [[:plymouth|ici]] afin de modifier la résolution en 1024 x768| Gutsy |
38 Il manque un espace. => | PCG-K195HP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Au 1er démarrage : écran noir et temps de chargement énorme, ubuntu ne se lance pas. **Reconfiguration de usplash nécessaire** : au démarrage de l'ordinateur, dans grub choisir **REVOVERY MODE**,  puis faites la manipulation indiquée [[:plymouth|ici]] afin de modifier la résolution en 1024 x768| Gutsy |
