
5 Mot inconnu : Mirroring => ====== Mirroring sur deux serveurs ====== | mirroring
408 Mot inconnu : IPaddr =>   * Créer l'adresse IP 192.168.214.20 sur l'alias d'interface Ethernet **eth0:0**((il est possible de personnaliser l'interface Ethernet à utiliser : ''IPaddr::ip-address[/netmask[/interface][/broadcast]]'' par exemple ''IPaddr::192.168.214.20/24/eth0/192.168.214.255'')) | ipaddr
408 Une de ces ponctuations est superflue. =>   * Créer l'adresse IP 192.168.214.20 sur l'alias d'interface Ethernet **eth0:0**((il est possible de personnaliser l'interface Ethernet à utiliser : ''IPaddr::ip-address[/netmask[/interface][/broadcast]]'' par exemple ''IPaddr::192.168.214.20/24/eth0/192.168.214.255'')) | :: => suggestions : [':', ':']

409 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Monter /dev/drbd0 sur /data |    => suggestions : ['']

410 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Démarrer ''samba'' |    => suggestions : ['']
410 Guillemets typographiques ouvrants. =>   * Démarrer ''samba'' | '' => suggestions : ['«\xa0', '“']
410 Guillemets typographiques fermants. =>   * Démarrer ''samba'' | '' => suggestions : ['\xa0»', '”']

411 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Envoyer un mail pour prévenir que ''serv1'' est le serveur sur lequel tous ces services sont disponibles |    => suggestions : ['']
411 Guillemets typographiques ouvrants. =>   * Envoyer un mail pour prévenir que ''serv1'' est le serveur sur lequel tous ces services sont disponibles | '' => suggestions : ['«\xa0', '“']
411 Mot inconnu : serv1 =>   * Envoyer un mail pour prévenir que ''serv1'' est le serveur sur lequel tous ces services sont disponibles | serv1
411 Guillemets typographiques fermants. =>   * Envoyer un mail pour prévenir que ''serv1'' est le serveur sur lequel tous ces services sont disponibles | '' => suggestions : ['\xa0»', '”']

412 Guillemets typographiques ouvrants. => Sinon, le message d'erreur est visible via la commande ''dmesg'' ou dans les log. | '' => suggestions : ['«\xa0', '“']
412 Mot inconnu : dmesg => Sinon, le message d'erreur est visible via la commande ''dmesg'' ou dans les log. | dmesg
412 Guillemets typographiques fermants. => Sinon, le message d'erreur est visible via la commande ''dmesg'' ou dans les log. | '' => suggestions : ['\xa0»', '”']
412 Accord de nombre erroné : « log » devrait être au pluriel. => Sinon, le message d'erreur est visible via la commande ''dmesg'' ou dans les log. | log => suggestions : ['logs']

415 Guillemets typographiques ouvrants. => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. | '' => suggestions : ['«\xa0', '“']
415 Guillemets typographiques fermants. => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. | '' => suggestions : ['\xa0»', '”']
415 Guillemets typographiques ouvrants. => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. | '' => suggestions : ['«\xa0', '“']
415 Guillemets typographiques fermants. => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. | '' => suggestions : ['\xa0»', '”']
415 Écriture invariable. Utilisez un point médian. => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. | 100mbit/s => suggestions : ['100Mbit·s']
415 Il manque un trait d’union. => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. | au dessus => suggestions : ['au-dessus']
415 Guillemets typographiques ouvrants. => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. | '' => suggestions : ['«\xa0', '“']
415 Guillemets typographiques fermants. => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. | '' => suggestions : ['\xa0»', '”']
415 Guillemets typographiques ouvrants. => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. | '' => suggestions : ['«\xa0', '“']
415 Guillemets typographiques fermants. => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. | '' => suggestions : ['\xa0»', '”']
415 Espace(s) surnuméraire(s) à supprimer. => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. |    => suggestions : [' ']
415 Guillemets typographiques ouvrants. => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. | '' => suggestions : ['«\xa0', '“']
415 Mot inconnu : drbd => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. | drbd
415 Guillemets typographiques fermants. => La valeur du paramètre ''rate'' est exprimée en Mo/sec (d'où le ''M''), si vous êtes en réseau 100Mbit/s, n'allez pas au dessus de ''9M'', puisqu'il s'agit (environ) de la valeur maximale de débit. La valeur ''3M'' correspond au tiers de ce débit afin de laisser de la bande passante aux utilisateurs. Le tiers de la bande passante est une valeur  conseillée sur le site de ''drbd''. | '' => suggestions : ['\xa0»', '”']

418 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Séparation physique des flux |    => suggestions : ['']

419 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Sous-réseau Gigabit dédié |    => suggestions : ['']

423 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * eth0 : pour la connexion au réseau : cette connexion sert aux utilisateurs pour accéder aux données, |    => suggestions : ['']
423 Mot inconnu : eth0 =>   * eth0 : pour la connexion au réseau : cette connexion sert aux utilisateurs pour accéder aux données, | eth0

424 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * eth1 : pour une connexion directe (via câble croisé) entre les serveurs : celle-ci pour la synchronisation des données **uniquement**((il ne faut pas faire passer le signe de vie ''heartbeat'' par cette connexion, car le signe de vie **doit** passer par le lien que les utilisateurs utilisent pour vérifier son bon fonctionnement.)). |    => suggestions : ['']
424 Mot inconnu : eth1 =>   * eth1 : pour une connexion directe (via câble croisé) entre les serveurs : celle-ci pour la synchronisation des données **uniquement**((il ne faut pas faire passer le signe de vie ''heartbeat'' par cette connexion, car le signe de vie **doit** passer par le lien que les utilisateurs utilisent pour vérifier son bon fonctionnement.)). | eth1
424 Guillemets typographiques ouvrants. =>   * eth1 : pour une connexion directe (via câble croisé) entre les serveurs : celle-ci pour la synchronisation des données **uniquement**((il ne faut pas faire passer le signe de vie ''heartbeat'' par cette connexion, car le signe de vie **doit** passer par le lien que les utilisateurs utilisent pour vérifier son bon fonctionnement.)). | '' => suggestions : ['«\xa0', '“']
424 Mot inconnu : heartbeat =>   * eth1 : pour une connexion directe (via câble croisé) entre les serveurs : celle-ci pour la synchronisation des données **uniquement**((il ne faut pas faire passer le signe de vie ''heartbeat'' par cette connexion, car le signe de vie **doit** passer par le lien que les utilisateurs utilisent pour vérifier son bon fonctionnement.)). | heartbeat
424 Guillemets typographiques fermants. =>   * eth1 : pour une connexion directe (via câble croisé) entre les serveurs : celle-ci pour la synchronisation des données **uniquement**((il ne faut pas faire passer le signe de vie ''heartbeat'' par cette connexion, car le signe de vie **doit** passer par le lien que les utilisateurs utilisent pour vérifier son bon fonctionnement.)). | '' => suggestions : ['\xa0»', '”']

429 Typographie : points de suspension. Utilisez le caractère dédié. => <file>... | ... => suggestions : ['…']

431 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   syncer { |    => suggestions : ['']
431 Mot inconnu : syncer =>   syncer { | syncer

432 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     verify-alg sha1; |      => suggestions : ['']
432 Mot inconnu : verify-alg =>     verify-alg sha1; | verify-alg
432 Mot inconnu : sha1 =>     verify-alg sha1; | sha1

433 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   } |    => suggestions : ['']

435 Typographie : points de suspension. Utilisez le caractère dédié. => ... | ... => suggestions : ['…']

437 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   on serv1 { |    => suggestions : ['']
437 Mot inconnu : serv1 =>   on serv1 { | serv1

438 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     address   192.168.24.10:7788; |      => suggestions : ['']
438 Mot inconnu : address =>     address   192.168.24.10:7788; | address
438 Espace(s) surnuméraire(s) à supprimer. =>     address   192.168.24.10:7788; |     => suggestions : [' ']

439 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   } |    => suggestions : ['']

440 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   on serv2 { |    => suggestions : ['']
440 Mot inconnu : serv2 =>   on serv2 { | serv2

441 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     address   192.168.24.11:7788; |      => suggestions : ['']
441 Mot inconnu : address =>     address   192.168.24.11:7788; | address
441 Espace(s) surnuméraire(s) à supprimer. =>     address   192.168.24.11:7788; |     => suggestions : [' ']

442 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   } |    => suggestions : ['']

444 Mot inconnu : NFS => Ainsi que les éventuels partages (NFS) permettant la synchronisation des fichiers de configuration. | nfs

445 Guillemets typographiques ouvrants. => <note important>Attention de ne pas modifier le fichier **/etc/hosts**, sauf en rajoutant éventuellement des nouveaux noms de machine, ''serv1_eth1'' par exemple, puisque ''heartbeat'' utilise les noms de machine associés à eth0.</note> | '' => suggestions : ['«\xa0', '“']
445 Mot inconnu : serv1_eth1 => <note important>Attention de ne pas modifier le fichier **/etc/hosts**, sauf en rajoutant éventuellement des nouveaux noms de machine, ''serv1_eth1'' par exemple, puisque ''heartbeat'' utilise les noms de machine associés à eth0.</note> | serv1_eth1
445 Guillemets typographiques fermants. => <note important>Attention de ne pas modifier le fichier **/etc/hosts**, sauf en rajoutant éventuellement des nouveaux noms de machine, ''serv1_eth1'' par exemple, puisque ''heartbeat'' utilise les noms de machine associés à eth0.</note> | '' => suggestions : ['\xa0»', '”']
445 Guillemets typographiques ouvrants. => <note important>Attention de ne pas modifier le fichier **/etc/hosts**, sauf en rajoutant éventuellement des nouveaux noms de machine, ''serv1_eth1'' par exemple, puisque ''heartbeat'' utilise les noms de machine associés à eth0.</note> | '' => suggestions : ['«\xa0', '“']
445 Mot inconnu : heartbeat => <note important>Attention de ne pas modifier le fichier **/etc/hosts**, sauf en rajoutant éventuellement des nouveaux noms de machine, ''serv1_eth1'' par exemple, puisque ''heartbeat'' utilise les noms de machine associés à eth0.</note> | heartbeat
445 Guillemets typographiques fermants. => <note important>Attention de ne pas modifier le fichier **/etc/hosts**, sauf en rajoutant éventuellement des nouveaux noms de machine, ''serv1_eth1'' par exemple, puisque ''heartbeat'' utilise les noms de machine associés à eth0.</note> | '' => suggestions : ['\xa0»', '”']
445 Mot inconnu : eth0 => <note important>Attention de ne pas modifier le fichier **/etc/hosts**, sauf en rajoutant éventuellement des nouveaux noms de machine, ''serv1_eth1'' par exemple, puisque ''heartbeat'' utilise les noms de machine associés à eth0.</note> | eth0

448 Écriture invariable. Utilisez un point médian. => Dans le cas où le réseau utilisateur est en 100Mbit/s, il est possible d'utiliser un //petit// switch Gigabit (de 3 ports minimum) : | 100mbit/s => suggestions : ['100Mbit·s']
448 Mot inconnu : switch => Dans le cas où le réseau utilisateur est en 100Mbit/s, il est possible d'utiliser un //petit// switch Gigabit (de 3 ports minimum) : | switch

449 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Port 1 : liaison avec le switch du réseau utilisateur (lien 100Mbit/s) |    => suggestions : ['']
449 Mot inconnu : switch =>   * Port 1 : liaison avec le switch du réseau utilisateur (lien 100Mbit/s) | switch
449 Écriture invariable. Utilisez un point médian. =>   * Port 1 : liaison avec le switch du réseau utilisateur (lien 100Mbit/s) | 100mbit/s => suggestions : ['100Mbit·s']

450 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Port 2 : liaison avec un serveur (lien Gigabit) |    => suggestions : ['']

451 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Port 3 : liaison avec l'autre serveur (lien Gigabit) |    => suggestions : ['']

452 Guillemets typographiques ouvrants. => De cette manière, la synchronisation entre les deux serveurs se fait via un lien Gigabit, et les utilisateurs ne sont pas pénalisés. La valeur du débit peut alors être fixée à ''10M''. | '' => suggestions : ['«\xa0', '“']
452 Guillemets typographiques fermants. => De cette manière, la synchronisation entre les deux serveurs se fait via un lien Gigabit, et les utilisateurs ne sont pas pénalisés. La valeur du débit peut alors être fixée à ''10M''. | '' => suggestions : ['\xa0»', '”']

455 Guillemets typographiques ouvrants. => Seul le fichier **/etc/drbd.conf** doit être modifié, plus particulièrement le débit alloué à ''drbd'' : | '' => suggestions : ['«\xa0', '“']
455 Mot inconnu : drbd => Seul le fichier **/etc/drbd.conf** doit être modifié, plus particulièrement le débit alloué à ''drbd'' : | drbd
455 Guillemets typographiques fermants. => Seul le fichier **/etc/drbd.conf** doit être modifié, plus particulièrement le débit alloué à ''drbd'' : | '' => suggestions : ['\xa0»', '”']

456 Typographie : points de suspension. Utilisez le caractère dédié. => <file>... | ... => suggestions : ['…']

457 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

458 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   syncer { |    => suggestions : ['']
458 Mot inconnu : syncer =>   syncer { | syncer

459 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     rate 10M; |      => suggestions : ['']

460 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     verify-alg sha1; |      => suggestions : ['']
460 Mot inconnu : verify-alg =>     verify-alg sha1; | verify-alg
460 Mot inconnu : sha1 =>     verify-alg sha1; | sha1

461 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   } |    => suggestions : ['']

463 Typographie : points de suspension. Utilisez le caractère dédié. => ...</file> | ... => suggestions : ['…']

466 Mot inconnu : NFS => Il est vivement conseillé de créer des partages NFS entre les deux serveurs afin de synchroniser les fichiers de configuration via un script. | nfs

470 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/resolv.conf |    => suggestions : ['']

471 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/group |    => suggestions : ['']

472 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/passwd |    => suggestions : ['']

473 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/shadow |    => suggestions : ['']

474 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/gshadow |    => suggestions : ['']

476 Guillemets typographiques ouvrants. => Pour ''drbd'' : | '' => suggestions : ['«\xa0', '“']
476 Mot inconnu : drbd => Pour ''drbd'' : | drbd
476 Guillemets typographiques fermants. => Pour ''drbd'' : | '' => suggestions : ['\xa0»', '”']

477 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/drbd.conf |    => suggestions : ['']

479 Guillemets typographiques ouvrants. => Pour ''samba'' : | '' => suggestions : ['«\xa0', '“']
479 Guillemets typographiques fermants. => Pour ''samba'' : | '' => suggestions : ['\xa0»', '”']

480 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/samba/smb.conf |    => suggestions : ['']

481 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /var/lib/samba/account_policy.tdb |    => suggestions : ['']

482 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /var/lib/samba/group_mapping.ldb |    => suggestions : ['']

483 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /var/lib/samba/ntdrivers.tdb |    => suggestions : ['']

484 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /var/lib/samba/ntforms.tdb |    => suggestions : ['']

485 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /var/lib/samba/passdb.tdb |    => suggestions : ['']

486 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /var/lib/samba/secrets.tdb |    => suggestions : ['']

488 Guillemets typographiques ouvrants. => Pour ''heartbeat'' : | '' => suggestions : ['«\xa0', '“']
488 Mot inconnu : heartbeat => Pour ''heartbeat'' : | heartbeat
488 Guillemets typographiques fermants. => Pour ''heartbeat'' : | '' => suggestions : ['\xa0»', '”']

489 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/ha.d/ha.cf |    => suggestions : ['']

490 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/ha.d/authkeys |    => suggestions : ['']

491 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/ha.d/haresources |    => suggestions : ['']

493 Typographie : points de suspension. Utilisez le caractère dédié. => === Et éventuellement aussi... === | ... => suggestions : ['…']

494 Typographie : points de suspension. Utilisez le caractère dédié. => Si vous utilisez les mêmes outils que moi pour la gestion des serveurs... | ... => suggestions : ['…']

496 Guillemets typographiques ouvrants. => Pour ''mail'' (ssmtp) : | '' => suggestions : ['«\xa0', '“']
496 Guillemets typographiques fermants. => Pour ''mail'' (ssmtp) : | '' => suggestions : ['\xa0»', '”']
496 Mot inconnu : ssmtp => Pour ''mail'' (ssmtp) : | ssmtp

497 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/ssmtp/revaliases |    => suggestions : ['']

498 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/ssmtp/ssmtp.conf |    => suggestions : ['']

500 Guillemets typographiques ouvrants. => Pour ''smcroute'' : | '' => suggestions : ['«\xa0', '“']
500 Mot inconnu : smcroute => Pour ''smcroute'' : | smcroute
500 Guillemets typographiques fermants. => Pour ''smcroute'' : | '' => suggestions : ['\xa0»', '”']

501 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/smcroute/startup.sh |    => suggestions : ['']

503 Guillemets typographiques ouvrants. => Pour ''NFS'' : | '' => suggestions : ['«\xa0', '“']
503 Mot inconnu : NFS => Pour ''NFS'' : | nfs
503 Guillemets typographiques fermants. => Pour ''NFS'' : | '' => suggestions : ['\xa0»', '”']

504 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/exports |    => suggestions : ['']

505 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/hosts.deny |    => suggestions : ['']

506 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/hosts.allow |    => suggestions : ['']

510 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/hostname |    => suggestions : ['']

511 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/hosts |    => suggestions : ['']

512 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/netwok/interfaces |    => suggestions : ['']

513 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/fstab |    => suggestions : ['']

516 Guillemets typographiques ouvrants. => Si vous avez opté pour le clonage d'un serveur vers l'autre (attention à ''drbd''), vous devrez personnaliser ces fichiers sur chaque serveur : | '' => suggestions : ['«\xa0', '“']
516 Mot inconnu : drbd => Si vous avez opté pour le clonage d'un serveur vers l'autre (attention à ''drbd''), vous devrez personnaliser ces fichiers sur chaque serveur : | drbd
516 Guillemets typographiques fermants. => Si vous avez opté pour le clonage d'un serveur vers l'autre (attention à ''drbd''), vous devrez personnaliser ces fichiers sur chaque serveur : | '' => suggestions : ['\xa0»', '”']

517 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /var/lib/heartbeat/hb_uuid (supprimer ce fichier sur l'un des 2 serveurs après clonage, il sera généré au prochain démarrage de heartbeat) |    => suggestions : ['']
517 Mot inconnu : heartbeat =>   * /var/lib/heartbeat/hb_uuid (supprimer ce fichier sur l'un des 2 serveurs après clonage, il sera généré au prochain démarrage de heartbeat) | heartbeat

518 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * /etc/udev/rules.d/70-persistent-net.rules (pour faire en sorte que l'interface Ethernet eth0 soit utilisable) |    => suggestions : ['']
518 Mot inconnu : eth0 =>   * /etc/udev/rules.d/70-persistent-net.rules (pour faire en sorte que l'interface Ethernet eth0 soit utilisable) | eth0

520 Typographie : points de suspension. Utilisez le caractère dédié. => ===== En cas de pépin... ===== | ... => suggestions : ['…']

521 Mot inconnu : drbd => ==== Problèmes lors de la mise en place de drbd ==== | drbd
523 Mot inconnu : Failure => <file>/dev/drbd0: Failure: (124) Device is attached to a disk (use detach first) | failure
523 Mot inconnu : Device => <file>/dev/drbd0: Failure: (124) Device is attached to a disk (use detach first) | device
523 Mot inconnu : is => <file>/dev/drbd0: Failure: (124) Device is attached to a disk (use detach first) | is
523 Mot inconnu : attached => <file>/dev/drbd0: Failure: (124) Device is attached to a disk (use detach first) | attached
523 Mot inconnu : to => <file>/dev/drbd0: Failure: (124) Device is attached to a disk (use detach first) | to
523 Mot inconnu : disk => <file>/dev/drbd0: Failure: (124) Device is attached to a disk (use detach first) | disk
523 Mot inconnu : detach => <file>/dev/drbd0: Failure: (124) Device is attached to a disk (use detach first) | detach
523 Mot inconnu : first => <file>/dev/drbd0: Failure: (124) Device is attached to a disk (use detach first) | first

524 Mot inconnu : Command => Command 'drbdsetup /dev/drbd0 disk /dev/sda6 /dev/sda6 internal --set-defaults --create-device --on-io-error=detach' terminated with exit code 10</file> | command
524 Guillemets typographiques ouvrants. => Command 'drbdsetup /dev/drbd0 disk /dev/sda6 /dev/sda6 internal --set-defaults --create-device --on-io-error=detach' terminated with exit code 10</file> | ' => suggestions : ['“', '‘', '‹']
524 Mot inconnu : drbdsetup => Command 'drbdsetup /dev/drbd0 disk /dev/sda6 /dev/sda6 internal --set-defaults --create-device --on-io-error=detach' terminated with exit code 10</file> | drbdsetup
524 Mot inconnu : disk => Command 'drbdsetup /dev/drbd0 disk /dev/sda6 /dev/sda6 internal --set-defaults --create-device --on-io-error=detach' terminated with exit code 10</file> | disk
524 Mot inconnu : internal => Command 'drbdsetup /dev/drbd0 disk /dev/sda6 /dev/sda6 internal --set-defaults --create-device --on-io-error=detach' terminated with exit code 10</file> | internal
524 Mot inconnu : set-defaults => Command 'drbdsetup /dev/drbd0 disk /dev/sda6 /dev/sda6 internal --set-defaults --create-device --on-io-error=detach' terminated with exit code 10</file> | set-defaults
524 Mot inconnu : create-device => Command 'drbdsetup /dev/drbd0 disk /dev/sda6 /dev/sda6 internal --set-defaults --create-device --on-io-error=detach' terminated with exit code 10</file> | create-device
524 Mot inconnu : on-io-error => Command 'drbdsetup /dev/drbd0 disk /dev/sda6 /dev/sda6 internal --set-defaults --create-device --on-io-error=detach' terminated with exit code 10</file> | on-io-error
