
4 Mot inconnu : Groff => ====== Groff  tutoriel====== | groff
642 Guillemets typographiques fermants. => Par la touche "Insert" de votre clavier, vous accédez au mode INSERTION (confirmation en bas à gauche de l'écran). | " => suggestions : ['\xa0»', '”']
643 Mot inconnu : nano => Vous pouvez alors entrer votre texte. Si vous cherchez un exemple; reprenez les 4 lignes proposées pour nano ci-dessus. | nano

645 Guillemets typographiques ouvrants. => Une fois le texte entré, retournez en mode commande par "Échap" (ou "Esc"). | " => suggestions : ['«\xa0', '“']
645 Mot inconnu : Échap => Une fois le texte entré, retournez en mode commande par "Échap" (ou "Esc"). | échap
645 Guillemets typographiques fermants. => Une fois le texte entré, retournez en mode commande par "Échap" (ou "Esc"). | " => suggestions : ['\xa0»', '”']
645 Guillemets typographiques ouvrants. => Une fois le texte entré, retournez en mode commande par "Échap" (ou "Esc"). | " => suggestions : ['«\xa0', '“']
645 Mot inconnu : Esc => Une fois le texte entré, retournez en mode commande par "Échap" (ou "Esc"). | esc
645 Guillemets typographiques fermants. => Une fois le texte entré, retournez en mode commande par "Échap" (ou "Esc"). | " => suggestions : ['\xa0»', '”']

647 S’il s’agit d’un impératif, mettez un trait d’union. => Enregistrez votre texte et nommez le avec **:w** nom_de_fichier. Par ex. "hiver". | nommez le => suggestions : ['nommez-le']
647 Mot inconnu : nom_de_fichier => Enregistrez votre texte et nommez le avec **:w** nom_de_fichier. Par ex. "hiver". | nom_de_fichier
647 Guillemets typographiques ouvrants. => Enregistrez votre texte et nommez le avec **:w** nom_de_fichier. Par ex. "hiver". | " => suggestions : ['«\xa0', '“']
647 Guillemets typographiques fermants. => Enregistrez votre texte et nommez le avec **:w** nom_de_fichier. Par ex. "hiver". | " => suggestions : ['\xa0»', '”']

649 Mot inconnu : vim => Quittez vim avec **:q**. Vous retrouvez le prompt où vous pouvez entrer la commande groff: | vim
649 Mot inconnu : groff => Quittez vim avec **:q**. Vous retrouvez le prompt où vous pouvez entrer la commande groff: | groff

652 Mot inconnu : gxditview => L'aperçu gxditview (par l'option -X) ne fonctionne évidemment pas en console. Le seul moyen de voir votre fichier de sortie est donc de l'imprimer.  | gxditview
652 Il manque un espace à côté du tiret. => L'aperçu gxditview (par l'option -X) ne fonctionne évidemment pas en console. Le seul moyen de voir votre fichier de sortie est donc de l'imprimer.  |  - => suggestions : [' – ', ' — ']
652 Espace(s) en fin de ligne à supprimer. => L'aperçu gxditview (par l'option -X) ne fonctionne évidemment pas en console. Le seul moyen de voir votre fichier de sortie est donc de l'imprimer.  |   => suggestions : ['']

654 Mot inconnu : F7 => Retour sur la session graphique par Ctrl+Alt+F7 | f7

656 Mot inconnu : Nano => <note>Nano et vim peuvent tout aussi bien être lancés dans le terminal. Dans ce cas, vous êtes en mode graphique et gxditview peut vous donner un aperçu de votre texte.</note> | nano
656 Mot inconnu : vim => <note>Nano et vim peuvent tout aussi bien être lancés dans le terminal. Dans ce cas, vous êtes en mode graphique et gxditview peut vous donner un aperçu de votre texte.</note> | vim
656 Mot inconnu : gxditview => <note>Nano et vim peuvent tout aussi bien être lancés dans le terminal. Dans ce cas, vous êtes en mode graphique et gxditview peut vous donner un aperçu de votre texte.</note> | gxditview

661 Mot inconnu : groff => La documentation officielle de groff: | groff

663 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

664 Mot inconnu : groff => Les utilisateurs de groff se retrouvent et s'entraident sur la [[https://lists.gnu.org/mailman/listinfo/groff/|liste de distribution]]. | groff

668 Mot inconnu : groff => Pour apprendre à définir ses propres macros dans groff, lire le chapitre 14 de   | groff
668 Espace(s) en fin de ligne à supprimer. => Pour apprendre à définir ses propres macros dans groff, lire le chapitre 14 de   |    => suggestions : ['']

672 Mot inconnu : Groff => =====Groff  l'ent===== | groff
672 Espace(s) surnuméraire(s) à supprimer. => =====Groff  l'ent===== |    => suggestions : [' ']
672 Mot inconnu : ent => =====Groff  l'ent===== | ent

674 Mot inconnu : groff => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  | groff
674 Mot inconnu : RUNOFF => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  | runoff
674 Mot inconnu : roff => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  | roff
674 Mot inconnu : troff => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  | troff
674 Typographie : points de suspension. Utilisez le caractère dédié. => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  | ... => suggestions : ['…']
674 Il manque un espace à côté du tiret. => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  |  - => suggestions : [' – ', ' — ']
674 Mot inconnu : mom => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  | mom
674 Espace(s) surnuméraire(s) à supprimer. => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  |    => suggestions : [' ']
674 Mot inconnu : tbl => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  | tbl
674 Mot inconnu : eqn => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  | eqn
674 Typographie : points de suspension. Utilisez le caractère dédié. => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  | ... => suggestions : ['…']
674 Mot inconnu : groffer => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  | groffer
674 Typographie : points de suspension. Utilisez le caractère dédié. => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  | ... => suggestions : ['…']
674 Pas d’espace avant un point. => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  |  . => suggestions : ['.']
674 Espace(s) en fin de ligne à supprimer. => Comme vous avez pu le voir, groff est un logiciel qui se développe dans le long terme. Il est enraciné dans des logiciels plus anciens (RUNOFF, roff, troff...), mais aussi très ramifié, touffu, avec ses variantes -mom, -me, -ms, -mm,  -man, ses préprocesseurs (tbl, eqn ...) et ses logiciels auxiliaires (grog, groffer...) .  |   => suggestions : ['']

676 Espace(s) en fin de ligne à supprimer. => Il est accessible seulement à ceux qui sont prêts à lui consacrer assez de temps.  |   => suggestions : ['']

678 Mot inconnu : extrème => D'une extrème discrétion, n'apparaissant dans aucun menu déroulant, il se confond avec le paysage, et se contente de très peu de ressources. Néanmoins, c'est un outil très puissant.  | extrème
678 Espace(s) en fin de ligne à supprimer. => D'une extrème discrétion, n'apparaissant dans aucun menu déroulant, il se confond avec le paysage, et se contente de très peu de ressources. Néanmoins, c'est un outil très puissant.  |   => suggestions : ['']

681 Mot inconnu : groff => On peut donc qualifier groff de logiciel entique  ;-) . | groff
681 Mot inconnu : entique => On peut donc qualifier groff de logiciel entique  ;-) . | entique
681 Espace(s) surnuméraire(s) à supprimer. => On peut donc qualifier groff de logiciel entique  ;-) . |    => suggestions : [' ']
685 Mot inconnu : hibou7 => //Contributeurs principaux : [[hibou7]], Bertrand Garrigues (exemple d'utilisation de Mom).// | hibou7
685 Mot inconnu : Mom => //Contributeurs principaux : [[hibou7]], Bertrand Garrigues (exemple d'utilisation de Mom).// | mom
