
4 Mot inconnu : nVidia => ====== nVidia Optimus : la vidéo hybride ====== | nvidia
171 Mot inconnu : GitHub => En effet, sur GitHub, il n'y a qu'une branche d'intégration, la //master//, et les mises à jours sont publiées à la va vite sur le PPA, sans tests, impactant de nombreux utilisateurs avec certains changements critiques, le paroxysme étant atteint lors d'un "bug" aux conséquences désastreuses, amenant plusieurs centaines de milliers de visiteurs sur le projet en l'espace de quelques jours, lors de la création du premier meme GitHub. [[https://github.com/MrMEEE/bumblebee/commit/a047be85247755cdbe0acce6f1dafc8beb84f2ac|C'est ici pour les curieux]]. | github

173 Avec une unité de mesure, mettez un espace insécable. => D'autres erreurs de développement créent des troubles, bien que moins graves, mais après quelques semaines la situation devient intenable, et l'absence fin juillet durant 2 semaines de MrMEEE fait prendre conscience de l'ampleur de la situation à toute l'équipe, car celui-ci est le seul ayant les droits d'accès au PPA, et le seul ayant les droits d'administration sur le projet GitHub, et cette absence arrive au moment même où deux des bugs les plus gênants font leur apparition. | 2 semaines => suggestions : ['2\xa0semaines']
173 Mot inconnu : MrMEEE => D'autres erreurs de développement créent des troubles, bien que moins graves, mais après quelques semaines la situation devient intenable, et l'absence fin juillet durant 2 semaines de MrMEEE fait prendre conscience de l'ampleur de la situation à toute l'équipe, car celui-ci est le seul ayant les droits d'accès au PPA, et le seul ayant les droits d'administration sur le projet GitHub, et cette absence arrive au moment même où deux des bugs les plus gênants font leur apparition. | mrmeee
173 Mot inconnu : GitHub => D'autres erreurs de développement créent des troubles, bien que moins graves, mais après quelques semaines la situation devient intenable, et l'absence fin juillet durant 2 semaines de MrMEEE fait prendre conscience de l'ampleur de la situation à toute l'équipe, car celui-ci est le seul ayant les droits d'accès au PPA, et le seul ayant les droits d'administration sur le projet GitHub, et cette absence arrive au moment même où deux des bugs les plus gênants font leur apparition. | github

177 Mot inconnu : MrMEEE => MrMEEE décline l'invitation à rejoindre le projet à son retour, car il manque de temps, et préfère se concentrer sur une version Ubuntu avec les connaissances qu'il a acquises au cours du développement de bumblebee. N'étant cependant pas en mauvais terme avec les autres développeurs, il leur laisse le nom original, les droits (notamment pour la suppression des licences BEERWARE et 42, critiquées par les autres développeurs), ainsi que les images. Si pour certains, cette séparation n'est toujours pas finie, on peut désormais considérer les deux entités comme entièrement indépendantes. | mrmeee
177 Mot inconnu : bumblebee => MrMEEE décline l'invitation à rejoindre le projet à son retour, car il manque de temps, et préfère se concentrer sur une version Ubuntu avec les connaissances qu'il a acquises au cours du développement de bumblebee. N'étant cependant pas en mauvais terme avec les autres développeurs, il leur laisse le nom original, les droits (notamment pour la suppression des licences BEERWARE et 42, critiquées par les autres développeurs), ainsi que les images. Si pour certains, cette séparation n'est toujours pas finie, on peut désormais considérer les deux entités comme entièrement indépendantes. | bumblebee
177 Mot inconnu : BEERWARE => MrMEEE décline l'invitation à rejoindre le projet à son retour, car il manque de temps, et préfère se concentrer sur une version Ubuntu avec les connaissances qu'il a acquises au cours du développement de bumblebee. N'étant cependant pas en mauvais terme avec les autres développeurs, il leur laisse le nom original, les droits (notamment pour la suppression des licences BEERWARE et 42, critiquées par les autres développeurs), ainsi que les images. Si pour certains, cette séparation n'est toujours pas finie, on peut désormais considérer les deux entités comme entièrement indépendantes. | beerware

179 Mot inconnu : IronHide => IronHide est donc la filiation directe de bumblebee, tandis que Bumblebee est un projet partant de zéro. | ironhide
179 Mot inconnu : bumblebee => IronHide est donc la filiation directe de bumblebee, tandis que Bumblebee est un projet partant de zéro. | bumblebee
179 Mot inconnu : Bumblebee => IronHide est donc la filiation directe de bumblebee, tandis que Bumblebee est un projet partant de zéro. | bumblebee

181 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => A l'avenir, l'ensemble des mentions à l'ancien bumblebee devraient disparaître de l'Internet, seulement pour le moment le référencement par Google de l'ancien projet est beaucoup trop fort (écrasant souvent le personnage de Transformer au classement), notamment à cause du meme sus-cité, et cela crée une grande confusion chez la plupart des gens. D'autant plus que le projet bumblebee original est marqué comme "OUTDATED", mais ne redirige pas explicitement vers la nouvelle version. | a => suggestions : ['À']
181 Mot inconnu : bumblebee => A l'avenir, l'ensemble des mentions à l'ancien bumblebee devraient disparaître de l'Internet, seulement pour le moment le référencement par Google de l'ancien projet est beaucoup trop fort (écrasant souvent le personnage de Transformer au classement), notamment à cause du meme sus-cité, et cela crée une grande confusion chez la plupart des gens. D'autant plus que le projet bumblebee original est marqué comme "OUTDATED", mais ne redirige pas explicitement vers la nouvelle version. | bumblebee
181 Mot inconnu : meme => A l'avenir, l'ensemble des mentions à l'ancien bumblebee devraient disparaître de l'Internet, seulement pour le moment le référencement par Google de l'ancien projet est beaucoup trop fort (écrasant souvent le personnage de Transformer au classement), notamment à cause du meme sus-cité, et cela crée une grande confusion chez la plupart des gens. D'autant plus que le projet bumblebee original est marqué comme "OUTDATED", mais ne redirige pas explicitement vers la nouvelle version. | meme
181 Mot inconnu : bumblebee => A l'avenir, l'ensemble des mentions à l'ancien bumblebee devraient disparaître de l'Internet, seulement pour le moment le référencement par Google de l'ancien projet est beaucoup trop fort (écrasant souvent le personnage de Transformer au classement), notamment à cause du meme sus-cité, et cela crée une grande confusion chez la plupart des gens. D'autant plus que le projet bumblebee original est marqué comme "OUTDATED", mais ne redirige pas explicitement vers la nouvelle version. | bumblebee
181 Guillemets typographiques ouvrants. => A l'avenir, l'ensemble des mentions à l'ancien bumblebee devraient disparaître de l'Internet, seulement pour le moment le référencement par Google de l'ancien projet est beaucoup trop fort (écrasant souvent le personnage de Transformer au classement), notamment à cause du meme sus-cité, et cela crée une grande confusion chez la plupart des gens. D'autant plus que le projet bumblebee original est marqué comme "OUTDATED", mais ne redirige pas explicitement vers la nouvelle version. | " => suggestions : ['«\xa0', '“']
181 Mot inconnu : OUTDATED => A l'avenir, l'ensemble des mentions à l'ancien bumblebee devraient disparaître de l'Internet, seulement pour le moment le référencement par Google de l'ancien projet est beaucoup trop fort (écrasant souvent le personnage de Transformer au classement), notamment à cause du meme sus-cité, et cela crée une grande confusion chez la plupart des gens. D'autant plus que le projet bumblebee original est marqué comme "OUTDATED", mais ne redirige pas explicitement vers la nouvelle version. | outdated
181 Guillemets typographiques fermants. => A l'avenir, l'ensemble des mentions à l'ancien bumblebee devraient disparaître de l'Internet, seulement pour le moment le référencement par Google de l'ancien projet est beaucoup trop fort (écrasant souvent le personnage de Transformer au classement), notamment à cause du meme sus-cité, et cela crée une grande confusion chez la plupart des gens. D'autant plus que le projet bumblebee original est marqué comme "OUTDATED", mais ne redirige pas explicitement vers la nouvelle version. | " => suggestions : ['\xa0»', '”']

189 Ce verbe devrait être un participe passé au masculin singulier. => L'informatique, bien qu'elle soit une science/technologie relativement récente par rapport à d'autres, n'en est pas moins celle qui progresse le plus vite. Et en quelques décennies d'existence, les choses ont complètement changées, à un point qu'on était loin d'imaginer à l'époque. | changées => suggestions : ['changé']

195 Mot inconnu : téra-octets => Alors qu'un disque dur d'une taille de plusieurs méga-octets représentait la pointe de la technologie, comment imaginer que quelques années plus tard, les tailles de quelques téra-octets seraient le standard dans le grand public ? De même, alors que les puces graphiques avaient comme unique tâche d'afficher la sortie vidéo à l'écran, comment imaginer qu'on arriverait à une telle situation où de multiples cartes graphiques se partagent le travail de manière dynamique ? Ou encore, puisque le clavier était le seul moyen d'entrée, pourquoi auraient-ils codés un support pour les souris ? | téra-octets
195 Avec “avoir”, il faut un participe passé (au masculin singulier, sauf éventuellement si un COD précède). => Alors qu'un disque dur d'une taille de plusieurs méga-octets représentait la pointe de la technologie, comment imaginer que quelques années plus tard, les tailles de quelques téra-octets seraient le standard dans le grand public ? De même, alors que les puces graphiques avaient comme unique tâche d'afficher la sortie vidéo à l'écran, comment imaginer qu'on arriverait à une telle situation où de multiples cartes graphiques se partagent le travail de manière dynamique ? Ou encore, puisque le clavier était le seul moyen d'entrée, pourquoi auraient-ils codés un support pour les souris ? | codés => suggestions : ['codé']

199 Mot inconnu : EFI => Un remplaçant existe depuis des années, c'est l'EFI, et il commence enfin à faire son apparition massive dans l'informatique grand public. Il supporte la souris, les couleurs, ainsi que la plupart des technologies existantes si cela a un sens, et est prévu pour être évolutif pour s'adapter à l'avenir. | efi
201 Il manque un espace. => Pourquoi raconter l'histoire du BIOS ? Parce que celle de X.org, le serveur gérant notamment l'affichage sous Linux, est quasiment la même, mais plus complexe au niveau des problèmes rencontrés et de leur description. | org => suggestions : [' org']

205 Confusion. Ce chien, ce chat… Se demander, se croire… => Un projet a donc été initié pour le remplacer, se projet se nomme Wayland, et son développement est très actif. Seulement, cela nécessitera dans un premier temps d'écrire une couche de compatibilité pour que les applications X.org continuent de fonctionner, puis de transposer toutes ces applications vers Wayland. | se => suggestions : ['ce']
205 Incohérence avec « se » : « projet » devrait être un verbe. => Un projet a donc été initié pour le remplacer, se projet se nomme Wayland, et son développement est très actif. Seulement, cela nécessitera dans un premier temps d'écrire une couche de compatibilité pour que les applications X.org continuent de fonctionner, puis de transposer toutes ces applications vers Wayland. | projet => suggestions : []
205 Il manque un espace. => Un projet a donc été initié pour le remplacer, se projet se nomme Wayland, et son développement est très actif. Seulement, cela nécessitera dans un premier temps d'écrire une couche de compatibilité pour que les applications X.org continuent de fonctionner, puis de transposer toutes ces applications vers Wayland. | org => suggestions : [' org']

207 Mot inconnu : Optimus => En ce qui concerne Optimus plus en détails, voici divers problèmes rencontrés : | optimus

208 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * X.org ne supporte qu'une seule carte graphique à la fois, dans le cadre de SLI, c'est le pilote nvidia qui fait le reste, dans le cadre d'Optimus, les pilotes propriétaires ne supportant pas cette technologie, il n'y a pas grand chose à faire de ce point de vue là ; |    => suggestions : ['']
208 Il manque un espace. =>   * X.org ne supporte qu'une seule carte graphique à la fois, dans le cadre de SLI, c'est le pilote nvidia qui fait le reste, dans le cadre d'Optimus, les pilotes propriétaires ne supportant pas cette technologie, il n'y a pas grand chose à faire de ce point de vue là ; | org => suggestions : [' org']
208 Mot inconnu : SLI =>   * X.org ne supporte qu'une seule carte graphique à la fois, dans le cadre de SLI, c'est le pilote nvidia qui fait le reste, dans le cadre d'Optimus, les pilotes propriétaires ne supportant pas cette technologie, il n'y a pas grand chose à faire de ce point de vue là ; | sli
208 Mot inconnu : nvidia =>   * X.org ne supporte qu'une seule carte graphique à la fois, dans le cadre de SLI, c'est le pilote nvidia qui fait le reste, dans le cadre d'Optimus, les pilotes propriétaires ne supportant pas cette technologie, il n'y a pas grand chose à faire de ce point de vue là ; | nvidia
208 Mot inconnu : Optimus =>   * X.org ne supporte qu'une seule carte graphique à la fois, dans le cadre de SLI, c'est le pilote nvidia qui fait le reste, dans le cadre d'Optimus, les pilotes propriétaires ne supportant pas cette technologie, il n'y a pas grand chose à faire de ce point de vue là ; | optimus
208 Il manque un trait d’union. =>   * X.org ne supporte qu'une seule carte graphique à la fois, dans le cadre de SLI, c'est le pilote nvidia qui fait le reste, dans le cadre d'Optimus, les pilotes propriétaires ne supportant pas cette technologie, il n'y a pas grand chose à faire de ce point de vue là ; | grand chose => suggestions : ['grand-chose']

209 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * X.org ne peut pas changer de carte graphique liée sans être redémarré, c'est à dire sans fermer toute application l'utilisant ; |    => suggestions : ['']
209 Il manque un espace. =>   * X.org ne peut pas changer de carte graphique liée sans être redémarré, c'est à dire sans fermer toute application l'utilisant ; | org => suggestions : [' org']
209 Il manque les traits d’union. =>   * X.org ne peut pas changer de carte graphique liée sans être redémarré, c'est à dire sans fermer toute application l'utilisant ; | c'est à dire => suggestions : ['c’est-à-dire']

210 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * nouveau, le pilote libre, est incapable d'utiliser la carte nvidia la plupart du temps, car il s'agit de cartes récentes qui ne sont pas supportées. Il peut provoquer de nombreux problèmes, notamment des Kernel Panic. Or il est intégré au noyau, ce qui peut entre autre empêcher le noyeau de se charger correctement ; |    => suggestions : ['']
210 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. =>   * nouveau, le pilote libre, est incapable d'utiliser la carte nvidia la plupart du temps, car il s'agit de cartes récentes qui ne sont pas supportées. Il peut provoquer de nombreux problèmes, notamment des Kernel Panic. Or il est intégré au noyau, ce qui peut entre autre empêcher le noyeau de se charger correctement ; | nouveau => suggestions : ['Nouveau']
210 Mot inconnu : nvidia =>   * nouveau, le pilote libre, est incapable d'utiliser la carte nvidia la plupart du temps, car il s'agit de cartes récentes qui ne sont pas supportées. Il peut provoquer de nombreux problèmes, notamment des Kernel Panic. Or il est intégré au noyau, ce qui peut entre autre empêcher le noyeau de se charger correctement ; | nvidia
210 Mot inconnu : Kernel =>   * nouveau, le pilote libre, est incapable d'utiliser la carte nvidia la plupart du temps, car il s'agit de cartes récentes qui ne sont pas supportées. Il peut provoquer de nombreux problèmes, notamment des Kernel Panic. Or il est intégré au noyau, ce qui peut entre autre empêcher le noyeau de se charger correctement ; | kernel
210 Mot inconnu : noyeau =>   * nouveau, le pilote libre, est incapable d'utiliser la carte nvidia la plupart du temps, car il s'agit de cartes récentes qui ne sont pas supportées. Il peut provoquer de nombreux problèmes, notamment des Kernel Panic. Or il est intégré au noyau, ce qui peut entre autre empêcher le noyeau de se charger correctement ; | noyeau

211 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * X.org nécessite des librairies graphiques lui expliquant comment utiliser la carte graphique qui lui est liée, seulement un seul jeu de librairies peut être lié à X.org au niveau du système. C'est par défaut heureusement celles de la carte Intel qui le sont, mais l'installation des pilotes nVidia écrase cette liaison pour la remplacer par celle nécessaire à la carte nVidia ; |    => suggestions : ['']
211 Il manque un espace. =>   * X.org nécessite des librairies graphiques lui expliquant comment utiliser la carte graphique qui lui est liée, seulement un seul jeu de librairies peut être lié à X.org au niveau du système. C'est par défaut heureusement celles de la carte Intel qui le sont, mais l'installation des pilotes nVidia écrase cette liaison pour la remplacer par celle nécessaire à la carte nVidia ; | org => suggestions : [' org']
211 Il manque un espace. =>   * X.org nécessite des librairies graphiques lui expliquant comment utiliser la carte graphique qui lui est liée, seulement un seul jeu de librairies peut être lié à X.org au niveau du système. C'est par défaut heureusement celles de la carte Intel qui le sont, mais l'installation des pilotes nVidia écrase cette liaison pour la remplacer par celle nécessaire à la carte nVidia ; | org => suggestions : [' org']
211 Mot inconnu : nVidia =>   * X.org nécessite des librairies graphiques lui expliquant comment utiliser la carte graphique qui lui est liée, seulement un seul jeu de librairies peut être lié à X.org au niveau du système. C'est par défaut heureusement celles de la carte Intel qui le sont, mais l'installation des pilotes nVidia écrase cette liaison pour la remplacer par celle nécessaire à la carte nVidia ; | nvidia
211 Mot inconnu : nVidia =>   * X.org nécessite des librairies graphiques lui expliquant comment utiliser la carte graphique qui lui est liée, seulement un seul jeu de librairies peut être lié à X.org au niveau du système. C'est par défaut heureusement celles de la carte Intel qui le sont, mais l'installation des pilotes nVidia écrase cette liaison pour la remplacer par celle nécessaire à la carte nVidia ; | nvidia

212 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * sous Ubuntu, les pilotes nVidia sont installés de manière semi-automatique, ce qui pose problème avec le point précédant ; |    => suggestions : ['']
212 Mot inconnu : nVidia =>   * sous Ubuntu, les pilotes nVidia sont installés de manière semi-automatique, ce qui pose problème avec le point précédant ; | nvidia

213 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * c'est une technologie propriétaire pour laquelle aucune spécifications n'est disponible, et comme peu de développeurs ayant des compétences machines avancées ne s'est penché sur le sujet, les progrès sont lents, car tout doit se faire par rétro-ingénierie. |    => suggestions : ['']
213 Accord de nombre erroné : « spécifications » devrait être au singulier. =>   * c'est une technologie propriétaire pour laquelle aucune spécifications n'est disponible, et comme peu de développeurs ayant des compétences machines avancées ne s'est penché sur le sujet, les progrès sont lents, car tout doit se faire par rétro-ingénierie. | spécifications => suggestions : ['spécification']

217 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(fr)** [[http://www.nvidia.fr/object/optimus_technology_fr.html|Page officielle de nVidia concernant Optimus]] |    => suggestions : ['']
217 Mot inconnu : nVidia =>   * **(fr)** [[http://www.nvidia.fr/object/optimus_technology_fr.html|Page officielle de nVidia concernant Optimus]] | nvidia
217 Mot inconnu : Optimus =>   * **(fr)** [[http://www.nvidia.fr/object/optimus_technology_fr.html|Page officielle de nVidia concernant Optimus]] | optimus

218 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[https://blueprints.launchpad.net/ubuntu/+spec/desktop-p-hybrid-graphics|Blue Prints Hybrid Graphics pour Precise]] |    => suggestions : ['']
218 Mot inconnu : Blue =>   * **(en)** [[https://blueprints.launchpad.net/ubuntu/+spec/desktop-p-hybrid-graphics|Blue Prints Hybrid Graphics pour Precise]] | blue
218 Mot inconnu : Prints =>   * **(en)** [[https://blueprints.launchpad.net/ubuntu/+spec/desktop-p-hybrid-graphics|Blue Prints Hybrid Graphics pour Precise]] | prints
218 Mot inconnu : Hybrid =>   * **(en)** [[https://blueprints.launchpad.net/ubuntu/+spec/desktop-p-hybrid-graphics|Blue Prints Hybrid Graphics pour Precise]] | hybrid
218 Mot inconnu : Graphics =>   * **(en)** [[https://blueprints.launchpad.net/ubuntu/+spec/desktop-p-hybrid-graphics|Blue Prints Hybrid Graphics pour Precise]] | graphics
218 Mot inconnu : Precise =>   * **(en)** [[https://blueprints.launchpad.net/ubuntu/+spec/desktop-p-hybrid-graphics|Blue Prints Hybrid Graphics pour Precise]] | precise

219 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[https://blueprints.launchpad.net/ubuntu/+spec/desktop-q-hybrid-graphics|Blue Prints Hybrid Graphics pour Quantal]] |    => suggestions : ['']
219 Mot inconnu : Blue =>   * **(en)** [[https://blueprints.launchpad.net/ubuntu/+spec/desktop-q-hybrid-graphics|Blue Prints Hybrid Graphics pour Quantal]] | blue
219 Mot inconnu : Prints =>   * **(en)** [[https://blueprints.launchpad.net/ubuntu/+spec/desktop-q-hybrid-graphics|Blue Prints Hybrid Graphics pour Quantal]] | prints
219 Mot inconnu : Hybrid =>   * **(en)** [[https://blueprints.launchpad.net/ubuntu/+spec/desktop-q-hybrid-graphics|Blue Prints Hybrid Graphics pour Quantal]] | hybrid
219 Mot inconnu : Graphics =>   * **(en)** [[https://blueprints.launchpad.net/ubuntu/+spec/desktop-q-hybrid-graphics|Blue Prints Hybrid Graphics pour Quantal]] | graphics
219 Mot inconnu : Quantal =>   * **(en)** [[https://blueprints.launchpad.net/ubuntu/+spec/desktop-q-hybrid-graphics|Blue Prints Hybrid Graphics pour Quantal]] | quantal

220 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[https://launchpad.net/~hybrid-graphics-linux|Groupe Hybrid Graphics Linux]] sur Launchpad |    => suggestions : ['']
220 Mot inconnu : hybrid-graphics-linux =>   * **(en)** [[https://launchpad.net/~hybrid-graphics-linux|Groupe Hybrid Graphics Linux]] sur Launchpad | hybrid-graphics-linux
220 Mot inconnu : Hybrid =>   * **(en)** [[https://launchpad.net/~hybrid-graphics-linux|Groupe Hybrid Graphics Linux]] sur Launchpad | hybrid
220 Mot inconnu : Graphics =>   * **(en)** [[https://launchpad.net/~hybrid-graphics-linux|Groupe Hybrid Graphics Linux]] sur Launchpad | graphics
220 Mot inconnu : Launchpad =>   * **(en)** [[https://launchpad.net/~hybrid-graphics-linux|Groupe Hybrid Graphics Linux]] sur Launchpad | launchpad

221 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[http://linux-hybrid-graphics.blogspot.com/|Le blog Linux Hybrid Graphics]] |    => suggestions : ['']
221 Mot inconnu : Hybrid =>   * **(en)** [[http://linux-hybrid-graphics.blogspot.com/|Le blog Linux Hybrid Graphics]] | hybrid
221 Mot inconnu : Graphics =>   * **(en)** [[http://linux-hybrid-graphics.blogspot.com/|Le blog Linux Hybrid Graphics]] | graphics

222 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[http://hybrid-graphics-linux.org/|Wiki résumant les solutions actuelles pour la vidéo hybride]] |    => suggestions : ['']

223 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[https://bugs.launchpad.net/ubuntu/+source/xorg-server/+bug/312756|Rapport de bogue #312756 : « support graphics card hot switch »]] sur Launchpad, où vous pouvez signaler que ce bogue vous affecte |    => suggestions : ['']
223 Formatage des grands nombres. =>   * **(en)** [[https://bugs.launchpad.net/ubuntu/+source/xorg-server/+bug/312756|Rapport de bogue #312756 : « support graphics card hot switch »]] sur Launchpad, où vous pouvez signaler que ce bogue vous affecte | 312756 => suggestions : ['312\xa0756']
223 Mot inconnu : graphics =>   * **(en)** [[https://bugs.launchpad.net/ubuntu/+source/xorg-server/+bug/312756|Rapport de bogue #312756 : « support graphics card hot switch »]] sur Launchpad, où vous pouvez signaler que ce bogue vous affecte | graphics
223 Mot inconnu : card =>   * **(en)** [[https://bugs.launchpad.net/ubuntu/+source/xorg-server/+bug/312756|Rapport de bogue #312756 : « support graphics card hot switch »]] sur Launchpad, où vous pouvez signaler que ce bogue vous affecte | card
223 Mot inconnu : switch =>   * **(en)** [[https://bugs.launchpad.net/ubuntu/+source/xorg-server/+bug/312756|Rapport de bogue #312756 : « support graphics card hot switch »]] sur Launchpad, où vous pouvez signaler que ce bogue vous affecte | switch
223 Mot inconnu : Launchpad =>   * **(en)** [[https://bugs.launchpad.net/ubuntu/+source/xorg-server/+bug/312756|Rapport de bogue #312756 : « support graphics card hot switch »]] sur Launchpad, où vous pouvez signaler que ce bogue vous affecte | launchpad

224 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[wp>Nvidia_Optimus]] sur Wikipédia |    => suggestions : ['']
224 Mot inconnu : Nvidia_Optimus =>   * **(en)** [[wp>Nvidia_Optimus]] sur Wikipédia | nvidia_optimus

225 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[http://airlied.livejournal.com/]] blogue de David Airlie, développeur de nouveau, travaillant sur le support d'Optimus sous Linux |    => suggestions : ['']
225 Mot inconnu : Airlie =>   * **(en)** [[http://airlied.livejournal.com/]] blogue de David Airlie, développeur de nouveau, travaillant sur le support d'Optimus sous Linux | airlie
225 Mot inconnu : Optimus =>   * **(en)** [[http://airlied.livejournal.com/]] blogue de David Airlie, développeur de nouveau, travaillant sur le support d'Optimus sous Linux | optimus
