1 Pas de majuscule sur les mois. => ====== Réunion du 30 Novembre 2010 ====== <|> novembre => suggestions : ['novembre']
545 Accord de nombre erroné : « sticker » devrait être au pluriel. => nov. 30 22:29:38 <cm-t>	il manque le -fr sur les sticker, je sais pas si c'est important <|> sticker => suggestions : ['stickers']

547 Confusion probable. Pour la préposition, écrivez “dès”. => nov. 30 22:29:41 <YoBoY>	je ferais des photos des que je peux <|> des => suggestions : ['dès']

548 Mot inconnu : kinouchou => nov. 30 22:29:44 <narugawa>	+1 kinouchou <|> kinouchou
552 Mot inconnu : chooix => nov. 30 22:30:06 <kinouchou>	cm-t: ça a été un chooix décidé sur le frum <|> chooix
552 Mot inconnu : frum => nov. 30 22:30:06 <kinouchou>	cm-t: ça a été un chooix décidé sur le frum <|> frum

554 Mot inconnu : varainte => nov. 30 22:30:48 <cm-t>	je pensais le troll plus sur la varainte distro et le GNU/Linux vs powered <|> varainte
554 Mot inconnu : distro => nov. 30 22:30:48 <cm-t>	je pensais le troll plus sur la varainte distro et le GNU/Linux vs powered <|> distro
554 Mot inconnu : powered => nov. 30 22:30:48 <cm-t>	je pensais le troll plus sur la varainte distro et le GNU/Linux vs powered <|> powered
555 Guillemets typographiques ouvrants. => nov. 30 22:31:04 <YoBoY>	Nos futures productions : les stickers "normaux", les baches pour les stands, un kakemono, et un dernier truc que je sais plus comment ça s'appelle <|> " => suggestions : ['«\xa0', '“']
555 Guillemets typographiques fermants. => nov. 30 22:31:04 <YoBoY>	Nos futures productions : les stickers "normaux", les baches pour les stands, un kakemono, et un dernier truc que je sais plus comment ça s'appelle <|> " => suggestions : ['\xa0»', '”']
555 Mot inconnu : baches => nov. 30 22:31:04 <YoBoY>	Nos futures productions : les stickers "normaux", les baches pour les stands, un kakemono, et un dernier truc que je sais plus comment ça s'appelle <|> baches

557 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. => nov. 30 22:31:31 <aldian>	Ben quand j'ai achete le mien, j'avais pas fait gaffe qu'il était en plastoc. Mais maintenant que je m'en suis rendu compte, il fait pot à crayon <|> nov => suggestions : ['Nov']
557 Mot inconnu : achete => nov. 30 22:31:31 <aldian>	Ben quand j'ai achete le mien, j'avais pas fait gaffe qu'il était en plastoc. Mais maintenant que je m'en suis rendu compte, il fait pot à crayon <|> achete
557 Mot inconnu : plastoc => nov. 30 22:31:31 <aldian>	Ben quand j'ai achete le mien, j'avais pas fait gaffe qu'il était en plastoc. Mais maintenant que je m'en suis rendu compte, il fait pot à crayon <|> plastoc

558 Mot inconnu : YoBoY => nov. 30 22:31:33 <kinouchou>	les sortes de flammes YoBoY ? <|> yoboy

559 Incohérence probable avec “a” : “zapper” n’est pas un participe passé. => nov. 30 22:31:39 <narugawa>	on a zapper l'idée des flammes, me rappel plus du non mais les truc qu'on avait vu à maubeuge <|> zapper => suggestions : ['zappé']
559 Incohérence avec « me » : « rappel » devrait être un verbe. => nov. 30 22:31:39 <narugawa>	on a zapper l'idée des flammes, me rappel plus du non mais les truc qu'on avait vu à maubeuge <|> rappel => suggestions : ['rappelles', 'rappelle', 'rappellent']
559 Accord de nombre erroné : « truc » devrait être au pluriel. => nov. 30 22:31:39 <narugawa>	on a zapper l'idée des flammes, me rappel plus du non mais les truc qu'on avait vu à maubeuge <|> truc => suggestions : ['trucs']
559 Si “les truc…” est bien le COD du participe passé “vu”, celui-ci devrait être au pluriel (et accordé en genre). => nov. 30 22:31:39 <narugawa>	on a zapper l'idée des flammes, me rappel plus du non mais les truc qu'on avait vu à maubeuge <|> vu => suggestions : ['vus']
559 Mot inconnu : maubeuge => nov. 30 22:31:39 <narugawa>	on a zapper l'idée des flammes, me rappel plus du non mais les truc qu'on avait vu à maubeuge <|> maubeuge

560 Mot inconnu : McPeter => nov. 30 22:31:40 <avelldiroll>	Quelqu'un d'autre que moi a testé le cube de McPeter ? je trouve l'idée très bonne <|> mcpeter

564 Mot inconnu : kinouchou => nov. 30 22:31:58 <YoBoY>	kinouchou: oui c'est ça <|> kinouchou

568 Si “CD” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. => nov. 30 22:32:45 <draco31fr>	et le cube avec 20 CD ubuntu-fr dedans ? <|> 20 cd => suggestions : ['20\xa0CD']
568 Mot inconnu : ubuntu-fr => nov. 30 22:32:45 <draco31fr>	et le cube avec 20 CD ubuntu-fr dedans ? <|> ubuntu-fr

570 Mot inconnu : draco31fr => nov. 30 22:32:52 <McPeter>	draco31fr, ah pas mal ! <|> draco31fr

572 Mot inconnu : say => nov. 30 22:32:56 <mydjey>	say pas un cube ^^ <|> say

573 Mot inconnu : mydjey => nov. 30 22:33:12 <McPeter>	mydjey, ouais pas moi qui l'ai appelé "cube" hein :p <|> mydjey
573 Guillemets typographiques ouvrants. => nov. 30 22:33:12 <McPeter>	mydjey, ouais pas moi qui l'ai appelé "cube" hein :p <|> " => suggestions : ['«\xa0', '“']
573 Guillemets typographiques fermants. => nov. 30 22:33:12 <McPeter>	mydjey, ouais pas moi qui l'ai appelé "cube" hein :p <|> " => suggestions : ['\xa0»', '”']

574 Mot inconnu : mydjey => nov. 30 22:33:19 <vincentxavier>	mydjey: si, pour des valeurs variables de 4 <|> mydjey

576 Mot inconnu : vincentxavier => nov. 30 22:33:40 <narugawa>	trop fort vincentxavier :)) <|> vincentxavier

577 Mot inconnu : goodies => nov. 30 22:33:48 <nishiki>	pour les goodies ubuntu-fr pourrai faire des chaussette de téléphone <|> goodies
577 Mot inconnu : ubuntu-fr => nov. 30 22:33:48 <nishiki>	pour les goodies ubuntu-fr pourrai faire des chaussette de téléphone <|> ubuntu-fr
577 Incohérence. Ceci est un verbe à la 1ʳᵉ personne du singulier. Sujet (“je” ou “moi qui”) introuvable. => nov. 30 22:33:48 <nishiki>	pour les goodies ubuntu-fr pourrai faire des chaussette de téléphone <|> pourrai => suggestions : ['pourra']
577 Accord de nombre erroné : « chaussette » devrait être au pluriel. => nov. 30 22:33:48 <nishiki>	pour les goodies ubuntu-fr pourrai faire des chaussette de téléphone <|> chaussette => suggestions : ['chaussettes']

579 Mot inconnu : mydjey => nov. 30 22:34:02 <avelldiroll>	mydjey: heptaèdre si tu préfères <|> mydjey

580 Mot inconnu : nishiki => nov. 30 22:34:08 <narugawa>	pas trop con ça nishiki <|> nishiki

581 Mot inconnu : etonne => nov. 30 22:34:16 <narugawa>	m'etonne meme que l'idée vienne de toi :)) <|> etonne
581 Mot inconnu : meme => nov. 30 22:34:16 <narugawa>	m'etonne meme que l'idée vienne de toi :)) <|> meme

582 Mot inconnu : goodies => nov. 30 22:34:27 <kinouchou>	ce qui serait bien quand vous proposez des idées de goodies c'est de proposer des fournieeurs et de demander lees devis <|> goodies
582 Mot inconnu : fournieeurs => nov. 30 22:34:27 <kinouchou>	ce qui serait bien quand vous proposez des idées de goodies c'est de proposer des fournieeurs et de demander lees devis <|> fournieeurs
582 Mot inconnu : lees => nov. 30 22:34:27 <kinouchou>	ce qui serait bien quand vous proposez des idées de goodies c'est de proposer des fournieeurs et de demander lees devis <|> lees

583 Mot inconnu : ok => nov. 30 22:34:29 <YoBoY>	ok ok , on dérive <|> ok
583 Doublon. => nov. 30 22:34:29 <YoBoY>	ok ok , on dérive <|> ok ok => suggestions : ['ok']
583 Mot inconnu : ok => nov. 30 22:34:29 <YoBoY>	ok ok , on dérive <|> ok
583 Pas d’espace avant une virgule. => nov. 30 22:34:29 <YoBoY>	ok ok , on dérive <|>  , => suggestions : [',']

584 Mot inconnu : Lagierl => nov. 30 22:34:37 *	Lagierl est parti (Quit: ++;) <|> lagierl
584 Mot inconnu : Quit => nov. 30 22:34:37 *	Lagierl est parti (Quit: ++;) <|> quit

585 Mot inconnu : kinouchou => nov. 30 22:34:48 <nishiki>	kinouchou: l'aful en a déjà fait, faut voir qui ils ont pris <|> kinouchou
585 Mot inconnu : aful => nov. 30 22:34:48 <nishiki>	kinouchou: l'aful en a déjà fait, faut voir qui ils ont pris <|> aful

586 Accord de genre erroné : « parti » est masculin. => nov. 30 22:34:51 <narugawa>	ba on est dans la parti goodies là ? non ? <|> la => suggestions : ['le']
586 Accord de genre erroné : « la » est un déterminant féminin. => nov. 30 22:34:51 <narugawa>	ba on est dans la parti goodies là ? non ? <|> parti => suggestions : ['partie']
586 Mot inconnu : goodies => nov. 30 22:34:51 <narugawa>	ba on est dans la parti goodies là ? non ? <|> goodies

587 Mot inconnu : nishiki => nov. 30 22:35:06 <kinouchou>	nishiki: ben demande leur <|> nishiki

588 Guillemets typographiques ouvrants. => nov. 30 22:35:21 <YoBoY>	le "cube" pour l'instant me faut un devis pour savoir combien ça couterai à produire (impression carton, prédécoupage éventuel, pochette plastique d'embalage) <|> " => suggestions : ['«\xa0', '“']
588 Guillemets typographiques fermants. => nov. 30 22:35:21 <YoBoY>	le "cube" pour l'instant me faut un devis pour savoir combien ça couterai à produire (impression carton, prédécoupage éventuel, pochette plastique d'embalage) <|> " => suggestions : ['\xa0»', '”']
588 Conjugaison erronée. Accord avec “ça”. Le verbe devrait être à la 3ᵉ personne du singulier. => nov. 30 22:35:21 <YoBoY>	le "cube" pour l'instant me faut un devis pour savoir combien ça couterai à produire (impression carton, prédécoupage éventuel, pochette plastique d'embalage) <|> couterai => suggestions : ['coutera']
588 Mot inconnu : embalage => nov. 30 22:35:21 <YoBoY>	le "cube" pour l'instant me faut un devis pour savoir combien ça couterai à produire (impression carton, prédécoupage éventuel, pochette plastique d'embalage) <|> embalage

589 Mot inconnu : goodies => nov. 30 22:35:52 <YoBoY>	on est dans la partie goodies mais pas dans un brainstorming pour en trouver des nouveaux <|> goodies

590 Mot inconnu : YoBoY => nov. 30 22:36:03 <McPeter>	YoBoY, olive m'avait donné un lien vers un site où ça tournait dans els 0.80~0.90 € / feuilles <|> yoboy
590 Mot inconnu : els => nov. 30 22:36:03 <McPeter>	YoBoY, olive m'avait donné un lien vers un site où ça tournait dans els 0.80~0.90 € / feuilles <|> els

591 Conjugaison erronée. Accord avec “je”. Le verbe devrait être à la 1ʳᵉ personne du singulier. => nov. 30 22:36:10 <McPeter>	sur une base de 200 copies si je me souvient bien <|> souvient => suggestions : ['souviens']

592 Mot inconnu : aves => nov. 30 22:36:22 <YoBoY>	cela dit pour le kakemono, on sait pas encore comment le présenter si vous aves des idées hésitez pas à nous proposer des mockups <|> aves
592 Mot inconnu : mockups => nov. 30 22:36:22 <YoBoY>	cela dit pour le kakemono, on sait pas encore comment le présenter si vous aves des idées hésitez pas à nous proposer des mockups <|> mockups

594 Guillemets typographiques ouvrants. => nov. 30 22:37:23 <McPeter>	la taille du "cube" / taille de texte est dépendante directement d'une feuille A4 <|> " => suggestions : ['«\xa0', '“']
594 Guillemets typographiques fermants. => nov. 30 22:37:23 <McPeter>	la taille du "cube" / taille de texte est dépendante directement d'une feuille A4 <|> " => suggestions : ['\xa0»', '”']
594 Mot inconnu : A4 => nov. 30 22:37:23 <McPeter>	la taille du "cube" / taille de texte est dépendante directement d'une feuille A4 <|> a4

595 Mot inconnu : narugawa => nov. 30 22:37:25 <YoBoY>	narugawa: oui <|> narugawa

596 Mot inconnu : nizarus => nov. 30 22:37:28 *	nizarus est parti (Remote host closed the connection) <|> nizarus
596 Mot inconnu : Remote => nov. 30 22:37:28 *	nizarus est parti (Remote host closed the connection) <|> remote
596 Mot inconnu : host => nov. 30 22:37:28 *	nizarus est parti (Remote host closed the connection) <|> host
596 Mot inconnu : closed => nov. 30 22:37:28 *	nizarus est parti (Remote host closed the connection) <|> closed
596 Mot inconnu : the => nov. 30 22:37:28 *	nizarus est parti (Remote host closed the connection) <|> the
596 Mot inconnu : connection => nov. 30 22:37:28 *	nizarus est parti (Remote host closed the connection) <|> connection

597 Mot inconnu : narugawa => nov. 30 22:37:30 <McPeter>	narugawa, l'idée : 1 € la feuille <|> narugawa

598 Mot inconnu : ok => nov. 30 22:37:36 <narugawa>	ok ça fait un peu trvail de maternel non ? <|> ok
598 Mot inconnu : trvail => nov. 30 22:37:36 <narugawa>	ok ça fait un peu trvail de maternel non ? <|> trvail

599 Mot inconnu : narugawa => nov. 30 22:37:46 <McPeter>	narugawa, le coté justement <|> narugawa
599 Confusion : “coté” est le participe passé du verbe “coter”. => nov. 30 22:37:46 <McPeter>	narugawa, le coté justement <|> coté => suggestions : ['côté']
600 Typographie : un ou trois points ? => nov. 30 22:37:48 <narugawa>	1 euro .. Ok <|> .. => suggestions : ['…', '.']
600 Mot inconnu : Ok => nov. 30 22:37:48 <narugawa>	1 euro .. Ok <|> ok

601 Typographie : un ou trois points ? => nov. 30 22:37:51 <McPeter>	coté zut .. <|> .. => suggestions : ['…', '.']

604 Mot inconnu : rhaa => nov. 30 22:38:01 <McPeter>	rhaa <|> rhaa

606 Mot inconnu : chocapic => nov. 30 22:38:23 <aldian>	vous pourriez faire un partenariat avec chocapic <|> chocapic

609 Mot inconnu : McPeter => nov. 30 22:38:35 <narugawa>	oui McPeter je trouve a cool comme truc, vraiment, mais à la vente ?! <|> mcpeter
609 Confusion probable : “a” est la conjugaison du verbe “avoir”. Pour la préposition, écrivez “à”. => nov. 30 22:38:35 <narugawa>	oui McPeter je trouve a cool comme truc, vraiment, mais à la vente ?! <|> a => suggestions : ['à']

610 Mot inconnu : bcp => nov. 30 22:38:47 <draco31fr>	c pas très écologique, y a bcp de papier perdu :( <|> bcp

613 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => nov. 30 22:38:55 <YoBoY>	* 7 - statut membre : faisons le point et avançons <|>  -  => suggestions : [' – ', ' — ', ' − ']

615 Mot inconnu : draco31fr => nov. 30 22:38:58 <spineaker>	draco31fr, ça se recycle <|> draco31fr

616 Mot inconnu : narugawa => nov. 30 22:39:00 <avelldiroll>	narugawa: les sources sont dispo pour l'imprimer toi même <|> narugawa
616 Mot inconnu : dispo => nov. 30 22:39:00 <avelldiroll>	narugawa: les sources sont dispo pour l'imprimer toi même <|> dispo
616 Il manque un trait d’union si “même” se rapporte à “toi”. => nov. 30 22:39:00 <avelldiroll>	narugawa: les sources sont dispo pour l'imprimer toi même <|> toi même => suggestions : ['toi-même']

617 Conjugaison erronée. Accord avec “ça”. Le verbe devrait être à la 3ᵉ personne du singulier. => nov. 30 22:39:17 <YoBoY>	ça reviens à toutes les réunions ce point <|> reviens => suggestions : ['revient']

618 Mot inconnu : ok => nov. 30 22:39:25 <narugawa>	ok, moi je dit a, c'est juste une question qu'on nous prennent au serieux ... <|> ok
618 Conjugaison erronée. Accord avec “je”. Le verbe devrait être à la 1ʳᵉ personne du singulier. => nov. 30 22:39:25 <narugawa>	ok, moi je dit a, c'est juste une question qu'on nous prennent au serieux ... <|> dit => suggestions : ['dis', 'disais']
618 Confusion probable : “a” est une conjugaison du verbe “avoir”. Pour la préposition, écrivez “à”. => nov. 30 22:39:25 <narugawa>	ok, moi je dit a, c'est juste une question qu'on nous prennent au serieux ... <|> a => suggestions : ['à']
618 Conjugaison erronée. Accord avec “on”. Le verbe devrait être à la 3ᵉ personne du singulier. => nov. 30 22:39:25 <narugawa>	ok, moi je dit a, c'est juste une question qu'on nous prennent au serieux ... <|> prennent => suggestions : ['prend']
618 Mot inconnu : serieux => nov. 30 22:39:25 <narugawa>	ok, moi je dit a, c'est juste une question qu'on nous prennent au serieux ... <|> serieux
618 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:39:25 <narugawa>	ok, moi je dit a, c'est juste une question qu'on nous prennent au serieux ... <|> ... => suggestions : ['…']

620 Dans un “point de vue”, “vue” est toujours au féminin singulier. => nov. 30 22:39:48 <narugawa>	perso d'un point de vu image je touve ça bof bof <|> vu => suggestions : ['vue']
620 Mot inconnu : touve => nov. 30 22:39:48 <narugawa>	perso d'un point de vu image je touve ça bof bof <|> touve
620 Doublon. => nov. 30 22:39:48 <narugawa>	perso d'un point de vu image je touve ça bof bof <|> bof bof => suggestions : ['bof']

621 Mot inconnu : quesh-i_ => nov. 30 22:40:12 <narugawa>	quesh-i_ ??? <|> quesh-i_

622 Guillemets typographiques ouvrants. => nov. 30 22:40:20 <YoBoY>	pour les discussions sur le "cube" merci d'aller faire ça dans un autre coin :p <|> " => suggestions : ['«\xa0', '“']
622 Guillemets typographiques fermants. => nov. 30 22:40:20 <YoBoY>	pour les discussions sur le "cube" merci d'aller faire ça dans un autre coin :p <|> " => suggestions : ['\xa0»', '”']

623 Mot inconnu : narugawa => nov. 30 22:40:22 <McPeter>	narugawa, 10 demandes faites sur #ubuntu-fr (vis à vis de enventelibre) depusi la dernière UP … 20 demandes faites lors de la dernière UP les 20 demandes les gens étaient paratnt poru l'achat de la feuille à 1 € <|> narugawa
623 Il manque les traits d’union. => nov. 30 22:40:22 <McPeter>	narugawa, 10 demandes faites sur #ubuntu-fr (vis à vis de enventelibre) depusi la dernière UP … 20 demandes faites lors de la dernière UP les 20 demandes les gens étaient paratnt poru l'achat de la feuille à 1 € <|> vis à vis => suggestions : ['vis-à-vis']
623 Élision de l’article devant un mot commençant par une voyelle. => nov. 30 22:40:22 <McPeter>	narugawa, 10 demandes faites sur #ubuntu-fr (vis à vis de enventelibre) depusi la dernière UP … 20 demandes faites lors de la dernière UP les 20 demandes les gens étaient paratnt poru l'achat de la feuille à 1 € <|> de  => suggestions : ['d’']
623 Mot inconnu : enventelibre => nov. 30 22:40:22 <McPeter>	narugawa, 10 demandes faites sur #ubuntu-fr (vis à vis de enventelibre) depusi la dernière UP … 20 demandes faites lors de la dernière UP les 20 demandes les gens étaient paratnt poru l'achat de la feuille à 1 € <|> enventelibre
623 Mot inconnu : depusi => nov. 30 22:40:22 <McPeter>	narugawa, 10 demandes faites sur #ubuntu-fr (vis à vis de enventelibre) depusi la dernière UP … 20 demandes faites lors de la dernière UP les 20 demandes les gens étaient paratnt poru l'achat de la feuille à 1 € <|> depusi
623 Mot inconnu : UP => nov. 30 22:40:22 <McPeter>	narugawa, 10 demandes faites sur #ubuntu-fr (vis à vis de enventelibre) depusi la dernière UP … 20 demandes faites lors de la dernière UP les 20 demandes les gens étaient paratnt poru l'achat de la feuille à 1 € <|> up
623 Pas d’espace avant le signe “…”. => nov. 30 22:40:22 <McPeter>	narugawa, 10 demandes faites sur #ubuntu-fr (vis à vis de enventelibre) depusi la dernière UP … 20 demandes faites lors de la dernière UP les 20 demandes les gens étaient paratnt poru l'achat de la feuille à 1 € <|>  … => suggestions : ['…']
623 Mot inconnu : UP => nov. 30 22:40:22 <McPeter>	narugawa, 10 demandes faites sur #ubuntu-fr (vis à vis de enventelibre) depusi la dernière UP … 20 demandes faites lors de la dernière UP les 20 demandes les gens étaient paratnt poru l'achat de la feuille à 1 € <|> up
623 Mot inconnu : paratnt => nov. 30 22:40:22 <McPeter>	narugawa, 10 demandes faites sur #ubuntu-fr (vis à vis de enventelibre) depusi la dernière UP … 20 demandes faites lors de la dernière UP les 20 demandes les gens étaient paratnt poru l'achat de la feuille à 1 € <|> paratnt
623 Mot inconnu : poru => nov. 30 22:40:22 <McPeter>	narugawa, 10 demandes faites sur #ubuntu-fr (vis à vis de enventelibre) depusi la dernière UP … 20 demandes faites lors de la dernière UP les 20 demandes les gens étaient paratnt poru l'achat de la feuille à 1 € <|> poru

624 Mot inconnu : McPeter => nov. 30 22:40:26 *	McPeter se tait <|> mcpeter

625 Mot inconnu : ok => nov. 30 22:40:42 <narugawa>	ok McPeter pas de soucis <|> ok
625 Mot inconnu : McPeter => nov. 30 22:40:42 <narugawa>	ok McPeter pas de soucis <|> mcpeter

626 Accord de nombre erroné : « cendrier » devrait être au pluriel. => nov. 30 22:41:05 <narugawa>	sinon on fait des cendrier en poterie aussi ? ^^ bon j'arrete ^^ <|> cendrier => suggestions : ['cendriers']
626 Mot inconnu : arrete => nov. 30 22:41:05 <narugawa>	sinon on fait des cendrier en poterie aussi ? ^^ bon j'arrete ^^ <|> arrete

627 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. => nov. 30 22:41:24 <huats>	YoBoY, bon effectivement ça avance petit à petit. J'avoue je n'ai pas eu le temps de le pousser comme je voulais car gros manque de temps encore (!) (mais dernière semaine avec autant de charge normaement :)) <|> nov => suggestions : ['Nov']
627 Mot inconnu : YoBoY => nov. 30 22:41:24 <huats>	YoBoY, bon effectivement ça avance petit à petit. J'avoue je n'ai pas eu le temps de le pousser comme je voulais car gros manque de temps encore (!) (mais dernière semaine avec autant de charge normaement :)) <|> yoboy
627 Mot inconnu : normaement => nov. 30 22:41:24 <huats>	YoBoY, bon effectivement ça avance petit à petit. J'avoue je n'ai pas eu le temps de le pousser comme je voulais car gros manque de temps encore (!) (mais dernière semaine avec autant de charge normaement :)) <|> normaement

629 Mot inconnu : narugawa => nov. 30 22:41:28 <nishiki>	narugawa: tu sors! <|> narugawa

630 Mot inconnu : YoBoY => nov. 30 22:41:29 <McPeter>	YoBoY, le texte est pondu <|> yoboy

632 Mot inconnu : YoBoY => nov. 30 22:41:53 <huats>	YoBoY, McPeter parle des modifications pour les status <|> yoboy
632 Mot inconnu : McPeter => nov. 30 22:41:53 <huats>	YoBoY, McPeter parle des modifications pour les status <|> mcpeter

633 Mot inconnu : asso => nov. 30 22:41:55 <huats>	de l'asso <|> asso

634 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:42:14 <sam7>	cool ... ;) <|> ... => suggestions : ['…']

635 Mot inconnu : plop => nov. 30 22:42:31 <nesthib>	plop <|> plop

636 Mot inconnu : McPeter => nov. 30 22:42:42 <huats>	McPeter, enfin il y a une proposition de texte on va dire ) <|> mcpeter
636 Pas d’espace avant ce signe. => nov. 30 22:42:42 <huats>	McPeter, enfin il y a une proposition de texte on va dire ) <|>  ) => suggestions : [')']

640 Mot inconnu : huats => nov. 30 22:43:00 <McPeter>	huats, ouais <|> huats

643 Mot inconnu : DaNot => nov. 30 22:43:14 *	DaNot est parti (Quit: Bonjour!) <|> danot
643 Mot inconnu : Quit => nov. 30 22:43:14 *	DaNot est parti (Quit: Bonjour!) <|> quit

644 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. => nov. 30 22:43:17 <YoBoY>	dés que les documents légaux sont écrits, bien définis, et tout, on lance le recrutement dés janvier. Pensez à signer vos Code de conduite Ubuntu sur launchpad en prévision (et à les lire) <|> nov => suggestions : ['Nov']
644 Confusion probable. Pour la préposition, écrivez “dès”. => nov. 30 22:43:17 <YoBoY>	dés que les documents légaux sont écrits, bien définis, et tout, on lance le recrutement dés janvier. Pensez à signer vos Code de conduite Ubuntu sur launchpad en prévision (et à les lire) <|> dés => suggestions : ['dès']
644 Confusion probable. Pour la préposition, écrivez “dès”. => nov. 30 22:43:17 <YoBoY>	dés que les documents légaux sont écrits, bien définis, et tout, on lance le recrutement dés janvier. Pensez à signer vos Code de conduite Ubuntu sur launchpad en prévision (et à les lire) <|> dés => suggestions : ['dès']
644 Accord de nombre erroné : « Code » devrait être au pluriel. => nov. 30 22:43:17 <YoBoY>	dés que les documents légaux sont écrits, bien définis, et tout, on lance le recrutement dés janvier. Pensez à signer vos Code de conduite Ubuntu sur launchpad en prévision (et à les lire) <|> code => suggestions : ['Codex', 'Codes']
644 Mot inconnu : launchpad => nov. 30 22:43:17 <YoBoY>	dés que les documents légaux sont écrits, bien définis, et tout, on lance le recrutement dés janvier. Pensez à signer vos Code de conduite Ubuntu sur launchpad en prévision (et à les lire) <|> launchpad

646 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:43:29 <sam7>	c'est déjà un bon début ... <|> ... => suggestions : ['…']

647 Mot inconnu : McPeter => nov. 30 22:43:32 *	McPeter pousse spineaker  <|> mcpeter
647 Mot inconnu : spineaker => nov. 30 22:43:32 *	McPeter pousse spineaker  <|> spineaker

648 Pas d’espace après ce signe. => nov. 30 22:43:33 <nesthib>	:( bon j'arrive à la fin <|> (  => suggestions : ['(']

650 Mot inconnu : McPeter => nov. 30 22:43:42 <spineaker>	McPeter, ? <|> mcpeter
650 Une de ces ponctuations est superflue. => nov. 30 22:43:42 <spineaker>	McPeter, ? <|> , ? => suggestions : [',', '?']

651 Mot inconnu : YoBoY => nov. 30 22:44:03 <McPeter>	YoBoY, faudrait surtout que les "gens" viennent lire le dit texte :) <|> yoboy
651 Guillemets typographiques ouvrants. => nov. 30 22:44:03 <McPeter>	YoBoY, faudrait surtout que les "gens" viennent lire le dit texte :) <|> " => suggestions : ['«\xa0', '“']
651 Guillemets typographiques fermants. => nov. 30 22:44:03 <McPeter>	YoBoY, faudrait surtout que les "gens" viennent lire le dit texte :) <|> " => suggestions : ['\xa0»', '”']
651 Ce déterminant est soudé. => nov. 30 22:44:03 <McPeter>	YoBoY, faudrait surtout que les "gens" viennent lire le dit texte :) <|> le dit => suggestions : ['ledit']

652 Guillemets typographiques ouvrants. => nov. 30 22:44:12 <McPeter>	enfin la "proposition" <|> " => suggestions : ['«\xa0', '“']
652 Guillemets typographiques fermants. => nov. 30 22:44:12 <McPeter>	enfin la "proposition" <|> " => suggestions : ['\xa0»', '”']

653 Mot inconnu : cea => nov. 30 22:44:13 <vincentxavier>	cea dit, si qqun veut bien relire http://wiki.ubuntu-fr.org/codedeconduite que j'ai retouché très récemment, pour mieux coller à l'esprit du texte <|> cea
653 Mot inconnu : qqun => nov. 30 22:44:13 <vincentxavier>	cea dit, si qqun veut bien relire http://wiki.ubuntu-fr.org/codedeconduite que j'ai retouché très récemment, pour mieux coller à l'esprit du texte <|> qqun

654 Incohérence probable avec “avaient” : “changer” n’est pas un participe passé. => nov. 30 22:44:20 <vincentxavier>	quelques formulations avaient changer <|> changer => suggestions : ['changé']

655 Mot inconnu : LP => nov. 30 22:44:31 <sam7>	c'est quoi ces codes de bonne conduite sur LP ... ? un lien svp ? <|> lp
655 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:44:31 <sam7>	c'est quoi ces codes de bonne conduite sur LP ... ? un lien svp ? <|> ... => suggestions : ['…']
655 Mot inconnu : svp => nov. 30 22:44:31 <sam7>	c'est quoi ces codes de bonne conduite sur LP ... ? un lien svp ? <|> svp

656 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. => nov. 30 22:44:33 <huats>	YoBoY, les documents seront pret à être votés par les membres actuels de l'asso d'ici à 1 semaine je pense. On peut se fixer une validation finale d'ici au 10 décembre par exempe <|> nov => suggestions : ['Nov']
656 Mot inconnu : YoBoY => nov. 30 22:44:33 <huats>	YoBoY, les documents seront pret à être votés par les membres actuels de l'asso d'ici à 1 semaine je pense. On peut se fixer une validation finale d'ici au 10 décembre par exempe <|> yoboy
656 Mot inconnu : pret => nov. 30 22:44:33 <huats>	YoBoY, les documents seront pret à être votés par les membres actuels de l'asso d'ici à 1 semaine je pense. On peut se fixer une validation finale d'ici au 10 décembre par exempe <|> pret
656 Mot inconnu : asso => nov. 30 22:44:33 <huats>	YoBoY, les documents seront pret à être votés par les membres actuels de l'asso d'ici à 1 semaine je pense. On peut se fixer une validation finale d'ici au 10 décembre par exempe <|> asso
656 Mot inconnu : exempe => nov. 30 22:44:33 <huats>	YoBoY, les documents seront pret à être votés par les membres actuels de l'asso d'ici à 1 semaine je pense. On peut se fixer une validation finale d'ici au 10 décembre par exempe <|> exempe

657 Mot inconnu : McPeter => nov. 30 22:44:41 <spineaker>	McPeter, faudrait que ce soit public pour qu'on le fasse <|> mcpeter

658 Mot inconnu : sam7 => nov. 30 22:44:44 <McPeter>	sam7, faut avoir un compte launchpad <|> sam7
658 Mot inconnu : launchpad => nov. 30 22:44:44 <McPeter>	sam7, faut avoir un compte launchpad <|> launchpad

