1 Mot inconnu : ZwookMachine => ====== ZwookMachine ====== | zwookmachine
129 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get remove --purge gnome-games-common gbrainy |    => suggestions : ['']
129 Mot inconnu : sudo =>   sudo apt-get remove --purge gnome-games-common gbrainy | sudo
129 Mot inconnu : apt-get =>   sudo apt-get remove --purge gnome-games-common gbrainy | apt-get
129 Mot inconnu : remove =>   sudo apt-get remove --purge gnome-games-common gbrainy | remove
129 Mot inconnu : gnome-games-common =>   sudo apt-get remove --purge gnome-games-common gbrainy | gnome-games-common
129 Mot inconnu : gbrainy =>   sudo apt-get remove --purge gnome-games-common gbrainy | gbrainy

130 Mot inconnu : Synaptics => ou bien dans Synaptics sélectionnez **gnome-games-common** et **gbrainy** pour suppression complète. | synaptics
130 Mot inconnu : gnome-games-common => ou bien dans Synaptics sélectionnez **gnome-games-common** et **gbrainy** pour suppression complète. | gnome-games-common
130 Mot inconnu : gbrainy => ou bien dans Synaptics sélectionnez **gnome-games-common** et **gbrainy** pour suppression complète. | gbrainy

132 Mot inconnu : Compiz => === Compiz === | compiz

134 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get remove --purge compiz-core compiz-wrapper mesa-utils |    => suggestions : ['']
134 Mot inconnu : sudo =>   sudo apt-get remove --purge compiz-core compiz-wrapper mesa-utils | sudo
134 Mot inconnu : apt-get =>   sudo apt-get remove --purge compiz-core compiz-wrapper mesa-utils | apt-get
134 Mot inconnu : remove =>   sudo apt-get remove --purge compiz-core compiz-wrapper mesa-utils | remove
134 Mot inconnu : compiz-core =>   sudo apt-get remove --purge compiz-core compiz-wrapper mesa-utils | compiz-core
134 Mot inconnu : compiz-wrapper =>   sudo apt-get remove --purge compiz-core compiz-wrapper mesa-utils | compiz-wrapper
134 Mot inconnu : mesa-utils =>   sudo apt-get remove --purge compiz-core compiz-wrapper mesa-utils | mesa-utils

135 Mot inconnu : Synaptics => ou bien dans Synaptics sélectionnez ces paquets pour suppression complète. | synaptics

138 Mot inconnu : Xsane => Pas besoin de Gimp (graphisme), Xsane (scanneur), ni de pilotes d'imprimantes : | xsane

139 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get remove --purge gimp gimp-data sane-utils xsane xsane-common min12xxw gimp-help-common |    => suggestions : ['']
139 Mot inconnu : sudo =>   sudo apt-get remove --purge gimp gimp-data sane-utils xsane xsane-common min12xxw gimp-help-common | sudo
139 Mot inconnu : apt-get =>   sudo apt-get remove --purge gimp gimp-data sane-utils xsane xsane-common min12xxw gimp-help-common | apt-get
139 Mot inconnu : remove =>   sudo apt-get remove --purge gimp gimp-data sane-utils xsane xsane-common min12xxw gimp-help-common | remove
139 Mot inconnu : gimp =>   sudo apt-get remove --purge gimp gimp-data sane-utils xsane xsane-common min12xxw gimp-help-common | gimp
139 Mot inconnu : gimp-data =>   sudo apt-get remove --purge gimp gimp-data sane-utils xsane xsane-common min12xxw gimp-help-common | gimp-data
139 Mot inconnu : sane-utils =>   sudo apt-get remove --purge gimp gimp-data sane-utils xsane xsane-common min12xxw gimp-help-common | sane-utils
139 Mot inconnu : xsane =>   sudo apt-get remove --purge gimp gimp-data sane-utils xsane xsane-common min12xxw gimp-help-common | xsane
139 Mot inconnu : xsane-common =>   sudo apt-get remove --purge gimp gimp-data sane-utils xsane xsane-common min12xxw gimp-help-common | xsane-common
139 Mot inconnu : min12xxw =>   sudo apt-get remove --purge gimp gimp-data sane-utils xsane xsane-common min12xxw gimp-help-common | min12xxw
139 Mot inconnu : gimp-help-common =>   sudo apt-get remove --purge gimp gimp-data sane-utils xsane xsane-common min12xxw gimp-help-common | gimp-help-common

140 Mot inconnu : Synaptics => ou bien dans Synaptics sélectionnez ces paquets pour suppression complète. | synaptics

143 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Pas besoin de suite bureautique, sauf si vous lisez de la documentation en .odt, ou .doc. |  . => suggestions : ['. ', '.']
143 Mot inconnu : odt => Pas besoin de suite bureautique, sauf si vous lisez de la documentation en .odt, ou .doc. | odt
143 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Pas besoin de suite bureautique, sauf si vous lisez de la documentation en .odt, ou .doc. |  . => suggestions : ['. ', '.']

144 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get remove --purge openoffice.org-common |    => suggestions : ['']
144 Mot inconnu : sudo =>   sudo apt-get remove --purge openoffice.org-common | sudo
144 Mot inconnu : apt-get =>   sudo apt-get remove --purge openoffice.org-common | apt-get
144 Mot inconnu : remove =>   sudo apt-get remove --purge openoffice.org-common | remove
144 Mot inconnu : openoffice =>   sudo apt-get remove --purge openoffice.org-common | openoffice
144 Mot inconnu : org-common =>   sudo apt-get remove --purge openoffice.org-common | org-common

145 Mot inconnu : Synaptics => ou bien dans Synaptics sélectionnez ce paquet pour suppression complète. | synaptics
148 Mot inconnu : linux-headers-2 => Certains paquets sont rendus obsolètes par une mise à jour avec une version plus élevée ; c'est souvent le cas de //linux-headers-2.6.xx-yy//. Supprimez-les avec :  | linux-headers-2
148 Mot inconnu : xx-yy => Certains paquets sont rendus obsolètes par une mise à jour avec une version plus élevée ; c'est souvent le cas de //linux-headers-2.6.xx-yy//. Supprimez-les avec :  | xx-yy
148 Espace(s) en fin de ligne à supprimer. => Certains paquets sont rendus obsolètes par une mise à jour avec une version plus élevée ; c'est souvent le cas de //linux-headers-2.6.xx-yy//. Supprimez-les avec :  |   => suggestions : ['']

149 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get autoremove |    => suggestions : ['']
149 Mot inconnu : sudo =>   sudo apt-get autoremove | sudo
149 Mot inconnu : apt-get =>   sudo apt-get autoremove | apt-get
149 Mot inconnu : autoremove =>   sudo apt-get autoremove | autoremove
154 Mot inconnu : apache2 => Nous pouvons les installer en [[apt://apache2,apache2-doc,mysql-server,php5,libapache2-mod-php5,php5-mysql,php5-auth-pam,libapache2-mod-auth-pam,perl,php-pear,proftpd-basic,phpmyadmin,openssl,php5-gd,freetype2-demos,libfreetype6,libjpeg-progs,libjpeg62,libpng12-0,libgdbm3,zlib1g,zlib1g-dev,expat,sablotron,php5-cli,proftpd-doc,libgd-tools,libcompress-zlib-perl,libxml2-dev,mingw32-binutils,webalizer,php-fpdf,ncurses-bin,libapache2-mod-perl2,libapache2-mod-perl2-doc,freetds-dev,gettext,php5-mcrypt,php5-mhash,php5-sqlite,dovecot-postfix,php5-xcache,dokuwiki,txt2tags,zopeedit,python-ldap,python-zodb,openssh-server,nautilus-gksu,nautilus-open-terminal,vim,debconf-utils,ssh,filezilla|un clic]] (cela prend du temps). (Si firefox vous demande avec quoi ouvrir ce lien, validez le choix par défaut qui est **apturl**.) | apache2
154 Il manque un espace. => Nous pouvons les installer en [[apt://apache2,apache2-doc,mysql-server,php5,libapache2-mod-php5,php5-mysql,php5-auth-pam,libapache2-mod-auth-pam,perl,php-pear,proftpd-basic,phpmyadmin,openssl,php5-gd,freetype2-demos,libfreetype6,libjpeg-progs,libjpeg62,libpng12-0,libgdbm3,zlib1g,zlib1g-dev,expat,sablotron,php5-cli,proftpd-doc,libgd-tools,libcompress-zlib-perl,libxml2-dev,mingw32-binutils,webalizer,php-fpdf,ncurses-bin,libapache2-mod-perl2,libapache2-mod-perl2-doc,freetds-dev,gettext,php5-mcrypt,php5-mhash,php5-sqlite,dovecot-postfix,php5-xcache,dokuwiki,txt2tags,zopeedit,python-ldap,python-zodb,openssh-server,nautilus-gksu,nautilus-open-terminal,vim,debconf-utils,ssh,filezilla|un clic]] (cela prend du temps). (Si firefox vous demande avec quoi ouvrir ce lien, validez le choix par défaut qui est **apturl**.) | apache2-doc => suggestions : [' apache2-doc']
154 Mot inconnu : apache2-doc => Nous pouvons les installer en [[apt://apache2,apache2-doc,mysql-server,php5,libapache2-mod-php5,php5-mysql,php5-auth-pam,libapache2-mod-auth-pam,perl,php-pear,proftpd-basic,phpmyadmin,openssl,php5-gd,freetype2-demos,libfreetype6,libjpeg-progs,libjpeg62,libpng12-0,libgdbm3,zlib1g,zlib1g-dev,expat,sablotron,php5-cli,proftpd-doc,libgd-tools,libcompress-zlib-perl,libxml2-dev,mingw32-binutils,webalizer,php-fpdf,ncurses-bin,libapache2-mod-perl2,libapache2-mod-perl2-doc,freetds-dev,gettext,php5-mcrypt,php5-mhash,php5-sqlite,dovecot-postfix,php5-xcache,dokuwiki,txt2tags,zopeedit,python-ldap,python-zodb,openssh-server,nautilus-gksu,nautilus-open-terminal,vim,debconf-utils,ssh,filezilla|un clic]] (cela prend du temps). (Si firefox vous demande avec quoi ouvrir ce lien, validez le choix par défaut qui est **apturl**.) | apache2-doc
154 Mot inconnu : mysql-server => Nous pouvons les installer en [[apt://apache2,apache2-doc,mysql-server,php5,libapache2-mod-php5,php5-mysql,php5-auth-pam,libapache2-mod-auth-pam,perl,php-pear,proftpd-basic,phpmyadmin,openssl,php5-gd,freetype2-demos,libfreetype6,libjpeg-progs,libjpeg62,libpng12-0,libgdbm3,zlib1g,zlib1g-dev,expat,sablotron,php5-cli,proftpd-doc,libgd-tools,libcompress-zlib-perl,libxml2-dev,mingw32-binutils,webalizer,php-fpdf,ncurses-bin,libapache2-mod-perl2,libapache2-mod-perl2-doc,freetds-dev,gettext,php5-mcrypt,php5-mhash,php5-sqlite,dovecot-postfix,php5-xcache,dokuwiki,txt2tags,zopeedit,python-ldap,python-zodb,openssh-server,nautilus-gksu,nautilus-open-terminal,vim,debconf-utils,ssh,filezilla|un clic]] (cela prend du temps). (Si firefox vous demande avec quoi ouvrir ce lien, validez le choix par défaut qui est **apturl**.) | mysql-server
154 Il manque un espace. => Nous pouvons les installer en [[apt://apache2,apache2-doc,mysql-server,php5,libapache2-mod-php5,php5-mysql,php5-auth-pam,libapache2-mod-auth-pam,perl,php-pear,proftpd-basic,phpmyadmin,openssl,php5-gd,freetype2-demos,libfreetype6,libjpeg-progs,libjpeg62,libpng12-0,libgdbm3,zlib1g,zlib1g-dev,expat,sablotron,php5-cli,proftpd-doc,libgd-tools,libcompress-zlib-perl,libxml2-dev,mingw32-binutils,webalizer,php-fpdf,ncurses-bin,libapache2-mod-perl2,libapache2-mod-perl2-doc,freetds-dev,gettext,php5-mcrypt,php5-mhash,php5-sqlite,dovecot-postfix,php5-xcache,dokuwiki,txt2tags,zopeedit,python-ldap,python-zodb,openssh-server,nautilus-gksu,nautilus-open-terminal,vim,debconf-utils,ssh,filezilla|un clic]] (cela prend du temps). (Si firefox vous demande avec quoi ouvrir ce lien, validez le choix par défaut qui est **apturl**.) | php5 => suggestions : [' php5']
154 Mot inconnu : php5 => Nous pouvons les installer en [[apt://apache2,apache2-doc,mysql-server,php5,libapache2-mod-php5,php5-mysql,php5-auth-pam,libapache2-mod-auth-pam,perl,php-pear,proftpd-basic,phpmyadmin,openssl,php5-gd,freetype2-demos,libfreetype6,libjpeg-progs,libjpeg62,libpng12-0,libgdbm3,zlib1g,zlib1g-dev,expat,sablotron,php5-cli,proftpd-doc,libgd-tools,libcompress-zlib-perl,libxml2-dev,mingw32-binutils,webalizer,php-fpdf,ncurses-bin,libapache2-mod-perl2,libapache2-mod-perl2-doc,freetds-dev,gettext,php5-mcrypt,php5-mhash,php5-sqlite,dovecot-postfix,php5-xcache,dokuwiki,txt2tags,zopeedit,python-ldap,python-zodb,openssh-server,nautilus-gksu,nautilus-open-terminal,vim,debconf-utils,ssh,filezilla|un clic]] (cela prend du temps). (Si firefox vous demande avec quoi ouvrir ce lien, validez le choix par défaut qui est **apturl**.) | php5
154 Mot inconnu : libapache2-mod-php5 => Nous pouvons les installer en [[apt://apache2,apache2-doc,mysql-server,php5,libapache2-mod-php5,php5-mysql,php5-auth-pam,libapache2-mod-auth-pam,perl,php-pear,proftpd-basic,phpmyadmin,openssl,php5-gd,freetype2-demos,libfreetype6,libjpeg-progs,libjpeg62,libpng12-0,libgdbm3,zlib1g,zlib1g-dev,expat,sablotron,php5-cli,proftpd-doc,libgd-tools,libcompress-zlib-perl,libxml2-dev,mingw32-binutils,webalizer,php-fpdf,ncurses-bin,libapache2-mod-perl2,libapache2-mod-perl2-doc,freetds-dev,gettext,php5-mcrypt,php5-mhash,php5-sqlite,dovecot-postfix,php5-xcache,dokuwiki,txt2tags,zopeedit,python-ldap,python-zodb,openssh-server,nautilus-gksu,nautilus-open-terminal,vim,debconf-utils,ssh,filezilla|un clic]] (cela prend du temps). (Si firefox vous demande avec quoi ouvrir ce lien, validez le choix par défaut qui est **apturl**.) | libapache2-mod-php5
154 Il manque un espace. => Nous pouvons les installer en [[apt://apache2,apache2-doc,mysql-server,php5,libapache2-mod-php5,php5-mysql,php5-auth-pam,libapache2-mod-auth-pam,perl,php-pear,proftpd-basic,phpmyadmin,openssl,php5-gd,freetype2-demos,libfreetype6,libjpeg-progs,libjpeg62,libpng12-0,libgdbm3,zlib1g,zlib1g-dev,expat,sablotron,php5-cli,proftpd-doc,libgd-tools,libcompress-zlib-perl,libxml2-dev,mingw32-binutils,webalizer,php-fpdf,ncurses-bin,libapache2-mod-perl2,libapache2-mod-perl2-doc,freetds-dev,gettext,php5-mcrypt,php5-mhash,php5-sqlite,dovecot-postfix,php5-xcache,dokuwiki,txt2tags,zopeedit,python-ldap,python-zodb,openssh-server,nautilus-gksu,nautilus-open-terminal,vim,debconf-utils,ssh,filezilla|un clic]] (cela prend du temps). (Si firefox vous demande avec quoi ouvrir ce lien, validez le choix par défaut qui est **apturl**.) | php5-mysql => suggestions : [' php5-mysql']
154 Mot inconnu : php5-mysql => Nous pouvons les installer en [[apt://apache2,apache2-doc,mysql-server,php5,libapache2-mod-php5,php5-mysql,php5-auth-pam,libapache2-mod-auth-pam,perl,php-pear,proftpd-basic,phpmyadmin,openssl,php5-gd,freetype2-demos,libfreetype6,libjpeg-progs,libjpeg62,libpng12-0,libgdbm3,zlib1g,zlib1g-dev,expat,sablotron,php5-cli,proftpd-doc,libgd-tools,libcompress-zlib-perl,libxml2-dev,mingw32-binutils,webalizer,php-fpdf,ncurses-bin,libapache2-mod-perl2,libapache2-mod-perl2-doc,freetds-dev,gettext,php5-mcrypt,php5-mhash,php5-sqlite,dovecot-postfix,php5-xcache,dokuwiki,txt2tags,zopeedit,python-ldap,python-zodb,openssh-server,nautilus-gksu,nautilus-open-terminal,vim,debconf-utils,ssh,filezilla|un clic]] (cela prend du temps). (Si firefox vous demande avec quoi ouvrir ce lien, validez le choix par défaut qui est **apturl**.) | php5-mysql
